"","Name","UWIN.Code","Start.Date","End.Date","Num.Days","Notes","states_abbrev","mean_income","mean_age","mean_percent_white","mean_pop_density","mean_housing_density","mean_daily_visits","median_daily_visits","mean_weekday_visits","mean_weekend_visits","restaurant_count","total_road_length","road_density","road_area","distance_to_road","imp_surf","ndvi","elev","nightlight_avg","nldc_landcover","bio_1","bio_12","human_mod","NatWalkInd","Ac_Total","Ac_Land","Ac_Water","Workers","dist2nearest_camera","buffer_size","X","BURDEN_RESCALED_AV_PCT","BURDEN_RESCALED_MAX_PCT","MAX_POLL_RAW","MEAN_POLL_RAW","OGBURDEN_AV","OGBURDEN_MAX","geometry"
"50","Corica Park Golf Course","CGCN","02/21/2023","02/24/2023",3,"","CA",137207,48.45,35.3173786609743,2015.02420218158,736.942231907386,2894.75,2850.5,2894.75,NA,1,1179.10222704761,0.0375491444025721,31401.5737457613,42.3856252290108,40.1351351351351,0.200052890714516,2.57363152503967,2.46016888503106,"Temperate or Subpolar Needleaf Forest",14.25,100.5,0.759837180376053,15.5,1243.6730796,848.9807438,394.6923358,1374,1373.73094376958,100,26,16.2601626,72.35772358,61.08829774,36.25024251,52.03252033,96.74796748,c(-122.23578, 37.74646)
"51","Crown Memorial State Beach","CMSB","11/30/2023","12/14/2023",14,"","CA",105817,46.2,41.1434405308831,3290.0365488555,1635.5641464138,12075.1333333333,11790,11599.7272727273,13382.5,1,310.612309263625,0.00989161599919453,31401.5737457781,35.8047274503649,40.6216216216216,0.184306473535932,3.52807512948679,2.75500833837794,"Temperate or Subpolar Needleaf Forest",14.1499996185303,104.55,NA,15.6666666666667,345.9946091,98.0428554,247.9517537,266,917.162186870245,100,27,26.82926829,17.07317073,47.771755,39.23386891,63.41463415,57.72357724,c(-122.27603, 37.76965)
"52","Dunn Home",NA,"11/22/2022","12/03/2022",11,"","CA",85993,36.9,37.5886524822695,2797.92925029627,1463.68540851798,22514.25,23020,22816.7777777778,21606.6666666667,1,825.164360188887,0.0262778027263661,31401.5737457741,52.0100659538219,67.9166666666667,0.109084785825783,28.1735384350731,3.80070116729187,"Urban and Built-up",14.25,110.3,0.948718696832657,12.5,50.5732157,50.5732157,0,488,1074.8315255875,100,28,85.36585366,75.6097561,54.72614651,47.37691772,76.42276423,71.54471545,c(-122.269, 37.836047)
"53","Dwyer Home",NA,"12/06/2023","12/20/2023",14,"","CA",96070,31.65,28.9111330119694,6009.13269853181,2397.74381256765,12536.6,12379,12820.4545454545,11756,1,982.217278719703,0.0312792373615203,31401.5737457853,53.4380289732114,76.7027027027027,0.0939551002713424,5.58657534917196,4.0321609804554,"Urban and Built-up",14.1499996185303,110,0.944469094276428,16.6666666666667,38.5473529,38.5473529,0,590,356.32067577738,100,29,90.24390244,92.68292683,60.30191483,56.45885128,93.49593496,89.43089431,c(-122.2944294, 37.8103926)
"54","Dwyer Home",NA,"12/06/2023","12/20/2023",14,"","CA",96070,31.65,28.9111330119694,6009.13269853181,2397.74381256765,12536.6,12379,12820.4545454545,11756,1,982.217278719703,0.0312792373615203,31401.5737457853,53.4380289732114,76.7027027027027,0.0939551002713424,5.58657534917196,4.0321609804554,"Urban and Built-up",14.1499996185303,110,0.944469094276428,17.5,42.4347301,42.4347301,0,462,356.32067577738,100,29,90.24390244,92.68292683,60.30191483,56.45885128,93.49593496,89.43089431,c(-122.2944294, 37.8103926)
"55","Ehara-Brown Home",NA,"01/27/2023","02/10/2023",14,"Alison (Hoover)","CA",68128.5,35.65,34.8801919709263,4568.67898886544,1962.36147318606,16125.6,15945,16168,16009,1,502.045150200577,0.0159878977488505,31401.5737457837,73.3292052026997,55.5555555555556,0.142816695296646,38.2955732345581,3.23891885969004,"Urban and Built-up",14.3500003814697,126.6,0.941314518451691,14.3333333333333,96.2271646,96.2271646,0,851,600.661715009413,100,30,84.55284553,76.42276423,56.59650758,50.10686565,80.48780488,77.23577236,c(-122.313391, 37.913202)
"56","Ehara-Brown Home",NA,"01/27/2023","02/10/2023",14,"Alison (Hoover)","CA",68128.5,35.65,34.8801919709263,4568.67898886544,1962.36147318606,16125.6,15945,16168,16009,1,502.045150200577,0.0159878977488505,31401.5737457837,73.3292052026997,55.5555555555556,0.142816695296646,38.2955732345581,3.23891885969004,"Urban and Built-up",14.3500003814697,126.6,0.941314518451691,17.5,87.3370008,87.3370008,0,701,600.661715009413,100,30,84.55284553,76.42276423,56.59650758,50.10686565,80.48780488,77.23577236,c(-122.313391, 37.913202)
"57","Emerson Home",NA,"11/27/2022","12/11/2022",14,"","CA",91551,35,52.8865295288653,8250.58248586755,4500.31771956412,23212.8,23389,24168,21302.4,1,394.317512056142,0.0125572531889179,31401.5737457725,69.5221024801082,62.75,0.139173223597758,46.1434308052063,3.52620479102317,"Urban and Built-up",14.25,107.8,0.93478599190712,15.3333333333333,40.4307491,40.4307491,0,782,1065.12978142131,100,31,59.3495935,65.85365854,45.16063125,38.67160619,61.78861789,52.84552846,c(-122.248616, 37.819377)
"58","Emerson Home",NA,"11/27/2022","12/11/2022",14,"","CA",91551,35,52.8865295288653,8250.58248586755,4500.31771956412,23212.8,23389,24168,21302.4,1,394.317512056142,0.0125572531889179,31401.5737457725,69.5221024801082,62.75,0.139173223597758,46.1434308052063,3.52620479102317,"Urban and Built-up",14.25,107.8,0.93478599190712,15.8333333333333,49.8880074,49.8880074,0,986,1065.12978142131,100,31,59.3495935,65.85365854,45.16063125,38.67160619,61.78861789,52.84552846,c(-122.248616, 37.819377)
"59","Estien Home",NA,"02/20/2023","03/07/2023",15,"","CA",89397.5,32.4666666666667,41.7631491194672,7785.26321476045,2875.35938207655,16524,16568,15788.5833333333,18730.25,1,715.785396194662,0.0227945708068399,31401.573745792,79.8591525147999,61.3243243243243,0.134706891833937,32.6287961560626,3.53852269779965,"Urban and Built-up",14.3500003814697,113.5,0.942283481359482,18.8333333333333,64.0997168,64.0997168,0,577,472.91913415724,100,32,65.85365854,49.59349593,49.5336294,41.01319168,66.66666667,61.78861789,c(-122.271772, 37.85129)
"60","Estien Home",NA,"02/20/2023","03/07/2023",15,"","CA",89397.5,32.4666666666667,41.7631491194672,7785.26321476045,2875.35938207655,16524,16568,15788.5833333333,18730.25,1,715.785396194662,0.0227945708068399,31401.573745792,79.8591525147999,61.3243243243243,0.134706891833937,32.6287961560626,3.53852269779965,"Urban and Built-up",14.3500003814697,113.5,0.942283481359482,13.3333333333333,21.6738823,21.6738823,0,343,472.91913415724,100,32,65.85365854,49.59349593,49.5336294,41.01319168,66.66666667,61.78861789,c(-122.271772, 37.85129)
"61","Estien Home",NA,"02/20/2023","03/07/2023",15,"","CA",89397.5,32.4666666666667,41.7631491194672,7785.26321476045,2875.35938207655,16524,16568,15788.5833333333,18730.25,1,715.785396194662,0.0227945708068399,31401.573745792,79.8591525147999,61.3243243243243,0.134706891833937,32.6287961560626,3.53852269779965,"Urban and Built-up",14.3500003814697,113.5,0.942283481359482,14,28.1056482,28.1056482,0,533,472.91913415724,100,32,65.85365854,49.59349593,49.5336294,41.01319168,66.66666667,61.78861789,c(-122.271772, 37.85129)
"62","Fahrer Home",NA,"01/26/2023","02/02/2023",7,"","CA",156404,38.55,67.7162856298425,1805.2710505567,783.185408527293,9133,9986.5,10007.5,6509.5,1,384.764424259064,0.0122530299714811,31401.5737458083,82.5220811476819,35.0571428571429,0.209354513297134,71.2272415161133,2.3509669272102,"Urban and Built-up",14.6499996185303,83.5,0.793412894010544,6.66666666666667,634.0089329,634.0089329,0,1111,9837.21438106801,100,33,38.21138211,42.27642276,30.92653848,27.31647855,21.13821138,7.317073171,c(-122.039567, 37.905962)
"63","Fahrer Home",NA,"01/26/2023","02/02/2023",7,"","CA",156404,38.55,67.7162856298425,1805.2710505567,783.185408527293,9133,9986.5,10007.5,6509.5,1,384.764424259064,0.0122530299714811,31401.5737458083,82.5220811476819,35.0571428571429,0.209354513297134,71.2272415161133,2.3509669272102,"Urban and Built-up",14.6499996185303,83.5,0.793412894010544,11.3333333333333,212.849469,209.0508007,3.7986683,919,9837.21438106801,100,33,38.21138211,42.27642276,30.92653848,27.31647855,21.13821138,7.317073171,c(-122.039567, 37.905962)
"64","Foothill Lot","FL","11/07/2023","11/22/2023",15,"","CA",NA,21.6,41.7624521072797,595.538556431486,17.2361458448235,52762,62356,54961.9166666667,46162.25,1,44.2207085236914,0.00140823223962296,31401.5737457701,82.7253980385981,1.88235294117647,0.304547187597225,200.312169756208,3.23740809693661,"Urban and Built-up",13.9499998092651,123.8,0.716037154197693,13.5,419.8940648,419.8940648,0,253,582.074104635211,100,34,18.69918699,39.83739837,35.36863185,33.45657095,40.6504065,27.64227642,c(-122.24882, 37.87326)
"65","Fortmann Home","LFH","11/23/2022","12/07/2022",14,"","CA",153437.5,43.6,64.9420194709364,5041.11690605293,2221.72264708614,5579.2,5396,5815.36363636364,4929.75,1,453.060491900958,0.0144279549671344,31401.5737457587,15.664026303322,47,0.177069528060884,98.221797034854,2.95979648103388,"Urban and Built-up",14.1499996185303,108.8,0.880030363798141,13.1666666666667,39.6459595,39.6459595,0,440,409.360657627075,100,35,43.90243902,36.58536585,35.33385722,31.6896452,34.14634146,26.01626016,c(-122.219098, 37.812188)
"66","Fortmann Home","LFH","11/23/2022","12/07/2022",14,"","CA",153437.5,43.6,64.9420194709364,5041.11690605293,2221.72264708614,5579.2,5396,5815.36363636364,4929.75,1,453.060491900958,0.0144279549671344,31401.5737457587,15.664026303322,47,0.177069528060884,98.221797034854,2.95979648103388,"Urban and Built-up",14.1499996185303,108.8,0.880030363798141,14.1666666666667,64.7033821,64.7033821,0,690,409.360657627075,100,35,43.90243902,36.58536585,35.33385722,31.6896452,34.14634146,26.01626016,c(-122.219098, 37.812188)
"67","Frey Home",NA,"02/16/2023","02/24/2023",8,"","CA",131775.5,44.4,61.811583185906,3533.26416445125,1323.70804361664,24225.6666666667,22259,24292.2857142857,23992.5,1,390.32379087143,0.0124300709904286,31401.5737457965,83.5099730745477,52.5428571428571,0.169403788326308,5.79458546638489,3.0285373865408,"Urban and Built-up",14.25,100.15,0.896468490362167,13,51.3199519,51.3199519,0,416,310.234618831539,100,36,49.59349593,65.04065041,62.31199359,45.39014777,73.17073171,99.18699187,c(-122.232617, 37.761961)
"68","Frey Home",NA,"02/16/2023","02/24/2023",8,"","CA",131775.5,44.4,61.811583185906,3533.26416445125,1323.70804361664,24225.6666666667,22259,24292.2857142857,23992.5,1,390.32379087143,0.0124300709904286,31401.5737457965,83.5099730745477,52.5428571428571,0.169403788326308,5.79458546638489,3.0285373865408,"Urban and Built-up",14.25,100.15,0.896468490362167,16.1666666666667,71.4964082,71.4964082,0,562,310.234618831539,100,36,49.59349593,65.04065041,62.31199359,45.39014777,73.17073171,99.18699187,c(-122.232617, 37.761961)
"69","Fuller Home",NA,"01/25/2023","02/01/2023",7,"","CA",192321,51.4,59.417652411283,1787.01985671726,666.702078432003,5439.75,5239.5,5587.83333333333,4995.5,1,215.136115843121,0.00685112528386682,31401.573745809,17.3344377780173,22.2162162162162,0.24829409616207,217.230529022217,3.10162334489319,NA,13.9499998092651,112.4,0.78323096036911,12,146.5984996,146.5984996,0,595,1006.76562758051,100,37,21.95121951,48.7804878,35.31514288,25.41496357,16.2601626,25.20325203,c(-122.202889, 37.813369)
"70","Getz Home",NA,"11/09/2023","11/13/2023",4,"","CA",115163,51.05,61.8772276916796,6625.92949649764,3433.79583766375,45125,33856,53194,33021.5,1,596.460107876133,0.0189945928412662,31401.5737457825,30.3641346971583,47,0.190282059680883,140.698657989502,2.96968467342658,"Urban and Built-up",14.1499996185303,122.7,0.824700891971588,15.3333333333333,45.2254775,45.2254775,0,280,646.143917277475,100,38,20.32520325,21.95121951,37.23613114,30.71184917,30.08130081,33.33333333,c(-122.260315, 37.879796)
"71","Getz Home",NA,"11/09/2023","11/13/2023",4,"","CA",115163,51.05,61.8772276916796,6625.92949649764,3433.79583766375,45125,33856,53194,33021.5,1,596.460107876133,0.0189945928412662,31401.5737457825,30.3641346971583,47,0.190282059680883,140.698657989502,2.96968467342658,"Urban and Built-up",14.1499996185303,122.7,0.824700891971588,15.3333333333333,38.377101,38.377101,0,326,646.143917277475,100,38,20.32520325,21.95121951,37.23613114,30.71184917,30.08130081,33.33333333,c(-122.260315, 37.879796)
"72","Gunther-Murphy Home",NA,"02/16/2023","03/03/2023",15,"","CA",219750,46.4,65.3422982885086,2839.03036615591,1053.8657468143,11516.5,11581,11311.5833333333,12131.25,1,482.758375869208,0.0153737000500947,31401.5737458228,95.0758233872152,44.1666666666667,0.188384765800708,41.8357169151306,2.75405696641842,"Urban and Built-up",14.25,110.25,0.858052834868431,14.8333333333333,112.5192089,112.5192089,0,775,1065.12978142131,100,39,31.70731707,46.34146341,40.13721943,34.70553882,47.15447154,43.90243902,c(-122.241171, 37.826941)
"73","Hamilton Home",NA,"01/24/2023","02/09/2023",16,"","CA",203953,48.7,52.1184510250569,555.106595019248,204.023471048959,4537,4537,4537,NA,1,394.455987586825,0.0125616630166298,31401.5737458188,84.7833928622059,20.8378378378378,0.244423450397447,212.953058878581,1.53600768308746,"Urban and Built-up",14.1499996185303,102.1,0.594230711460114,6.83333333333333,853.3430472,853.3430472,0,1102,3541.09356219568,100,40,0,0,20.33424694,20.08911244,1.62601626,0,c(-122.05723, 37.724943)
"74","Harley Home",NA,"02/16/2023","02/23/2023",7,"","CA",210833,42,68.1136543014996,2740.7247432777,1114.87108201127,14722.5,14712,14375.1666666667,15764.5,1,478.919205567009,0.0152514396075732,31401.5737458121,65.6640780965614,34.53125,0.203387101479058,91.0709283828735,2.69156174693107,"Urban and Built-up",14.1999998092651,113.875,0.856629699468613,14.5,121.637446,121.637446,0,607,697.037348118815,100,41,48.7804878,27.64227642,36.63747821,32.74203374,36.58536585,31.70731707,c(-122.241592, 37.841392)
"75","Herman Home",NA,"11/10/2023","11/18/2023",8,"","CA",69389,34.9,35.3529411764706,7451.20037767238,2844.10658605917,20565.6666666667,19606,20751.6666666667,20193.6666666667,1,492.28837697153,0.0156771880593326,31401.573745776,27.9537919128288,55.25,0.157875800422291,32.3474831692008,3.40975156627819,NA,14.3500003814697,113.5,0.940095007419586,14.8333333333333,49.4587947,49.4587947,0,599,472.91913415724,100,42,63.41463415,57.72357724,49.5336294,40.41692514,65.04065041,61.78861789,c(-122.2730761, 37.8554234)
"76","Hilltop Lake Park","HLP","11/09/2023","11/23/2023",14,"","CA",65121,30.4,13.0712008501594,1088.41353470606,723.702034903109,17384.2666666667,17922,17537.8181818182,16962,1,438.669536893808,0.013969667267182,31401.5737457359,97.2541594504869,19.0555555555556,0.282691886455848,35.4118873051235,3.60885149778405,"Urban and Built-up",14.4499998092651,129,0.868166506290436,16,173.4572812,167.0771592,6.380122,160,394.974675863384,100,43,70.73170732,83.7398374,51.87585032,38.38672356,60.16260163,65.85365854,c(-122.33052, 37.98424)
"77","Hirooka Home",NA,"01/25/2023","02/01/2023",7,"","CA",175972,48.5,64.9228705566734,517.859874053903,202.748486255413,11197.625,11221.5,11505.8333333333,10273,1,183.950977435432,0.00585801778359406,31401.573745748,32.5485418746189,2.16666666666667,0.318030491103361,192.768244425456,2.78230855411829,"Urban and Built-up",13.9499998092651,115.5,0.771844923496246,8.83333333333333,787.4103426,787.4103426,0,705,1006.76562758051,100,44,15.44715447,13.82113821,30.58372507,25.52581661,17.07317073,4.87804878,c(-122.203413, 37.82243)
"78","Hoover Home",NA,"11/21/2022","12/02/2022",11,"","CA",160625,42.8,57.0743405275779,1919.33478727127,861.061916141957,12278.5,11576.5,12784.9,9746.5,1,506.873386766052,0.0161416555383358,31401.5737457813,85.0466579844834,56.4594594594595,0.149328886064482,47.4735248202369,2.51879628524186,"Urban and Built-up",14.3000001907349,126.3,0.893882364034653,14.8333333333333,87.0958312,87.0958312,0,452,411.493166665083,100,45,27.64227642,28.45528455,44.1290947,30.96189056,30.89430894,52.03252033,c(-122.29124, 37.906637)
"79","Huckleberry Botanic Regional Preserve","HBRP","11/06/2023","11/20/2023",14,"","CA",213113,41.6,68.5822017316235,865.359343222082,287.984446478303,10270.3333333333,9663,10270.3333333333,NA,1,110.80821478801,0.00352874717951999,31401.5737458083,56.2631319043329,2.52777777777778,0.305159807644546,380.360862173685,1.62046471650036,"Urban and Built-up",13.4499998092651,126.5,0.598259061574936,5.83333333333333,335.2294505,335.2294505,0,904,1449.47673366082,100,46,22.76422764,4.06504065,31.4845626,28.05828384,24.3902439,8.943089431,c(-122.19529, 37.84394)
"80","Huckleberry Botanic Regional Preserve","HBRP","11/06/2023","11/20/2023",14,"","CA",213113,41.6,68.5822017316235,865.359343222082,287.984446478303,10270.3333333333,9663,10270.3333333333,NA,1,110.80821478801,0.00352874717951999,31401.5737458083,56.2631319043329,2.52777777777778,0.305159807644546,380.360862173685,1.62046471650036,"Urban and Built-up",13.4499998092651,126.5,0.598259061574936,11.5,2958.7697167,2958.283671,0.4860457,961,1449.47673366082,100,46,22.76422764,4.06504065,31.4845626,28.05828384,24.3902439,8.943089431,c(-122.19529, 37.84394)
"81","Huntsinger Home","LHH","11/21/2022","12/02/2022",11,"IOR (2)","CA",139544.5,50.75,48.9668540980425,1186.70542601638,574.288922714025,3589.75,3359.5,3665.8,3209.5,1,111.679512410116,0.00355649412078309,31401.5737457555,62.2267006419365,20.7714285714286,0.262254228627799,138.830554124786,2.0700903961628,"Urban and Built-up",14.0500001907349,131.5,0.831469058990479,12.5,402.8095708,402.8095708,0,930,967.770809066389,100,47,53.65853659,62.60162602,49.44739478,29.37104315,27.64227642,60.97560976,c(-122.30608, 37.92895)
"82","Huntsinger Home","LHH","11/21/2022","12/02/2022",11,"IOR (2)","CA",139544.5,50.75,48.9668540980425,1186.70542601638,574.288922714025,3589.75,3359.5,3665.8,3209.5,1,111.679512410116,0.00355649412078309,31401.5737457555,62.2267006419365,20.7714285714286,0.262254228627799,138.830554124786,2.0700903961628,"Urban and Built-up",14.0500001907349,131.5,0.831469058990479,11.3333333333333,109.0392996,109.0392996,0,389,967.770809066389,100,47,53.65853659,62.60162602,49.44739478,29.37104315,27.64227642,60.97560976,c(-122.30608, 37.92895)
"83","Jean Sweeney Park","JSP","11/30/2023","12/14/2023",14,"","CA",117951.5,35.85,36.6001519885811,3086.67383223867,1109.77270872263,10926.0666666667,10926,10531.0909090909,12012.25,1,380.22111440079,0.012108345826197,31401.5737457848,74.8195969105232,66.9428571428571,0.162896008850853,4.0840545242483,3.4537515172828,NA,14.25,103.4,0.88923579454422,12.8333333333333,52.1689875,52.1689875,0,516,561.236892201471,100,48,47.96747967,59.3495935,55.06907241,46.44264356,74.79674797,73.98373984,c(-122.26488, 37.77901)
"84","Jean Sweeney Park","JSP","11/30/2023","12/14/2023",14,"","CA",117951.5,35.85,36.6001519885811,3086.67383223867,1109.77270872263,10926.0666666667,10926,10531.0909090909,12012.25,1,380.22111440079,0.012108345826197,31401.5737457848,74.8195969105232,66.9428571428571,0.162896008850853,4.0840545242483,3.4537515172828,NA,14.25,103.4,0.88923579454422,18.8333333333333,500.3804652,287.5369266,212.8435386,758,561.236892201471,100,48,47.96747967,59.3495935,55.06907241,46.44264356,74.79674797,73.98373984,c(-122.26488, 37.77901)
"85","John Herbert Davis Park",NA,"12/04/2023","12/11/2023",7,"","CA",54378.5,29.3,4.90679659092542,6429.76431648376,1854.42272830137,16858.75,15551.5,15612.6666666667,20597,1,462.640169745234,0.0147330249588932,31401.573745789,54.1145231953706,53.3611111111111,0.175922091718357,12.4671118433883,3.33033878868615,NA,14.3500003814697,129,0.919444054365158,15.6666666666667,104.2198612,104.2198612,0,856,1064.11904416131,100,49,100,100,58.43533063,52.32013441,86.99186992,82.11382114,c(-122.3527913, 37.9613339)
"86","John Herbert Davis Park",NA,"12/04/2023","12/11/2023",7,"","CA",54378.5,29.3,4.90679659092542,6429.76431648376,1854.42272830137,16858.75,15551.5,15612.6666666667,20597,1,462.640169745234,0.0147330249588932,31401.573745789,54.1145231953706,53.3611111111111,0.175922091718357,12.4671118433883,3.33033878868615,NA,14.3500003814697,129,0.919444054365158,17,58.1777182,58.1777182,0,757,1064.11904416131,100,49,100,100,58.43533063,52.32013441,86.99186992,82.11382114,c(-122.3527913, 37.9613339)
"87","Johns Home",NA,"11/23/2022","12/03/2022",10,"Wilson Sherman #1 (LOUISE)","CA",196538,44,64.1364136413641,1480.71046484548,497.742553075854,2130.18181818182,2167,2138.125,2109,1,481.785869618782,0.0153427300656732,31401.5737457767,23.3934306000777,6.6764705882353,0.294731509869481,287.815292358398,2.081684825215,"Urban and Built-up",13.8499999046326,121.1,0.74132713675499,5.83333333333333,335.2294505,335.2294505,0,904,476.719897963641,100,50,6.504065041,3.25203252,34.38327414,22.92905925,10.56910569,19.51219512,c(-122.21216, 37.842113)
"88","Kennedy Grove","KG","11/19/2023","12/04/2023",15,"","CA",138785.5,44.7,36.8946528742731,136.398573937793,55.6940944377832,5763.33333333333,5626,5763.33333333333,NA,1,37.464086346978,0.00119306397349028,31401.5737457713,90.2320681853433,0,0.329303411103291,65.701070422218,0.980709584478243,"Urban and Built-up",14.4499998092651,137.6,0.517691731452942,8.66666666666667,1690.0696078,1690.0696078,0,858,2501.79548540458,100,NA,NA,NA,NA,NA,NA,NA,c(-122.26331, 37.94629)
"89","Kennedy Grove","KG","11/19/2023","12/04/2023",15,"","CA",138785.5,44.7,36.8946528742731,136.398573937793,55.6940944377832,5763.33333333333,5626,5763.33333333333,NA,1,37.464086346978,0.00119306397349028,31401.5737457713,90.2320681853433,0,0.329303411103291,65.701070422218,0.980709584478243,"Urban and Built-up",14.4499998092651,137.6,0.517691731452942,4,17980.3370117,16534.8341347,1445.502877,977,2501.79548540458,100,NA,NA,NA,NA,NA,NA,NA,c(-122.26331, 37.94629)
"90","Lake Chabot Dumpster",NA,"12/01/2023","12/13/2023",12,"","CA",185556,44.7,55.1316984559491,431.539534367882,161.680875319731,2451.23076923077,2310,2186.11111111111,3047.75,1,133.855850207544,0.0042627115217619,31401.5737457688,55.0119896447814,3.37837837837838,0.288787397883479,144.477032328761,1.78052304130203,"Urban and Built-up",14.1499996185303,100.5,0.76269793510437,6.33333333333333,638.256829,519.1907056,119.0661234,622,180.386897681789,100,52,4.06504065,43.90243902,38.52314613,21.69967565,8.943089431,39.83739837,c(-122.0984222, 37.7184218)
"91","Lake Chabot Valley",NA,"12/01/2023","12/15/2023",14,"","CA",185556,44.7,55.1316984559491,431.539534367882,161.680875319731,2437,2375,2234,2995.25,1,209.671052819157,0.00667708741341942,31401.5737457273,53.3086550096464,5,0.257302285019142,147.752165259385,1.90076104111349,"Urban and Built-up",14.1499996185303,100.5,0.76269793510437,6.33333333333333,638.256829,519.1907056,119.0661234,622,180.386897681789,100,53,1.62601626,43.90243902,38.52314613,20.64746895,4.06504065,39.83739837,c(-122.0967834, 37.7193948)
"92","Lawrence Hall of Science","LHS","11/07/2023","11/22/2023",15,"","CA",214500,36,53.2177268920971,446.209000333634,71.2695143066703,19347.5,22448,19967.6666666667,17487,1,103.188309747669,0.00328608720642284,31401.5737458158,29.4486751471532,34.6285714285714,0.189466717914117,326.872439575195,3.04961868862985,"Urban and Built-up",13.6499996185303,127.5,0.685577511787415,10.1666666666667,1703.5911669,1703.5911669,0,1432,641.938471830868,100,54,30.08130081,47.96747967,35.36863185,33.00206485,38.21138211,27.64227642,c(-122.24732, 37.87892)
"93","Lawrence Hall of Science","LHS","11/07/2023","11/22/2023",15,"","CA",214500,36,53.2177268920971,446.209000333634,71.2695143066703,19347.5,22448,19967.6666666667,17487,1,103.188309747669,0.00328608720642284,31401.5737458158,29.4486751471532,34.6285714285714,0.189466717914117,326.872439575195,3.04961868862985,"Urban and Built-up",13.6499996185303,127.5,0.685577511787415,13.5,419.8940648,419.8940648,0,253,641.938471830868,100,54,30.08130081,47.96747967,35.36863185,33.00206485,38.21138211,27.64227642,c(-122.24732, 37.87892)
"94","Leadingham Home",NA,"02/10/2023","02/16/2023",6,"","CA",78636,34,35.3552859618718,5157.83605007546,2071.66760467185,18342.8571428571,18797,19805.2,14687,1,230.853537292675,0.00735165502091313,31401.5737457715,10.7100333316114,61.3888888888889,0.125539701308119,13.9631450970968,3.63786638255119,"Urban and Built-up",14.25,112.25,0.934491515159607,15,52.155397,52.155397,0,627,471.976339060089,100,55,67.4796748,94.30894309,60.13210098,47.94051512,77.23577236,83.7398374,c(-122.282517, 37.845393)
"95","Lerman Home",NA,"01/24/2023","01/28/2023",4,"","CA",119808,61.8,31.5619967793881,1342.50933492104,616.0432445958,1902.6,1683,1841,2149,1,453.805846030563,0.0144516911701353,31401.5737458023,81.4752347483242,45.6756756756757,0.161437546115835,129.784342921057,2.2505180824054,NA,14.25,98.3,0.693983256816864,11,289.4971709,289.4971709,0,844,2581.25996392161,100,56,58.53658537,63.41463415,42.51147919,36.4439522,52.84552846,50.40650407,c(-122.128669, 37.725922)
"96","Lerman Home",NA,"01/24/2023","01/28/2023",4,"","CA",119808,61.8,31.5619967793881,1342.50933492104,616.0432445958,1902.6,1683,1841,2149,1,453.805846030563,0.0144516911701353,31401.5737458023,81.4752347483242,45.6756756756757,0.161437546115835,129.784342921057,2.2505180824054,NA,14.25,98.3,0.693983256816864,11.8333333333333,119.0920689,119.0920689,0,369,2581.25996392161,100,56,58.53658537,63.41463415,42.51147919,36.4439522,52.84552846,50.40650407,c(-122.128669, 37.725922)
"97","Lim Home",NA,"11/28/2023","12/05/2023",7,"","CA",105579,35.25,42.5127489964312,4275.5005321759,1913.83939786167,43467.875,44752.5,45643.1666666667,36942,1,670.963506370124,0.0213671936254659,31401.5737457657,89.3023450972779,54,0.184557243529707,22.0632663992948,4.08859473038532,"Urban and Built-up",14.25,108.1,0.954484075307846,17.3333333333333,46.7960451,46.7960451,0,401,604.576371297946,100,57,76.42276423,82.92682927,55.53451652,45.95082268,73.98373984,74.79674797,c(-122.261902, 37.8245268)
"98","Lim Home",NA,"11/28/2023","12/05/2023",7,"","CA",105579,35.25,42.5127489964312,4275.5005321759,1913.83939786167,43467.875,44752.5,45643.1666666667,36942,1,670.963506370124,0.0213671936254659,31401.5737457657,89.3023450972779,54,0.184557243529707,22.0632663992948,4.08859473038532,"Urban and Built-up",14.25,108.1,0.954484075307846,16.1666666666667,50.9814249,50.9814249,0,602,604.576371297946,100,57,76.42276423,82.92682927,55.53451652,45.95082268,73.98373984,74.79674797,c(-122.261902, 37.8245268)
"99","Maness Home",NA,"01/24/2023","01/31/2023",7,"IOR","CA",74283,34,25.6988277727683,11177.966503743,3685.48895594425,12525.625,12288.5,11970.8333333333,14190,1,516.134610997773,0.016436584203586,31401.5737457888,69.7149539200079,62.4857142857143,0.140311753639468,46.5428033873092,3.44289894643344,"Urban and Built-up",14.25,103.65,0.929625242948532,14.1666666666667,45.7347506,45.7347506,0,561,945.994840709723,100,58,65.04065041,68.29268293,41.23618129,34.78474582,47.96747967,47.96747967,c(-122.200324, 37.786196)
"100","Marcus Home",NA,"01/27/2023","02/03/2023",7,"","CA",93686.6666666667,38.3,13.2194871582042,1846.22148182128,782.862978782511,13675.25,13463,13694.5,13617.5,1,501.306080427096,0.0159643616745102,31401.5737458214,42.0975870911637,52.5714285714286,0.184308624944231,55.6750573446584,3.32964695984182,"Urban and Built-up",14.4499998092651,128.8,0.892295598983765,11,3721.2251832,2459.3638139,1261.8613693,2692,394.974675863384,100,59,69.91869919,83.7398374,51.87585032,41.80509134,69.91869919,65.85365854,c(-122.334858, 37.985175)
