Date,daily_visits,Name
1/20/22,13246,Ehara.Brown
1/21/22,12523,Ehara.Brown
1/22/22,11284,Ehara.Brown
1/23/22,10427,Ehara.Brown
1/24/22,12677,Ehara.Brown
1/25/22,11153,Ehara.Brown
1/26/22,12627,Ehara.Brown
1/27/22,13766,Ehara.Brown
1/28/22,14011,Ehara.Brown
1/29/22,16509,Ehara.Brown
1/30/22,12698,Ehara.Brown
1/31/22,13657,Ehara.Brown
2/1/22,14262,Ehara.Brown
2/2/22,14358,Ehara.Brown
2/3/22,11373,Ehara.Brown
2/4/22,15404,Ehara.Brown
2/5/22,14968,Ehara.Brown
2/6/22,12999,Ehara.Brown
2/7/22,13455,Ehara.Brown
2/8/22,13599,Ehara.Brown
2/9/22,15009,Ehara.Brown
2/10/22,13082,Ehara.Brown
2/11/22,16338,Ehara.Brown
2/12/22,13959,Ehara.Brown
2/13/22,13165,Ehara.Brown
2/14/22,12933,Ehara.Brown
2/15/22,12983,Ehara.Brown
2/16/22,13946,Ehara.Brown
2/17/22,13542,Ehara.Brown
2/18/22,15620,Ehara.Brown
2/19/22,14595,Ehara.Brown
2/20/22,13253,Ehara.Brown
2/21/22,12991,Ehara.Brown
2/22/22,13292,Ehara.Brown
2/23/22,13454,Ehara.Brown
2/24/22,14274,Ehara.Brown
2/25/22,14439,Ehara.Brown
2/26/22,14759,Ehara.Brown
2/27/22,13152,Ehara.Brown
2/28/22,15844,Ehara.Brown
3/1/22,14116,Ehara.Brown
3/2/22,15882,Ehara.Brown
3/3/22,16911,Ehara.Brown
3/4/22,16900,Ehara.Brown
3/5/22,17593,Ehara.Brown
3/6/22,14120,Ehara.Brown
3/7/22,14218,Ehara.Brown
3/8/22,13231,Ehara.Brown
3/9/22,16698,Ehara.Brown
3/10/22,14264,Ehara.Brown
3/11/22,15777,Ehara.Brown
3/12/22,15734,Ehara.Brown
3/13/22,13635,Ehara.Brown
3/14/22,14302,Ehara.Brown
3/15/22,13667,Ehara.Brown
3/16/22,15377,Ehara.Brown
3/17/22,14410,Ehara.Brown
3/18/22,16083,Ehara.Brown
3/19/22,14709,Ehara.Brown
3/20/22,15500,Ehara.Brown
3/21/22,15270,Ehara.Brown
3/22/22,13783,Ehara.Brown
3/23/22,15935,Ehara.Brown
3/24/22,14421,Ehara.Brown
3/25/22,17764,Ehara.Brown
3/26/22,16767,Ehara.Brown
3/27/22,12824,Ehara.Brown
3/28/22,14945,Ehara.Brown
3/29/22,13991,Ehara.Brown
3/30/22,14422,Ehara.Brown
3/31/22,15046,Ehara.Brown
4/1/22,18394,Ehara.Brown
4/2/22,16720,Ehara.Brown
4/3/22,13973,Ehara.Brown
4/4/22,16374,Ehara.Brown
4/5/22,12465,Ehara.Brown
4/6/22,14732,Ehara.Brown
4/7/22,14839,Ehara.Brown
4/8/22,16583,Ehara.Brown
4/9/22,17721,Ehara.Brown
4/10/22,13706,Ehara.Brown
4/11/22,14867,Ehara.Brown
4/12/22,16316,Ehara.Brown
4/13/22,15458,Ehara.Brown
4/14/22,12456,Ehara.Brown
4/15/22,16441,Ehara.Brown
4/16/22,17431,Ehara.Brown
4/17/22,11630,Ehara.Brown
4/18/22,15761,Ehara.Brown
4/19/22,12566,Ehara.Brown
4/20/22,14207,Ehara.Brown
4/21/22,14972,Ehara.Brown
4/22/22,16649,Ehara.Brown
4/23/22,17048,Ehara.Brown
4/24/22,13183,Ehara.Brown
4/25/22,13234,Ehara.Brown
4/26/22,14564,Ehara.Brown
4/27/22,12268,Ehara.Brown
4/28/22,14637,Ehara.Brown
4/29/22,15343,Ehara.Brown
4/30/22,17290,Ehara.Brown
5/1/22,15942,Ehara.Brown
5/2/22,15080,Ehara.Brown
5/3/22,14733,Ehara.Brown
5/4/22,14545,Ehara.Brown
5/5/22,14474,Ehara.Brown
5/6/22,16165,Ehara.Brown
5/7/22,15872,Ehara.Brown
5/8/22,14741,Ehara.Brown
5/9/22,14795,Ehara.Brown
5/10/22,16358,Ehara.Brown
5/11/22,14788,Ehara.Brown
5/12/22,13946,Ehara.Brown
5/13/22,14776,Ehara.Brown
5/14/22,16815,Ehara.Brown
5/15/22,14697,Ehara.Brown
5/16/22,15590,Ehara.Brown
5/17/22,15649,Ehara.Brown
5/18/22,17241,Ehara.Brown
5/19/22,19649,Ehara.Brown
5/20/22,17744,Ehara.Brown
5/21/22,17528,Ehara.Brown
5/22/22,14430,Ehara.Brown
5/23/22,15201,Ehara.Brown
5/24/22,15490,Ehara.Brown
5/25/22,16290,Ehara.Brown
5/26/22,12954,Ehara.Brown
5/27/22,17804,Ehara.Brown
5/28/22,18799,Ehara.Brown
5/29/22,15048,Ehara.Brown
5/30/22,14686,Ehara.Brown
5/31/22,15712,Ehara.Brown
6/1/22,15871,Ehara.Brown
6/2/22,18834,Ehara.Brown
6/3/22,16694,Ehara.Brown
6/4/22,19106,Ehara.Brown
6/5/22,14354,Ehara.Brown
6/6/22,18771,Ehara.Brown
6/7/22,17955,Ehara.Brown
6/8/22,16564,Ehara.Brown
6/9/22,15702,Ehara.Brown
6/10/22,18498,Ehara.Brown
6/11/22,17007,Ehara.Brown
6/12/22,15214,Ehara.Brown
6/13/22,15261,Ehara.Brown
6/14/22,13321,Ehara.Brown
6/15/22,12795,Ehara.Brown
6/16/22,13976,Ehara.Brown
6/17/22,16293,Ehara.Brown
6/18/22,20168,Ehara.Brown
6/19/22,14629,Ehara.Brown
6/20/22,15914,Ehara.Brown
6/21/22,14534,Ehara.Brown
6/22/22,13445,Ehara.Brown
6/23/22,14658,Ehara.Brown
6/24/22,17884,Ehara.Brown
6/25/22,15335,Ehara.Brown
6/26/22,13154,Ehara.Brown
6/27/22,14829,Ehara.Brown
6/28/22,15752,Ehara.Brown
6/29/22,15760,Ehara.Brown
6/30/22,13290,Ehara.Brown
7/1/22,16064,Ehara.Brown
7/2/22,15387,Ehara.Brown
7/3/22,12522,Ehara.Brown
7/4/22,12890,Ehara.Brown
7/5/22,13214,Ehara.Brown
7/6/22,13966,Ehara.Brown
7/7/22,13718,Ehara.Brown
7/8/22,14876,Ehara.Brown
7/9/22,17835,Ehara.Brown
7/10/22,14425,Ehara.Brown
7/11/22,14462,Ehara.Brown
7/12/22,13904,Ehara.Brown
7/13/22,14879,Ehara.Brown
7/14/22,16005,Ehara.Brown
7/15/22,16313,Ehara.Brown
7/16/22,16841,Ehara.Brown
7/17/22,13089,Ehara.Brown
7/18/22,14157,Ehara.Brown
7/19/22,13627,Ehara.Brown
7/20/22,14887,Ehara.Brown
7/21/22,15271,Ehara.Brown
7/22/22,16220,Ehara.Brown
7/23/22,13974,Ehara.Brown
7/24/22,12899,Ehara.Brown
7/25/22,14496,Ehara.Brown
7/26/22,14752,Ehara.Brown
7/27/22,13245,Ehara.Brown
7/28/22,15519,Ehara.Brown
7/29/22,15505,Ehara.Brown
7/30/22,15920,Ehara.Brown
7/31/22,14407,Ehara.Brown
8/1/22,14350,Ehara.Brown
8/2/22,15110,Ehara.Brown
8/3/22,15972,Ehara.Brown
8/4/22,13267,Ehara.Brown
8/5/22,15977,Ehara.Brown
8/6/22,15532,Ehara.Brown
8/7/22,14045,Ehara.Brown
8/8/22,14963,Ehara.Brown
8/9/22,15273,Ehara.Brown
8/10/22,15636,Ehara.Brown
8/11/22,15550,Ehara.Brown
8/12/22,15996,Ehara.Brown
8/13/22,16370,Ehara.Brown
8/14/22,15674,Ehara.Brown
8/15/22,15390,Ehara.Brown
8/16/22,15985,Ehara.Brown
8/17/22,15007,Ehara.Brown
8/18/22,14907,Ehara.Brown
8/19/22,16401,Ehara.Brown
8/20/22,17864,Ehara.Brown
8/21/22,15701,Ehara.Brown
8/22/22,13550,Ehara.Brown
8/23/22,15159,Ehara.Brown
8/24/22,15352,Ehara.Brown
8/25/22,16164,Ehara.Brown
8/26/22,16639,Ehara.Brown
8/27/22,20174,Ehara.Brown
8/28/22,13852,Ehara.Brown
8/29/22,16033,Ehara.Brown
8/30/22,15808,Ehara.Brown
8/31/22,18067,Ehara.Brown
9/1/22,16066,Ehara.Brown
9/2/22,21528,Ehara.Brown
9/3/22,19141,Ehara.Brown
9/4/22,14623,Ehara.Brown
9/5/22,14997,Ehara.Brown
9/6/22,16583,Ehara.Brown
9/7/22,16342,Ehara.Brown
9/8/22,17536,Ehara.Brown
9/9/22,18042,Ehara.Brown
9/10/22,18699,Ehara.Brown
9/11/22,13869,Ehara.Brown
9/12/22,16802,Ehara.Brown
9/13/22,15248,Ehara.Brown
9/14/22,15214,Ehara.Brown
9/15/22,14455,Ehara.Brown
9/16/22,20068,Ehara.Brown
9/17/22,18711,Ehara.Brown
9/18/22,15173,Ehara.Brown
9/19/22,15978,Ehara.Brown
9/20/22,15004,Ehara.Brown
9/21/22,15683,Ehara.Brown
9/22/22,13411,Ehara.Brown
9/23/22,18602,Ehara.Brown
9/24/22,18450,Ehara.Brown
9/25/22,15794,Ehara.Brown
9/26/22,14740,Ehara.Brown
9/27/22,15235,Ehara.Brown
9/28/22,14552,Ehara.Brown
9/29/22,15923,Ehara.Brown
9/30/22,17128,Ehara.Brown
10/1/22,16665,Ehara.Brown
10/2/22,16097,Ehara.Brown
10/3/22,14146,Ehara.Brown
10/4/22,13422,Ehara.Brown
10/5/22,16309,Ehara.Brown
10/6/22,14675,Ehara.Brown
10/7/22,16623,Ehara.Brown
10/8/22,17689,Ehara.Brown
10/9/22,15988,Ehara.Brown
10/10/22,13584,Ehara.Brown
10/11/22,15274,Ehara.Brown
10/12/22,15633,Ehara.Brown
10/13/22,15549,Ehara.Brown
10/14/22,17478,Ehara.Brown
10/15/22,14186,Ehara.Brown
10/16/22,16263,Ehara.Brown
10/17/22,14201,Ehara.Brown
10/18/22,14636,Ehara.Brown
10/19/22,17211,Ehara.Brown
10/20/22,14105,Ehara.Brown
10/21/22,16291,Ehara.Brown
10/22/22,15844,Ehara.Brown
10/23/22,16264,Ehara.Brown
10/24/22,16089,Ehara.Brown
10/25/22,12950,Ehara.Brown
10/26/22,14503,Ehara.Brown
10/27/22,14163,Ehara.Brown
10/28/22,15823,Ehara.Brown
10/29/22,17313,Ehara.Brown
10/30/22,13461,Ehara.Brown
10/31/22,16600,Ehara.Brown
11/1/22,13469,Ehara.Brown
11/2/22,15239,Ehara.Brown
11/3/22,13760,Ehara.Brown
11/4/22,17628,Ehara.Brown
11/5/22,16558,Ehara.Brown
11/6/22,16043,Ehara.Brown
11/7/22,16088,Ehara.Brown
11/8/22,15483,Ehara.Brown
11/9/22,14416,Ehara.Brown
11/10/22,13061,Ehara.Brown
11/11/22,14132,Ehara.Brown
11/12/22,15677,Ehara.Brown
11/13/22,15151,Ehara.Brown
11/14/22,13222,Ehara.Brown
11/15/22,14974,Ehara.Brown
11/16/22,15007,Ehara.Brown
11/17/22,14354,Ehara.Brown
11/18/22,16652,Ehara.Brown
11/19/22,15357,Ehara.Brown
11/20/22,14667,Ehara.Brown
11/21/22,15208,Ehara.Brown
11/22/22,15709,Ehara.Brown
11/23/22,15561,Ehara.Brown
11/24/22,11347,Ehara.Brown
11/25/22,13363,Ehara.Brown
11/26/22,14887,Ehara.Brown
11/27/22,14286,Ehara.Brown
11/28/22,12926,Ehara.Brown
11/29/22,14151,Ehara.Brown
11/30/22,14644,Ehara.Brown
12/1/22,14056,Ehara.Brown
12/2/22,15675,Ehara.Brown
12/3/22,17429,Ehara.Brown
12/4/22,15540,Ehara.Brown
12/5/22,15438,Ehara.Brown
12/6/22,16383,Ehara.Brown
12/7/22,15848,Ehara.Brown
12/8/22,13630,Ehara.Brown
12/9/22,20256,Ehara.Brown
12/10/22,15259,Ehara.Brown
12/11/22,17814,Ehara.Brown
12/12/22,14890,Ehara.Brown
12/13/22,16166,Ehara.Brown
12/14/22,16807,Ehara.Brown
12/15/22,16576,Ehara.Brown
12/16/22,18124,Ehara.Brown
12/17/22,18459,Ehara.Brown
12/18/22,16254,Ehara.Brown
12/19/22,14950,Ehara.Brown
12/20/22,17131,Ehara.Brown
12/21/22,16765,Ehara.Brown
12/22/22,16548,Ehara.Brown
12/23/22,19265,Ehara.Brown
12/24/22,16294,Ehara.Brown
12/25/22,9755,Ehara.Brown
12/26/22,12360,Ehara.Brown
12/27/22,13306,Ehara.Brown
12/28/22,15452,Ehara.Brown
12/29/22,14228,Ehara.Brown
12/30/22,16824,Ehara.Brown
12/31/22,12016,Ehara.Brown
1/1/23,11219,Ehara.Brown
1/2/23,12985,Ehara.Brown
1/3/23,15346,Ehara.Brown
1/4/23,12706,Ehara.Brown
1/5/23,14691,Ehara.Brown
1/6/23,15320,Ehara.Brown
1/7/23,14590,Ehara.Brown
1/8/23,13358,Ehara.Brown
1/9/23,13343,Ehara.Brown
1/10/23,13622,Ehara.Brown
1/11/23,14696,Ehara.Brown
1/12/23,14812,Ehara.Brown
1/13/23,18962,Ehara.Brown
1/14/23,16012,Ehara.Brown
1/15/23,16741,Ehara.Brown
1/16/23,14157,Ehara.Brown
1/17/23,14279,Ehara.Brown
1/18/23,14582,Ehara.Brown
1/19/23,14980,Ehara.Brown
1/20/23,16905,Ehara.Brown
1/21/23,17948,Ehara.Brown
1/22/23,12723,Ehara.Brown
1/23/23,13677,Ehara.Brown
1/24/23,15445,Ehara.Brown
1/25/23,15713,Ehara.Brown
1/26/23,13404,Ehara.Brown
1/27/23,17234,Ehara.Brown
1/28/23,15756,Ehara.Brown
1/29/23,14054,Ehara.Brown
1/30/23,14556,Ehara.Brown
1/31/23,16735,Ehara.Brown
2/1/23,15997,Ehara.Brown
2/2/23,14430,Ehara.Brown
2/3/23,15736,Ehara.Brown
2/4/23,15945,Ehara.Brown
2/5/23,18281,Ehara.Brown
2/6/23,15665,Ehara.Brown
2/7/23,14466,Ehara.Brown
2/8/23,16703,Ehara.Brown
2/9/23,16524,Ehara.Brown
2/10/23,19802,Ehara.Brown
2/11/23,19245,Ehara.Brown
2/12/23,12955,Ehara.Brown
2/13/23,16342,Ehara.Brown
2/14/23,15048,Ehara.Brown
2/15/23,17770,Ehara.Brown
2/16/23,16621,Ehara.Brown
2/17/23,19120,Ehara.Brown
2/18/23,18155,Ehara.Brown
2/19/23,15677,Ehara.Brown
2/20/23,14376,Ehara.Brown
2/21/23,17689,Ehara.Brown
2/22/23,16687,Ehara.Brown
2/23/23,15967,Ehara.Brown
2/24/23,18999,Ehara.Brown
2/25/23,19158,Ehara.Brown
2/26/23,14007,Ehara.Brown
2/27/23,13960,Ehara.Brown
2/28/23,12696,Ehara.Brown
3/1/23,15593,Ehara.Brown
3/2/23,16392,Ehara.Brown
3/3/23,18153,Ehara.Brown
3/4/23,19071,Ehara.Brown
3/5/23,15399,Ehara.Brown
3/6/23,16378,Ehara.Brown
3/7/23,16117,Ehara.Brown
3/8/23,15654,Ehara.Brown
3/9/23,12393,Ehara.Brown
3/10/23,16940,Ehara.Brown
3/11/23,18419,Ehara.Brown
3/12/23,14879,Ehara.Brown
3/13/23,14694,Ehara.Brown
3/14/23,14859,Ehara.Brown
3/15/23,18339,Ehara.Brown
3/16/23,16513,Ehara.Brown
3/17/23,18480,Ehara.Brown
3/18/23,20215,Ehara.Brown
3/19/23,16128,Ehara.Brown
3/20/23,17343,Ehara.Brown
3/21/23,12895,Ehara.Brown
3/22/23,17987,Ehara.Brown
3/23/23,17120,Ehara.Brown
3/24/23,19841,Ehara.Brown
3/25/23,19442,Ehara.Brown
3/26/23,16035,Ehara.Brown
3/27/23,15683,Ehara.Brown
3/28/23,13419,Ehara.Brown
3/29/23,16164,Ehara.Brown
3/30/23,15603,Ehara.Brown
3/31/23,19108,Ehara.Brown
4/1/23,18626,Ehara.Brown
4/2/23,18358,Ehara.Brown
4/3/23,16159,Ehara.Brown
4/4/23,16500,Ehara.Brown
4/5/23,16022,Ehara.Brown
4/6/23,15216,Ehara.Brown
4/7/23,18493,Ehara.Brown
4/8/23,16137,Ehara.Brown
4/9/23,13320,Ehara.Brown
4/10/23,17227,Ehara.Brown
4/11/23,16321,Ehara.Brown
4/12/23,16367,Ehara.Brown
4/13/23,15482,Ehara.Brown
4/14/23,20149,Ehara.Brown
4/15/23,19537,Ehara.Brown
4/16/23,15291,Ehara.Brown
4/17/23,16078,Ehara.Brown
4/18/23,15362,Ehara.Brown
4/19/23,17777,Ehara.Brown
4/20/23,15798,Ehara.Brown
4/21/23,22039,Ehara.Brown
4/22/23,18527,Ehara.Brown
4/23/23,14260,Ehara.Brown
4/24/23,19539,Ehara.Brown
4/25/23,15947,Ehara.Brown
4/26/23,17586,Ehara.Brown
4/27/23,16938,Ehara.Brown
4/28/23,19238,Ehara.Brown
4/29/23,16540,Ehara.Brown
4/30/23,15678,Ehara.Brown
5/1/23,16907,Ehara.Brown
5/2/23,16264,Ehara.Brown
5/3/23,15839,Ehara.Brown
5/4/23,16911,Ehara.Brown
5/5/23,19413,Ehara.Brown
5/6/23,18938,Ehara.Brown
5/7/23,17674,Ehara.Brown
5/8/23,16078,Ehara.Brown
5/9/23,16432,Ehara.Brown
5/10/23,17322,Ehara.Brown
5/11/23,18648,Ehara.Brown
5/12/23,20889,Ehara.Brown
5/13/23,21393,Ehara.Brown
5/14/23,17451,Ehara.Brown
5/15/23,19062,Ehara.Brown
5/16/23,16989,Ehara.Brown
5/17/23,19293,Ehara.Brown
5/18/23,18331,Ehara.Brown
5/19/23,18770,Ehara.Brown
5/20/23,18699,Ehara.Brown
5/21/23,16547,Ehara.Brown
5/22/23,18860,Ehara.Brown
5/23/23,17726,Ehara.Brown
5/24/23,18014,Ehara.Brown
5/25/23,18181,Ehara.Brown
5/26/23,21119,Ehara.Brown
5/27/23,16670,Ehara.Brown
5/28/23,17301,Ehara.Brown
5/29/23,15782,Ehara.Brown
5/30/23,18166,Ehara.Brown
5/31/23,18213,Ehara.Brown
6/1/23,18955,Ehara.Brown
6/2/23,20923,Ehara.Brown
6/3/23,22779,Ehara.Brown
6/4/23,15693,Ehara.Brown
6/5/23,16207,Ehara.Brown
6/6/23,16256,Ehara.Brown
6/7/23,20230,Ehara.Brown
6/8/23,19575,Ehara.Brown
6/9/23,18922,Ehara.Brown
6/10/23,18835,Ehara.Brown
6/11/23,15451,Ehara.Brown
6/12/23,17814,Ehara.Brown
6/13/23,17124,Ehara.Brown
6/14/23,16461,Ehara.Brown
6/15/23,19249,Ehara.Brown
6/16/23,18236,Ehara.Brown
6/17/23,18955,Ehara.Brown
6/18/23,15747,Ehara.Brown
6/19/23,17888,Ehara.Brown
6/20/23,16518,Ehara.Brown
6/21/23,18169,Ehara.Brown
6/22/23,19188,Ehara.Brown
6/23/23,19483,Ehara.Brown
6/24/23,19809,Ehara.Brown
6/25/23,15962,Ehara.Brown
6/26/23,18099,Ehara.Brown
6/27/23,17406,Ehara.Brown
6/28/23,16627,Ehara.Brown
6/29/23,18619,Ehara.Brown
6/30/23,18234,Ehara.Brown
7/1/23,19876,Ehara.Brown
7/2/23,18236,Ehara.Brown
7/3/23,15334,Ehara.Brown
7/4/23,13077,Ehara.Brown
7/5/23,17164,Ehara.Brown
7/6/23,18339,Ehara.Brown
7/7/23,17341,Ehara.Brown
7/8/23,18010,Ehara.Brown
7/9/23,16089,Ehara.Brown
7/10/23,17754,Ehara.Brown
7/11/23,16617,Ehara.Brown
7/12/23,18933,Ehara.Brown
7/13/23,17703,Ehara.Brown
7/14/23,19420,Ehara.Brown
7/15/23,19900,Ehara.Brown
7/16/23,16618,Ehara.Brown
7/17/23,17046,Ehara.Brown
7/18/23,17277,Ehara.Brown
7/19/23,16464,Ehara.Brown
7/20/23,18769,Ehara.Brown
7/21/23,18462,Ehara.Brown
7/22/23,18282,Ehara.Brown
7/23/23,16414,Ehara.Brown
7/24/23,17940,Ehara.Brown
7/25/23,17040,Ehara.Brown
7/26/23,16427,Ehara.Brown
7/27/23,17015,Ehara.Brown
7/28/23,19102,Ehara.Brown
7/29/23,19686,Ehara.Brown
7/30/23,18064,Ehara.Brown
7/31/23,17329,Ehara.Brown
8/1/23,18991,Ehara.Brown
8/2/23,18430,Ehara.Brown
8/3/23,17645,Ehara.Brown
8/4/23,18849,Ehara.Brown
8/5/23,17499,Ehara.Brown
8/6/23,16701,Ehara.Brown
8/7/23,18038,Ehara.Brown
8/8/23,19295,Ehara.Brown
8/9/23,18919,Ehara.Brown
8/10/23,16991,Ehara.Brown
8/11/23,20091,Ehara.Brown
8/12/23,17391,Ehara.Brown
8/13/23,16476,Ehara.Brown
8/14/23,17734,Ehara.Brown
8/15/23,18888,Ehara.Brown
8/16/23,19238,Ehara.Brown
8/17/23,16936,Ehara.Brown
8/18/23,17883,Ehara.Brown
8/19/23,19030,Ehara.Brown
8/20/23,17325,Ehara.Brown
8/21/23,17097,Ehara.Brown
8/22/23,16731,Ehara.Brown
8/23/23,18095,Ehara.Brown
8/24/23,16770,Ehara.Brown
8/25/23,21315,Ehara.Brown
8/26/23,18972,Ehara.Brown
8/27/23,15822,Ehara.Brown
8/28/23,17575,Ehara.Brown
8/29/23,17129,Ehara.Brown
8/30/23,16639,Ehara.Brown
8/31/23,15866,Ehara.Brown
9/1/23,19557,Ehara.Brown
9/2/23,16563,Ehara.Brown
9/3/23,14058,Ehara.Brown
9/4/23,13789,Ehara.Brown
9/5/23,15201,Ehara.Brown
9/6/23,16256,Ehara.Brown
9/7/23,14773,Ehara.Brown
9/8/23,17959,Ehara.Brown
9/9/23,18829,Ehara.Brown
9/10/23,15731,Ehara.Brown
9/11/23,16610,Ehara.Brown
9/12/23,16378,Ehara.Brown
9/13/23,16349,Ehara.Brown
9/14/23,17270,Ehara.Brown
9/15/23,18309,Ehara.Brown
9/16/23,20582,Ehara.Brown
9/17/23,15726,Ehara.Brown
9/18/23,16407,Ehara.Brown
9/19/23,17107,Ehara.Brown
9/20/23,16558,Ehara.Brown
9/21/23,16250,Ehara.Brown
9/22/23,17197,Ehara.Brown
9/23/23,19083,Ehara.Brown
9/24/23,16531,Ehara.Brown
9/25/23,18002,Ehara.Brown
9/26/23,14322,Ehara.Brown
9/27/23,16624,Ehara.Brown
9/28/23,16560,Ehara.Brown
9/29/23,17883,Ehara.Brown
9/30/23,18995,Ehara.Brown
10/1/23,17572,Ehara.Brown
10/2/23,16566,Ehara.Brown
10/3/23,14975,Ehara.Brown
10/4/23,17670,Ehara.Brown
10/5/23,17943,Ehara.Brown
10/6/23,19331,Ehara.Brown
10/7/23,20705,Ehara.Brown
10/8/23,15909,Ehara.Brown
10/9/23,16930,Ehara.Brown
10/10/23,16017,Ehara.Brown
10/11/23,15849,Ehara.Brown
10/12/23,15700,Ehara.Brown
10/13/23,20392,Ehara.Brown
10/14/23,21745,Ehara.Brown
10/15/23,17470,Ehara.Brown
10/16/23,17855,Ehara.Brown
10/17/23,15939,Ehara.Brown
10/18/23,17368,Ehara.Brown
10/19/23,15518,Ehara.Brown
10/20/23,17528,Ehara.Brown
10/21/23,17853,Ehara.Brown
10/22/23,16462,Ehara.Brown
10/23/23,17122,Ehara.Brown
10/24/23,14677,Ehara.Brown
10/25/23,17903,Ehara.Brown
10/26/23,15902,Ehara.Brown
10/27/23,17975,Ehara.Brown
10/28/23,20524,Ehara.Brown
10/29/23,15289,Ehara.Brown
10/30/23,17196,Ehara.Brown
10/31/23,16768,Ehara.Brown
11/1/23,15789,Ehara.Brown
11/2/23,16311,Ehara.Brown
11/3/23,18030,Ehara.Brown
11/4/23,20854,Ehara.Brown
11/5/23,16330,Ehara.Brown
11/6/23,15932,Ehara.Brown
11/7/23,16155,Ehara.Brown
11/8/23,15463,Ehara.Brown
11/9/23,17199,Ehara.Brown
11/10/23,18216,Ehara.Brown
11/11/23,18780,Ehara.Brown
11/12/23,15099,Ehara.Brown
11/13/23,19270,Ehara.Brown
11/14/23,16050,Ehara.Brown
11/15/23,17612,Ehara.Brown
11/16/23,15913,Ehara.Brown
11/17/23,18397,Ehara.Brown
11/18/23,19917,Ehara.Brown
11/19/23,16335,Ehara.Brown
11/20/23,16622,Ehara.Brown
11/21/23,16630,Ehara.Brown
11/22/23,16532,Ehara.Brown
11/23/23,10881,Ehara.Brown
11/24/23,13394,Ehara.Brown
11/25/23,16082,Ehara.Brown
11/26/23,16141,Ehara.Brown
11/27/23,14255,Ehara.Brown
11/28/23,16036,Ehara.Brown
11/29/23,16976,Ehara.Brown
11/30/23,13873,Ehara.Brown
12/1/23,17181,Ehara.Brown
12/2/23,19122,Ehara.Brown
12/3/23,17907,Ehara.Brown
12/4/23,15561,Ehara.Brown
12/5/23,17168,Ehara.Brown
12/6/23,14927,Ehara.Brown
12/7/23,16065,Ehara.Brown
12/8/23,20322,Ehara.Brown
12/9/23,17404,Ehara.Brown
12/10/23,17015,Ehara.Brown
12/11/23,15126,Ehara.Brown
12/12/23,18038,Ehara.Brown
12/13/23,17291,Ehara.Brown
12/14/23,17703,Ehara.Brown
12/15/23,19273,Ehara.Brown
12/16/23,19348,Ehara.Brown
12/17/23,15480,Ehara.Brown
12/18/23,15017,Ehara.Brown
12/19/23,16197,Ehara.Brown
12/20/23,17054,Ehara.Brown
12/21/23,18389,Ehara.Brown
12/22/23,19314,Ehara.Brown
12/23/23,19930,Ehara.Brown
12/24/23,15415,Ehara.Brown
12/25/23,9992,Ehara.Brown
12/26/23,15434,Ehara.Brown
12/27/23,14627,Ehara.Brown
12/28/23,14837,Ehara.Brown
12/29/23,18934,Ehara.Brown
12/30/23,16865,Ehara.Brown
12/31/23,16274,Ehara.Brown
1/1/22,14832,Emerson.Home
1/2/22,16566,Emerson.Home
1/3/22,24827,Emerson.Home
1/4/22,20266,Emerson.Home
1/5/22,21112,Emerson.Home
1/6/22,19960,Emerson.Home
1/7/22,23681,Emerson.Home
1/8/22,25078,Emerson.Home
1/9/22,17682,Emerson.Home
1/10/22,19710,Emerson.Home
1/11/22,21064,Emerson.Home
1/12/22,23704,Emerson.Home
1/13/22,22958,Emerson.Home
1/14/22,24448,Emerson.Home
1/15/22,24168,Emerson.Home
1/16/22,15787,Emerson.Home
1/17/22,19758,Emerson.Home
1/18/22,21763,Emerson.Home
1/19/22,22119,Emerson.Home
1/20/22,23832,Emerson.Home
1/21/22,26940,Emerson.Home
1/22/22,21368,Emerson.Home
1/23/22,17396,Emerson.Home
1/24/22,21285,Emerson.Home
1/25/22,21630,Emerson.Home
1/26/22,21275,Emerson.Home
1/27/22,22556,Emerson.Home
1/28/22,28828,Emerson.Home
1/29/22,25624,Emerson.Home
1/30/22,16885,Emerson.Home
1/31/22,19025,Emerson.Home
2/1/22,21521,Emerson.Home
2/2/22,20332,Emerson.Home
2/3/22,21815,Emerson.Home
2/4/22,23767,Emerson.Home
2/5/22,24199,Emerson.Home
2/6/22,18069,Emerson.Home
2/7/22,20483,Emerson.Home
2/8/22,20357,Emerson.Home
2/9/22,24537,Emerson.Home
2/10/22,20542,Emerson.Home
2/11/22,25967,Emerson.Home
2/12/22,23980,Emerson.Home
2/13/22,18361,Emerson.Home
2/14/22,21831,Emerson.Home
2/15/22,21296,Emerson.Home
2/16/22,22050,Emerson.Home
2/17/22,23671,Emerson.Home
2/18/22,24510,Emerson.Home
2/19/22,22641,Emerson.Home
2/20/22,15881,Emerson.Home
2/21/22,17998,Emerson.Home
2/22/22,18826,Emerson.Home
2/23/22,20376,Emerson.Home
2/24/22,22954,Emerson.Home
2/25/22,27549,Emerson.Home
2/26/22,23252,Emerson.Home
2/27/22,18244,Emerson.Home
2/28/22,20957,Emerson.Home
3/1/22,23224,Emerson.Home
3/2/22,25665,Emerson.Home
3/3/22,23516,Emerson.Home
3/4/22,28482,Emerson.Home
3/5/22,24068,Emerson.Home
3/6/22,18803,Emerson.Home
3/7/22,21438,Emerson.Home
3/8/22,21263,Emerson.Home
3/9/22,24521,Emerson.Home
3/10/22,21972,Emerson.Home
3/11/22,26797,Emerson.Home
