"","Name","UWIN.Code","Notes","mean_income","mean_age","mean_percent_white","mean_pop_density","mean_housing_density","restaurant_count.x","restaurant_count.y","total_road_length","road_density","road_area","distance_to_road","imp_surf","ndvi","elev","nightlights","nldc_landcover","bio_1","bio_12","human_mod","NatWalkInd","Ac_Total","Ac_Land","Ac_Water","Workers","dist2nearest_camera","geometry","buffer_size"
"28","Albe Home",NA,"IOR",106843.611111111,42.378947368421,34.1557554709148,3257.38381372307,1336.770775585,18,18,63443.7437745701,0.0202040013307069,3140157.37457637,904.164036473487,57.9243578887949,0.15039296130397,39.1623420715332,17.8,"Urban and Built-up",14.3000001907349,130.016666666667,0.901531100273132,16.1666666666667,70.5727484,70.5727484,0,628,581.992202196402,c(-122.3209, 37.942801),1000
"29","Albe Home",NA,"IOR",106843.611111111,42.378947368421,34.1557554709148,3257.38381372307,1336.770775585,18,18,63443.7437745701,0.0202040013307069,3140157.37457637,904.164036473487,57.9243578887949,0.15039296130397,39.1623420715332,17.8,"Urban and Built-up",14.3000001907349,130.016666666667,0.901531100273132,17.6666666666667,169.0166471,169.0166471,0,542,581.992202196402,c(-122.3209, 37.942801),1000
"30","Albe Home",NA,"IOR",106843.611111111,42.378947368421,34.1557554709148,3257.38381372307,1336.770775585,18,18,63443.7437745701,0.0202040013307069,3140157.37457637,904.164036473487,57.9243578887949,0.15039296130397,39.1623420715332,17.8,"Urban and Built-up",14.3000001907349,130.016666666667,0.901531100273132,10.5,2208.2724076,2208.2724076,0,966,581.992202196402,c(-122.3209, 37.942801),1000
"31","Albe Home",NA,"IOR",106843.611111111,42.378947368421,34.1557554709148,3257.38381372307,1336.770775585,18,18,63443.7437745701,0.0202040013307069,3140157.37457637,904.164036473487,57.9243578887949,0.15039296130397,39.1623420715332,17.8,"Urban and Built-up",14.3000001907349,130.016666666667,0.901531100273132,13.6666666666667,93.1823984,93.1823984,0,513,581.992202196402,c(-122.3209, 37.942801),1000
"32","Albe Home",NA,"IOR",106843.611111111,42.378947368421,34.1557554709148,3257.38381372307,1336.770775585,18,18,63443.7437745701,0.0202040013307069,3140157.37457637,904.164036473487,57.9243578887949,0.15039296130397,39.1623420715332,17.8,"Urban and Built-up",14.3000001907349,130.016666666667,0.901531100273132,13.3333333333333,81.6008214,81.6008214,0,613,581.992202196402,c(-122.3209, 37.942801),1000
"33","Albe Home",NA,"IOR",106843.611111111,42.378947368421,34.1557554709148,3257.38381372307,1336.770775585,18,18,63443.7437745701,0.0202040013307069,3140157.37457637,904.164036473487,57.9243578887949,0.15039296130397,39.1623420715332,17.8,"Urban and Built-up",14.3000001907349,130.016666666667,0.901531100273132,14.6666666666667,66.0985087,66.0985087,0,351,581.992202196402,c(-122.3209, 37.942801),1000
"34","Albe Home",NA,"IOR",106843.611111111,42.378947368421,34.1557554709148,3257.38381372307,1336.770775585,18,18,63443.7437745701,0.0202040013307069,3140157.37457637,904.164036473487,57.9243578887949,0.15039296130397,39.1623420715332,17.8,"Urban and Built-up",14.3000001907349,130.016666666667,0.901531100273132,14.3333333333333,110.7437954,110.7437954,0,605,581.992202196402,c(-122.3209, 37.942801),1000
"35","Albe Home",NA,"IOR",106843.611111111,42.378947368421,34.1557554709148,3257.38381372307,1336.770775585,18,18,63443.7437745701,0.0202040013307069,3140157.37457637,904.164036473487,57.9243578887949,0.15039296130397,39.1623420715332,17.8,"Urban and Built-up",14.3000001907349,130.016666666667,0.901531100273132,9.66666666666667,120.4600145,120.4600145,0,441,581.992202196402,c(-122.3209, 37.942801),1000
"36","Albe Home",NA,"IOR",106843.611111111,42.378947368421,34.1557554709148,3257.38381372307,1336.770775585,18,18,63443.7437745701,0.0202040013307069,3140157.37457637,904.164036473487,57.9243578887949,0.15039296130397,39.1623420715332,17.8,"Urban and Built-up",14.3000001907349,130.016666666667,0.901531100273132,14,74.3244677,74.3244677,0,450,581.992202196402,c(-122.3209, 37.942801),1000
"37","Albe Home",NA,"IOR",106843.611111111,42.378947368421,34.1557554709148,3257.38381372307,1336.770775585,18,18,63443.7437745701,0.0202040013307069,3140157.37457637,904.164036473487,57.9243578887949,0.15039296130397,39.1623420715332,17.8,"Urban and Built-up",14.3000001907349,130.016666666667,0.901531100273132,13.1666666666667,119.9981846,119.9981846,0,824,581.992202196402,c(-122.3209, 37.942801),1000
"38","Albe Home",NA,"IOR",106843.611111111,42.378947368421,34.1557554709148,3257.38381372307,1336.770775585,18,18,63443.7437745701,0.0202040013307069,3140157.37457637,904.164036473487,57.9243578887949,0.15039296130397,39.1623420715332,17.8,"Urban and Built-up",14.3000001907349,130.016666666667,0.901531100273132,13.8333333333333,50.8121614,50.8121614,0,399,581.992202196402,c(-122.3209, 37.942801),1000
"39","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,18.3333333333333,76.1305216,76.1305216,0,399,488.521859577132,c(-122.32046, 37.933188),1000
"40","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,14.8333333333333,61.4606888,61.4606888,0,488,488.521859577132,c(-122.32046, 37.933188),1000
"41","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,14.5,56.0064505,56.0064505,0,565,488.521859577132,c(-122.32046, 37.933188),1000
"42","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,14.5,52.5885633,52.5885633,0,361,488.521859577132,c(-122.32046, 37.933188),1000
"43","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,17.1666666666667,124.9038609,124.9038609,0,564,488.521859577132,c(-122.32046, 37.933188),1000
"44","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,14.8333333333333,105.2764608,105.2764608,0,528,488.521859577132,c(-122.32046, 37.933188),1000
"45","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,14.5,91.2369801,91.2369801,0,305,488.521859577132,c(-122.32046, 37.933188),1000
"46","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,17.6666666666667,169.0166471,169.0166471,0,542,488.521859577132,c(-122.32046, 37.933188),1000
"47","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,13,82.7115359,82.7115359,0,527,488.521859577132,c(-122.32046, 37.933188),1000
"48","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,13.3333333333333,81.6008214,81.6008214,0,613,488.521859577132,c(-122.32046, 37.933188),1000
"49","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,14.6666666666667,66.0985087,66.0985087,0,351,488.521859577132,c(-122.32046, 37.933188),1000
"50","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,11.3333333333333,109.0392996,109.0392996,0,389,488.521859577132,c(-122.32046, 37.933188),1000
"51","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,14.3333333333333,110.7437954,110.7437954,0,605,488.521859577132,c(-122.32046, 37.933188),1000
"52","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,14.6666666666667,48.7466525,48.7466525,0,415,488.521859577132,c(-122.32046, 37.933188),1000
"53","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,18.6666666666667,83.243048,83.243048,0,453,488.521859577132,c(-122.32046, 37.933188),1000
"54","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,19.3333333333333,63.1481347,63.1481347,0,367,488.521859577132,c(-122.32046, 37.933188),1000
"55","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,13.1666666666667,119.9981846,119.9981846,0,824,488.521859577132,c(-122.32046, 37.933188),1000
"56","Alexander Home",NA,"Sarah (Alison + Hoover) Home",112022.1875,42.0352941176471,33.8583504755132,2987.42827047226,1162.05330506945,9,9,69772.7087573025,0.022219494259173,3140157.37457651,904.395998180659,65.174011299435,0.127046030965911,30.8105239868164,24.1,"Urban and Built-up",14.3000001907349,129.333333333333,0.927062287926674,13.8333333333333,50.8121614,50.8121614,0,399,488.521859577132,c(-122.32046, 37.933188),1000
"57","Andrews Home",NA,"",178170.470588235,45.0941176470588,58.6954373226225,3516.1533072414,1533.20084396734,35,35,50464.3542284818,0.0160706449418931,3140157.37457622,823.147192005563,46.7577552171461,0.178923064174543,90.5800704956055,24.9,"Urban and Built-up",14.2166665395101,107.65,0.893137380480766,13.8333333333333,149.9630132,149.9630132,0,466,409.360657627075,c(-122.221358, 37.808965),1000
"58","Andrews Home",NA,"",178170.470588235,45.0941176470588,58.6954373226225,3516.1533072414,1533.20084396734,35,35,50464.3542284818,0.0160706449418931,3140157.37457622,823.147192005563,46.7577552171461,0.178923064174543,90.5800704956055,24.9,"Urban and Built-up",14.2166665395101,107.65,0.893137380480766,13.5,93.4635982,93.4635982,0,676,409.360657627075,c(-122.221358, 37.808965),1000
"59","Andrews Home",NA,"",178170.470588235,45.0941176470588,58.6954373226225,3516.1533072414,1533.20084396734,35,35,50464.3542284818,0.0160706449418931,3140157.37457622,823.147192005563,46.7577552171461,0.178923064174543,90.5800704956055,24.9,"Urban and Built-up",14.2166665395101,107.65,0.893137380480766,14.6666666666667,58.3934365,58.3934365,0,528,409.360657627075,c(-122.221358, 37.808965),1000
"60","Andrews Home",NA,"",178170.470588235,45.0941176470588,58.6954373226225,3516.1533072414,1533.20084396734,35,35,50464.3542284818,0.0160706449418931,3140157.37457622,823.147192005563,46.7577552171461,0.178923064174543,90.5800704956055,24.9,"Urban and Built-up",14.2166665395101,107.65,0.893137380480766,17,59.0858107,59.0858107,0,612,409.360657627075,c(-122.221358, 37.808965),1000
"61","Andrews Home",NA,"",178170.470588235,45.0941176470588,58.6954373226225,3516.1533072414,1533.20084396734,35,35,50464.3542284818,0.0160706449418931,3140157.37457622,823.147192005563,46.7577552171461,0.178923064174543,90.5800704956055,24.9,"Urban and Built-up",14.2166665395101,107.65,0.893137380480766,15.5,56.2419368,56.2419368,0,578,409.360657627075,c(-122.221358, 37.808965),1000
"62","Andrews Home",NA,"",178170.470588235,45.0941176470588,58.6954373226225,3516.1533072414,1533.20084396734,35,35,50464.3542284818,0.0160706449418931,3140157.37457622,823.147192005563,46.7577552171461,0.178923064174543,90.5800704956055,24.9,"Urban and Built-up",14.2166665395101,107.65,0.893137380480766,15.6666666666667,76.1426295,76.1426295,0,701,409.360657627075,c(-122.221358, 37.808965),1000
"63","Andrews Home",NA,"",178170.470588235,45.0941176470588,58.6954373226225,3516.1533072414,1533.20084396734,35,35,50464.3542284818,0.0160706449418931,3140157.37457622,823.147192005563,46.7577552171461,0.178923064174543,90.5800704956055,24.9,"Urban and Built-up",14.2166665395101,107.65,0.893137380480766,11.6666666666667,168.7352002,168.7352002,0,499,409.360657627075,c(-122.221358, 37.808965),1000
"64","Andrews Home",NA,"",178170.470588235,45.0941176470588,58.6954373226225,3516.1533072414,1533.20084396734,35,35,50464.3542284818,0.0160706449418931,3140157.37457622,823.147192005563,46.7577552171461,0.178923064174543,90.5800704956055,24.9,"Urban and Built-up",14.2166665395101,107.65,0.893137380480766,12.8333333333333,139.3280763,139.3280763,0,323,409.360657627075,c(-122.221358, 37.808965),1000
"65","Andrews Home",NA,"",178170.470588235,45.0941176470588,58.6954373226225,3516.1533072414,1533.20084396734,35,35,50464.3542284818,0.0160706449418931,3140157.37457622,823.147192005563,46.7577552171461,0.178923064174543,90.5800704956055,24.9,"Urban and Built-up",14.2166665395101,107.65,0.893137380480766,13.1666666666667,39.6459595,39.6459595,0,440,409.360657627075,c(-122.221358, 37.808965),1000
"66","Andrews Home",NA,"",178170.470588235,45.0941176470588,58.6954373226225,3516.1533072414,1533.20084396734,35,35,50464.3542284818,0.0160706449418931,3140157.37457622,823.147192005563,46.7577552171461,0.178923064174543,90.5800704956055,24.9,"Urban and Built-up",14.2166665395101,107.65,0.893137380480766,16.3333333333333,93.4240622,93.4240622,0,698,409.360657627075,c(-122.221358, 37.808965),1000
