"","Name","UWIN.Code","Notes","mean_income","mean_age","mean_percent_white","mean_pop_density","mean_housing_density","restaurant_count.x","restaurant_count.y","total_road_length","road_density","road_area","distance_to_road","imp_surf","ndvi","elev","nightlights","nldc_landcover","bio_1","bio_12","human_mod","NatWalkInd","Ac_Total","Ac_Land","Ac_Water","Workers","dist2nearest_camera","geometry","buffer_size"
"171","Berges Home",NA,"",100139.75,42.715,25.0100257479123,4736.22644623666,1777.23887134871,36,36,60465.3682412869,0.0192555216279337,3140157.3745772,361.048890317535,66.1967769296013,0.129423477472623,19.4322700500488,42.1,"Urban and Built-up",14.3500003814697,95.975,0.937269061803818,19,90.2987414,90.2987414,0,898,2431.20375409284,c(-122.157691, 37.729005),1000
"172","Berges Home",NA,"",100139.75,42.715,25.0100257479123,4736.22644623666,1777.23887134871,36,36,60465.3682412869,0.0192555216279337,3140157.3745772,361.048890317535,66.1967769296013,0.129423477472623,19.4322700500488,42.1,"Urban and Built-up",14.3500003814697,95.975,0.937269061803818,13.8333333333333,108.6911357,108.6911357,0,1273,2431.20375409284,c(-122.157691, 37.729005),1000
"173","Berges Home",NA,"",100139.75,42.715,25.0100257479123,4736.22644623666,1777.23887134871,36,36,60465.3682412869,0.0192555216279337,3140157.3745772,361.048890317535,66.1967769296013,0.129423477472623,19.4322700500488,42.1,"Urban and Built-up",14.3500003814697,95.975,0.937269061803818,14.5,131.8305681,131.8305681,0,1076,2431.20375409284,c(-122.157691, 37.729005),1000
"174","Berges Home",NA,"",100139.75,42.715,25.0100257479123,4736.22644623666,1777.23887134871,36,36,60465.3682412869,0.0192555216279337,3140157.3745772,361.048890317535,66.1967769296013,0.129423477472623,19.4322700500488,42.1,"Urban and Built-up",14.3500003814697,95.975,0.937269061803818,15,60.5399942,60.5399942,0,535,2431.20375409284,c(-122.157691, 37.729005),1000
"175","Berges Home",NA,"",100139.75,42.715,25.0100257479123,4736.22644623666,1777.23887134871,36,36,60465.3682412869,0.0192555216279337,3140157.3745772,361.048890317535,66.1967769296013,0.129423477472623,19.4322700500488,42.1,"Urban and Built-up",14.3500003814697,95.975,0.937269061803818,15.6666666666667,80.8656989,80.8656989,0,624,2431.20375409284,c(-122.157691, 37.729005),1000
"176","Berges Home",NA,"",100139.75,42.715,25.0100257479123,4736.22644623666,1777.23887134871,36,36,60465.3682412869,0.0192555216279337,3140157.3745772,361.048890317535,66.1967769296013,0.129423477472623,19.4322700500488,42.1,"Urban and Built-up",14.3500003814697,95.975,0.937269061803818,13.5,66.6297737,66.6297737,0,522,2431.20375409284,c(-122.157691, 37.729005),1000
"177","Berges Home",NA,"",100139.75,42.715,25.0100257479123,4736.22644623666,1777.23887134871,36,36,60465.3682412869,0.0192555216279337,3140157.3745772,361.048890317535,66.1967769296013,0.129423477472623,19.4322700500488,42.1,"Urban and Built-up",14.3500003814697,95.975,0.937269061803818,14.6666666666667,37.5673543,37.5673543,0,497,2431.20375409284,c(-122.157691, 37.729005),1000
"178","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,19.1666666666667,52.8428292,52.8428292,0,572,1316.9731937742,c(-122.2727, 37.816316),1000
"179","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,15,109.9760557,109.9760557,0,592,1316.9731937742,c(-122.2727, 37.816316),1000
"180","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,14.6666666666667,49.306334,49.306334,0,796,1316.9731937742,c(-122.2727, 37.816316),1000
"181","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,17.1666666666667,40.4028268,40.4028268,0,631,1316.9731937742,c(-122.2727, 37.816316),1000
"182","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,12.5,58.7712524,58.7712524,0,531,1316.9731937742,c(-122.2727, 37.816316),1000
"183","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,16.1666666666667,67.6226215,67.6226215,0,844,1316.9731937742,c(-122.2727, 37.816316),1000
"184","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,18.8333333333333,60.9580874,60.9580874,0,757,1316.9731937742,c(-122.2727, 37.816316),1000
"185","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,16.1666666666667,64.7120306,64.7120306,0,543,1316.9731937742,c(-122.2727, 37.816316),1000
"186","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,17.3333333333333,33.2337145,33.2337145,0,345,1316.9731937742,c(-122.2727, 37.816316),1000
"187","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,16,41.9425069,41.9425069,0,363,1316.9731937742,c(-122.2727, 37.816316),1000
"188","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,15.6666666666667,92.477175,92.477175,0,660,1316.9731937742,c(-122.2727, 37.816316),1000
"189","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,17.1666666666667,96.81378,96.81378,0,898,1316.9731937742,c(-122.2727, 37.816316),1000
"190","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,14.8333333333333,22.2609919,22.2609919,0,524,1316.9731937742,c(-122.2727, 37.816316),1000
"191","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,13.8333333333333,61.0144262,61.0144262,0,739,1316.9731937742,c(-122.2727, 37.816316),1000
"192","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,17.3333333333333,179.0185138,179.0185138,0,1039,1316.9731937742,c(-122.2727, 37.816316),1000
"193","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,15.1666666666667,53.4931964,53.4931964,0,517,1316.9731937742,c(-122.2727, 37.816316),1000
"194","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,16.1666666666667,50.9814249,50.9814249,0,602,1316.9731937742,c(-122.2727, 37.816316),1000
"195","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,18.3333333333333,66.2756794,66.2756794,0,1169,1316.9731937742,c(-122.2727, 37.816316),1000
"196","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,19.3333333333333,76.0618278,76.0618278,0,1137,1316.9731937742,c(-122.2727, 37.816316),1000
"197","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,15.1666666666667,70.2174186,70.2174186,0,1018,1316.9731937742,c(-122.2727, 37.816316),1000
"198","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,15.8333333333333,51.3147628,51.3147628,0,350,1316.9731937742,c(-122.2727, 37.816316),1000
"199","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,16.3333333333333,47.2336592,47.2336592,0,629,1316.9731937742,c(-122.2727, 37.816316),1000
"200","Berges Studio",NA,"",69430.2692307692,37.337037037037,27.8273307938483,7905.78811058564,4090.7455333693,55,55,85056.095026637,0.0270865707926809,3140157.37457693,835.61758784321,81.8977464788733,0.0654102436144344,8.96322441101074,71.8,"Urban and Built-up",14.25,107.44,0.957520723342896,18.3333333333333,22.3608203,22.3608203,0,827,1316.9731937742,c(-122.2727, 37.816316),1000
"201","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,17.3333333333333,51.221359,51.221359,0,319,782.462888361494,c(-122.28521, 37.91269),1000
"202","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,12.5,402.8095708,402.8095708,0,930,782.462888361494,c(-122.28521, 37.91269),1000
"203","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,10.5,2208.2724076,2208.2724076,0,966,782.462888361494,c(-122.28521, 37.91269),1000
"204","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,13.3333333333333,173.9099684,173.9099684,0,432,782.462888361494,c(-122.28521, 37.91269),1000
"205","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,11.5,77.5296018,77.5296018,0,487,782.462888361494,c(-122.28521, 37.91269),1000
"206","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,12.6666666666667,155.1370401,155.1370401,0,510,782.462888361494,c(-122.28521, 37.91269),1000
"207","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,13,112.8599598,112.8599598,0,416,782.462888361494,c(-122.28521, 37.91269),1000
"208","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,14.8333333333333,87.0958312,87.0958312,0,452,782.462888361494,c(-122.28521, 37.91269),1000
"209","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,11.8333333333333,228.8914481,228.8914481,0,890,782.462888361494,c(-122.28521, 37.91269),1000
"210","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,4,17980.3370117,16534.8341347,1445.502877,977,782.462888361494,c(-122.28521, 37.91269),1000
"211","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,12.3333333333333,63.6519716,57.6738813,5.9780903,377,782.462888361494,c(-122.28521, 37.91269),1000
"212","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,10.8333333333333,90.7778683,90.7778683,0,394,782.462888361494,c(-122.28521, 37.91269),1000
"213","Blake Garden","BG","",154107.384615385,49.0153846153846,59.1615067825353,1816.76452786817,778.217844804011,1,1,38680.8923462263,0.0123181381479137,3140157.37457674,644.157248459168,31.87134009009,0.220421305447801,154.112411499023,6.2,"Urban and Built-up",14.1099998474121,129.96,0.782785981893539,12.8333333333333,81.1933535,81.1933535,0,338,782.462888361494,c(-122.28521, 37.91269),1000
"214","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,14.1666666666667,985.9201044,567.9798593,417.9402451,750,796.27405026789,c(-122.32587, 37.91948),1000
"215","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,14.6666666666667,1878.5320365,490.0877618,1388.4442747,1722,796.27405026789,c(-122.32587, 37.91948),1000
"216","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,17.1666666666667,124.9038609,124.9038609,0,564,796.27405026789,c(-122.32587, 37.91948),1000
"217","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,14.8333333333333,105.2764608,105.2764608,0,528,796.27405026789,c(-122.32587, 37.91948),1000
"218","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,14.1666666666667,90.2703249,90.2703249,0,697,796.27405026789,c(-122.32587, 37.91948),1000
"219","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,14.5,91.2369801,91.2369801,0,305,796.27405026789,c(-122.32587, 37.91948),1000
"220","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,13.8333333333333,98.9222843,98.9222843,0,992,796.27405026789,c(-122.32587, 37.91948),1000
"221","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,12.3333333333333,156.6764731,156.6764731,0,1126,796.27405026789,c(-122.32587, 37.91948),1000
"222","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,14.5,141.4407813,141.4407813,0,733,796.27405026789,c(-122.32587, 37.91948),1000
"223","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,14.3333333333333,96.2271646,96.2271646,0,851,796.27405026789,c(-122.32587, 37.91948),1000
"224","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,18.6666666666667,83.243048,83.243048,0,453,796.27405026789,c(-122.32587, 37.91948),1000
"225","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,19.3333333333333,63.1481347,63.1481347,0,367,796.27405026789,c(-122.32587, 37.91948),1000
"226","Booker T. Anderson Park","BTA","",64334.9090909091,34.6615384615385,18.6053882661464,3256.70553485451,1285.03070842962,4,4,60371.0388046245,0.0192254819116392,3140157.37457669,622.851291669847,64.5646892655367,0.115768057702328,8.64886283874512,24.5,"Urban and Built-up",14.3500003814697,127.075,0.918695489565531,17.3333333333333,47.6393974,47.6393974,0,583,796.27405026789,c(-122.32587, 37.91948),1000
"227","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,14.6666666666667,35.2451085,35.2451085,0,480,356.32067577738,c(-122.2937096, 37.8072335),1000
"228","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,16.1666666666667,175.0177177,175.0177177,0,926,356.32067577738,c(-122.2937096, 37.8072335),1000
"229","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,5,2469.5902945,1033.1663657,1436.4239288,61,356.32067577738,c(-122.2937096, 37.8072335),1000
"230","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,16.6666666666667,38.5473529,38.5473529,0,590,356.32067577738,c(-122.2937096, 37.8072335),1000
"231","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,14.8333333333333,22.2609919,22.2609919,0,524,356.32067577738,c(-122.2937096, 37.8072335),1000
"232","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,17.5,42.4347301,42.4347301,0,462,356.32067577738,c(-122.2937096, 37.8072335),1000
"233","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,16,27.8328498,27.8328498,0,459,356.32067577738,c(-122.2937096, 37.8072335),1000
"234","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,13.8333333333333,61.0144262,61.0144262,0,739,356.32067577738,c(-122.2937096, 37.8072335),1000
"235","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,15.3333333333333,65.1308651,65.1308651,0,479,356.32067577738,c(-122.2937096, 37.8072335),1000
"236","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,13.3333333333333,25.1728183,25.1728183,0,395,356.32067577738,c(-122.2937096, 37.8072335),1000
"237","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,14.1666666666667,1275.4059087,924.497469,350.9084397,123,356.32067577738,c(-122.2937096, 37.8072335),1000
"238","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,16.5,105.6873881,105.6873881,0,380,356.32067577738,c(-122.2937096, 37.8072335),1000
"239","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,17.3333333333333,179.0185138,179.0185138,0,1039,356.32067577738,c(-122.2937096, 37.8072335),1000
"240","Borozan Home",NA,"Mac Home",89407.5625,34.68125,27.2795764682506,4389.35461552339,1864.97227909976,4,4,68492.9421657976,0.0218119457070299,3140157.37457675,989.708043684729,78.6471916454981,0.0744667627417343,5.91508436203003,62.5,"Urban and Built-up",14.1499996185303,109.32,0.938816368579865,15,380.1937433,313.656385,66.5373583,144,356.32067577738,c(-122.2937096, 37.8072335),1000
