"","Name","UWIN.Code","Start.Date","End.Date","Num.Days","Notes","states_abbrev","mean_income","mean_age","mean_percent_white","mean_pop_density","mean_housing_density","mean_daily_visits","median_daily_visits","mean_weekday_visits","mean_weekend_visits","restaurant_count","total_road_length","road_density","road_area","distance_to_road","imp_surf","ndvi","elev","nightlight_avg","nldc_landcover","bio_1","bio_12","human_mod","NatWalkInd","Ac_Total","Ac_Land","Ac_Water","Workers","dist2nearest_camera","buffer_size","X","BURDEN_RESCALED_AV_PCT","BURDEN_RESCALED_MAX_PCT","MAX_POLL_RAW","MEAN_POLL_RAW","OGBURDEN_AV","OGBURDEN_MAX","geometry"
"16","Andrews Home",NA,"01/25/2023","02/11/2023",17,"","CA",173934,44.74,63.620351361051,4079.25551970822,1764.97253849071,9038.16666666667,8973.5,9255.69230769231,8472.6,22,3503.53731776781,0.0178515247478137,196259.835911041,223.172170187678,56.1741071428572,0.14996823058235,80.4857481898684,3.22441305050232,"Urban and Built-up",14.1999998092651,107.55,0.920411318540573,15.6666666666667,76.1426295,76.1426295,0,701,409.360657627075,250,5,54.47154472,36.58536585,35.33385722,32.95785471,37.39837398,26.01626016,c(-122.221358, 37.808965)
"17","Andrews Home",NA,"01/25/2023","02/11/2023",17,"","CA",173934,44.74,63.620351361051,4079.25551970822,1764.97253849071,9038.16666666667,8973.5,9255.69230769231,8472.6,22,3503.53731776781,0.0178515247478137,196259.835911041,223.172170187678,56.1741071428572,0.14996823058235,80.4857481898684,3.22441305050232,"Urban and Built-up",14.1999998092651,107.55,0.920411318540573,13.1666666666667,39.6459595,39.6459595,0,440,409.360657627075,250,5,54.47154472,36.58536585,35.33385722,32.95785471,37.39837398,26.01626016,c(-122.221358, 37.808965)
"18","Andrews Home",NA,"01/25/2023","02/11/2023",17,"","CA",173934,44.74,63.620351361051,4079.25551970822,1764.97253849071,9038.16666666667,8973.5,9255.69230769231,8472.6,22,3503.53731776781,0.0178515247478137,196259.835911041,223.172170187678,56.1741071428572,0.14996823058235,80.4857481898684,3.22441305050232,"Urban and Built-up",14.1999998092651,107.55,0.920411318540573,14.8333333333333,80.5266777,80.5266777,0,522,409.360657627075,250,5,54.47154472,36.58536585,35.33385722,32.95785471,37.39837398,26.01626016,c(-122.221358, 37.808965)
"19","Andrews Home",NA,"01/25/2023","02/11/2023",17,"","CA",173934,44.74,63.620351361051,4079.25551970822,1764.97253849071,9038.16666666667,8973.5,9255.69230769231,8472.6,22,3503.53731776781,0.0178515247478137,196259.835911041,223.172170187678,56.1741071428572,0.14996823058235,80.4857481898684,3.22441305050232,"Urban and Built-up",14.1999998092651,107.55,0.920411318540573,14.1666666666667,64.7033821,64.7033821,0,690,409.360657627075,250,5,54.47154472,36.58536585,35.33385722,32.95785471,37.39837398,26.01626016,c(-122.221358, 37.808965)
"20","Bataclan Home",NA,"01/24/2023","02/11/2023",18,"Therese Home","CA",92078.1666666667,40.4166666666667,56.7521697853957,6930.59248778811,4405.37428751698,47398.4736842105,48167,49770.2142857143,40757.6,17,4367.61448663048,0.0222542450744218,196259.835911057,208.524835533386,78.1735159817352,0.0852062279574777,29.6632601371736,3.95681354167426,"Urban and Built-up",14.25,108.9,0.941426664590836,17.3333333333333,46.7960451,46.7960451,0,401,604.576371297946,250,6,72.35772358,74.79674797,54.72614651,41.42096796,68.29268293,71.54471545,c(-122.257263, 37.828543)
"21","Bataclan Home",NA,"01/24/2023","02/11/2023",18,"Therese Home","CA",92078.1666666667,40.4166666666667,56.7521697853957,6930.59248778811,4405.37428751698,47398.4736842105,48167,49770.2142857143,40757.6,17,4367.61448663048,0.0222542450744218,196259.835911057,208.524835533386,78.1735159817352,0.0852062279574777,29.6632601371736,3.95681354167426,"Urban and Built-up",14.25,108.9,0.941426664590836,18,35.8040487,35.8040487,0,482,604.576371297946,250,6,72.35772358,74.79674797,54.72614651,41.42096796,68.29268293,71.54471545,c(-122.257263, 37.828543)
"22","Bataclan Home",NA,"01/24/2023","02/11/2023",18,"Therese Home","CA",92078.1666666667,40.4166666666667,56.7521697853957,6930.59248778811,4405.37428751698,47398.4736842105,48167,49770.2142857143,40757.6,17,4367.61448663048,0.0222542450744218,196259.835911057,208.524835533386,78.1735159817352,0.0852062279574777,29.6632601371736,3.95681354167426,"Urban and Built-up",14.25,108.9,0.941426664590836,13.1666666666667,58.4077683,58.4077683,0,772,604.576371297946,250,6,72.35772358,74.79674797,54.72614651,41.42096796,68.29268293,71.54471545,c(-122.257263, 37.828543)
"23","Bataclan Home",NA,"01/24/2023","02/11/2023",18,"Therese Home","CA",92078.1666666667,40.4166666666667,56.7521697853957,6930.59248778811,4405.37428751698,47398.4736842105,48167,49770.2142857143,40757.6,17,4367.61448663048,0.0222542450744218,196259.835911057,208.524835533386,78.1735159817352,0.0852062279574777,29.6632601371736,3.95681354167426,"Urban and Built-up",14.25,108.9,0.941426664590836,17,65.4874304,65.4874304,0,1163,604.576371297946,250,6,72.35772358,74.79674797,54.72614651,41.42096796,68.29268293,71.54471545,c(-122.257263, 37.828543)
"24","Bataclan Home",NA,"01/24/2023","02/11/2023",18,"Therese Home","CA",92078.1666666667,40.4166666666667,56.7521697853957,6930.59248778811,4405.37428751698,47398.4736842105,48167,49770.2142857143,40757.6,17,4367.61448663048,0.0222542450744218,196259.835911057,208.524835533386,78.1735159817352,0.0852062279574777,29.6632601371736,3.95681354167426,"Urban and Built-up",14.25,108.9,0.941426664590836,17.6666666666667,20.4638336,20.4638336,0,553,604.576371297946,250,6,72.35772358,74.79674797,54.72614651,41.42096796,68.29268293,71.54471545,c(-122.257263, 37.828543)
"25","Bates-Luterman Home",NA,"11/28/2023","12/05/2023",7,"","CA",53448.4,33.08,9.81518902862867,8374.99902854136,2387.0984017265,15974,15117,15410.8333333333,17663.5,1,3465.85997693204,0.0176595479194348,196259.835911075,184.376230220587,69.1964285714286,0.107615101472392,36.4641154184088,3.29771532493937,"Urban and Built-up",14.25,101.7,0.936677396297455,12.1666666666667,54.9767848,54.9767848,0,898,1140.39920502624,250,7,47.15447154,66.66666667,47.93724469,39.66939932,64.22764228,59.3495935,c(-122.2123669, 37.7824258)
"26","Bates-Luterman Home",NA,"11/28/2023","12/05/2023",7,"","CA",53448.4,33.08,9.81518902862867,8374.99902854136,2387.0984017265,15974,15117,15410.8333333333,17663.5,1,3465.85997693204,0.0176595479194348,196259.835911075,184.376230220587,69.1964285714286,0.107615101472392,36.4641154184088,3.29771532493937,"Urban and Built-up",14.25,101.7,0.936677396297455,13.1666666666667,36.6543198,36.6543198,0,507,1140.39920502624,250,7,47.15447154,66.66666667,47.93724469,39.66939932,64.22764228,59.3495935,c(-122.2123669, 37.7824258)
"27","Bates-Luterman Home",NA,"11/28/2023","12/05/2023",7,"","CA",53448.4,33.08,9.81518902862867,8374.99902854136,2387.0984017265,15974,15117,15410.8333333333,17663.5,1,3465.85997693204,0.0176595479194348,196259.835911075,184.376230220587,69.1964285714286,0.107615101472392,36.4641154184088,3.29771532493937,"Urban and Built-up",14.25,101.7,0.936677396297455,12,31.5576352,31.5576352,0,384,1140.39920502624,250,7,47.15447154,66.66666667,47.93724469,39.66939932,64.22764228,59.3495935,c(-122.2123669, 37.7824258)
"28","Bates-Luterman Home",NA,"11/28/2023","12/05/2023",7,"","CA",53448.4,33.08,9.81518902862867,8374.99902854136,2387.0984017265,15974,15117,15410.8333333333,17663.5,1,3465.85997693204,0.0176595479194348,196259.835911075,184.376230220587,69.1964285714286,0.107615101472392,36.4641154184088,3.29771532493937,"Urban and Built-up",14.25,101.7,0.936677396297455,12,61.1864078,61.1864078,0,760,1140.39920502624,250,7,47.15447154,66.66666667,47.93724469,39.66939932,64.22764228,59.3495935,c(-122.2123669, 37.7824258)
"29","Bates-Luterman Home",NA,"11/28/2023","12/05/2023",7,"","CA",53448.4,33.08,9.81518902862867,8374.99902854136,2387.0984017265,15974,15117,15410.8333333333,17663.5,1,3465.85997693204,0.0176595479194348,196259.835911075,184.376230220587,69.1964285714286,0.107615101472392,36.4641154184088,3.29771532493937,"Urban and Built-up",14.25,101.7,0.936677396297455,13.8333333333333,31.7446899,31.7446899,0,423,1140.39920502624,250,7,47.15447154,66.66666667,47.93724469,39.66939932,64.22764228,59.3495935,c(-122.2123669, 37.7824258)
"30","Beery Home","ADH","11/22/2022","12/03/2022",11,"Annaliese and David Home","CA",190327,47.4,68.2328907048008,165.134032587485,60.1283441679575,5465,5465,5465,NA,1,1439.70073226042,0.00733568702723159,196259.835911204,234.020953586655,5.19730941704036,0.324381327758664,295.197289175357,1.07199422754048,"Urban and Built-up",13.75,133.2,0.562704712152481,6.5,3400.4955607,3400.4955607,0,875,1290.14281282517,250,8,44.71544715,12.19512195,33.62227227,33.53048262,43.08943089,12.19512195,c(-122.21029, 37.88741)
"31","Belau Home",NA,"11/30/2023","12/14/2023",14,"","CA",93215.4,40.84,40.8397104949961,5448.43678331018,2304.50977497789,15541.5333333333,15352,14905,17292,1,3801.69444570065,0.0193707205962654,196259.835910989,54.56513472745,66.1704035874439,0.105983431172574,7.53439327596708,2.83236487369625,"Urban and Built-up",14.1999998092651,103.75,0.929176568984985,12.8333333333333,52.1689875,52.1689875,0,516,561.236892201471,250,9,34.14634146,21.13821138,48.6615453,41.81316267,70.73170732,60.16260163,c(-122.2675184, 37.7744075)
"32","Belau Home",NA,"11/30/2023","12/14/2023",14,"","CA",93215.4,40.84,40.8397104949961,5448.43678331018,2304.50977497789,15541.5333333333,15352,14905,17292,1,3801.69444570065,0.0193707205962654,196259.835910989,54.56513472745,66.1704035874439,0.105983431172574,7.53439327596708,2.83236487369625,"Urban and Built-up",14.1999998092651,103.75,0.929176568984985,16.1666666666667,33.0926204,33.0926204,0,422,561.236892201471,250,9,34.14634146,21.13821138,48.6615453,41.81316267,70.73170732,60.16260163,c(-122.2675184, 37.7744075)
"33","Belau Home",NA,"11/30/2023","12/14/2023",14,"","CA",93215.4,40.84,40.8397104949961,5448.43678331018,2304.50977497789,15541.5333333333,15352,14905,17292,1,3801.69444570065,0.0193707205962654,196259.835910989,54.56513472745,66.1704035874439,0.105983431172574,7.53439327596708,2.83236487369625,"Urban and Built-up",14.1999998092651,103.75,0.929176568984985,16.1666666666667,43.7601745,43.7601745,0,569,561.236892201471,250,9,34.14634146,21.13821138,48.6615453,41.81316267,70.73170732,60.16260163,c(-122.2675184, 37.7744075)
"34","Belau Home",NA,"11/30/2023","12/14/2023",14,"","CA",93215.4,40.84,40.8397104949961,5448.43678331018,2304.50977497789,15541.5333333333,15352,14905,17292,1,3801.69444570065,0.0193707205962654,196259.835910989,54.56513472745,66.1704035874439,0.105983431172574,7.53439327596708,2.83236487369625,"Urban and Built-up",14.1999998092651,103.75,0.929176568984985,15.1666666666667,36.7039869,36.7039869,0,363,561.236892201471,250,9,34.14634146,21.13821138,48.6615453,41.81316267,70.73170732,60.16260163,c(-122.2675184, 37.7744075)
"35","Belau Home",NA,"11/30/2023","12/14/2023",14,"","CA",93215.4,40.84,40.8397104949961,5448.43678331018,2304.50977497789,15541.5333333333,15352,14905,17292,1,3801.69444570065,0.0193707205962654,196259.835910989,54.56513472745,66.1704035874439,0.105983431172574,7.53439327596708,2.83236487369625,"Urban and Built-up",14.1999998092651,103.75,0.929176568984985,14.3333333333333,42.1863946,42.1863946,0,712,561.236892201471,250,9,34.14634146,21.13821138,48.6615453,41.81316267,70.73170732,60.16260163,c(-122.2675184, 37.7744075)
"36","Belgum Trail","BET","11/19/2023","12/04/2023",15,"","CA",118194,45.9,34.784889821616,235.995010178032,93.3913902837234,8436,8528,8436,NA,1,789.014645677938,0.00402025530091823,196259.83591085,190.192854684806,1.20091324200913,0.310954510647113,116.723547153903,1.57892556151521,"Urban and Built-up",14.1499998569489,132.625,0.660480638345083,10.5,2208.2724076,2208.2724076,0,966,1102.16682861699,250,10,45.52845528,69.91869919,45.74452348,25.9211051,18.69918699,53.65853659,c(-122.30955, 37.94835)
"37","Belgum Trail","BET","11/19/2023","12/04/2023",15,"","CA",118194,45.9,34.784889821616,235.995010178032,93.3913902837234,8436,8528,8436,NA,1,789.014645677938,0.00402025530091823,196259.83591085,190.192854684806,1.20091324200913,0.310954510647113,116.723547153903,1.57892556151521,"Urban and Built-up",14.1499998569489,132.625,0.660480638345083,9.66666666666667,120.4600145,120.4600145,0,441,1102.16682861699,250,10,45.52845528,69.91869919,45.74452348,25.9211051,18.69918699,53.65853659,c(-122.30955, 37.94835)
"38","Berges Home",NA,"01/28/2023","02/11/2023",14,"","CA",95921.75,42.9,23.934920667235,4831.01094332565,2065.2173573859,28880.4666666667,29033,28023.1,30595.2,1,3942.2062359781,0.0200866683581888,196259.835911064,246.398380139498,68.683257918552,0.130775046207323,18.5643807784059,3.69923705459904,"Urban and Built-up",14.3500003814697,95.8,0.936153382062912,18.6666666666667,142.8314601,142.8314601,0,712,2431.20375409284,250,11,61.78861789,88.61788618,56.54369788,38.28369033,59.3495935,76.42276423,c(-122.157691, 37.729005)
"39","Berges Home",NA,"01/28/2023","02/11/2023",14,"","CA",95921.75,42.9,23.934920667235,4831.01094332565,2065.2173573859,28880.4666666667,29033,28023.1,30595.2,1,3942.2062359781,0.0200866683581888,196259.835911064,246.398380139498,68.683257918552,0.130775046207323,18.5643807784059,3.69923705459904,"Urban and Built-up",14.3500003814697,95.8,0.936153382062912,16.6666666666667,51.5534614,51.5534614,0,773,2431.20375409284,250,11,61.78861789,88.61788618,56.54369788,38.28369033,59.3495935,76.42276423,c(-122.157691, 37.729005)
"40","Berges Home",NA,"01/28/2023","02/11/2023",14,"","CA",95921.75,42.9,23.934920667235,4831.01094332565,2065.2173573859,28880.4666666667,29033,28023.1,30595.2,1,3942.2062359781,0.0200866683581888,196259.835911064,246.398380139498,68.683257918552,0.130775046207323,18.5643807784059,3.69923705459904,"Urban and Built-up",14.3500003814697,95.8,0.936153382062912,16.3333333333333,161.2769809,161.2769809,0,1431,2431.20375409284,250,11,61.78861789,88.61788618,56.54369788,38.28369033,59.3495935,76.42276423,c(-122.157691, 37.729005)
"41","Berges Home",NA,"01/28/2023","02/11/2023",14,"","CA",95921.75,42.9,23.934920667235,4831.01094332565,2065.2173573859,28880.4666666667,29033,28023.1,30595.2,1,3942.2062359781,0.0200866683581888,196259.835911064,246.398380139498,68.683257918552,0.130775046207323,18.5643807784059,3.69923705459904,"Urban and Built-up",14.3500003814697,95.8,0.936153382062912,13.8333333333333,108.6911357,108.6911357,0,1273,2431.20375409284,250,11,61.78861789,88.61788618,56.54369788,38.28369033,59.3495935,76.42276423,c(-122.157691, 37.729005)
"42","Berges Studio",NA,"02/16/2023","03/03/2023",15,"","CA",54248.5,35.25,26.7320678973078,4442.97585084557,1976.34686349892,42079.3125,41369,41555.5833333333,43650.5,1,6037.65956576897,0.0307636024342146,196259.835910961,237.118558360671,81.2991071428572,0.0676432774529701,9.17127575271431,4.31184932568756,"Urban and Built-up",14.25,107.725,0.95480066537857,14.6666666666667,49.306334,49.306334,0,796,1316.9731937742,250,12,78.86178862,78.86178862,55.53451652,51.52211511,83.7398374,74.79674797,c(-122.2727, 37.816316)
"43","Berges Studio",NA,"02/16/2023","03/03/2023",15,"","CA",54248.5,35.25,26.7320678973078,4442.97585084557,1976.34686349892,42079.3125,41369,41555.5833333333,43650.5,1,6037.65956576897,0.0307636024342146,196259.835910961,237.118558360671,81.2991071428572,0.0676432774529701,9.17127575271431,4.31184932568756,"Urban and Built-up",14.25,107.725,0.95480066537857,18.8333333333333,60.9580874,60.9580874,0,757,1316.9731937742,250,12,78.86178862,78.86178862,55.53451652,51.52211511,83.7398374,74.79674797,c(-122.2727, 37.816316)
"44","Berges Studio",NA,"02/16/2023","03/03/2023",15,"","CA",54248.5,35.25,26.7320678973078,4442.97585084557,1976.34686349892,42079.3125,41369,41555.5833333333,43650.5,1,6037.65956576897,0.0307636024342146,196259.835910961,237.118558360671,81.2991071428572,0.0676432774529701,9.17127575271431,4.31184932568756,"Urban and Built-up",14.25,107.725,0.95480066537857,16.1666666666667,64.7120306,64.7120306,0,543,1316.9731937742,250,12,78.86178862,78.86178862,55.53451652,51.52211511,83.7398374,74.79674797,c(-122.2727, 37.816316)
"45","Berges Studio",NA,"02/16/2023","03/03/2023",15,"","CA",54248.5,35.25,26.7320678973078,4442.97585084557,1976.34686349892,42079.3125,41369,41555.5833333333,43650.5,1,6037.65956576897,0.0307636024342146,196259.835910961,237.118558360671,81.2991071428572,0.0676432774529701,9.17127575271431,4.31184932568756,"Urban and Built-up",14.25,107.725,0.95480066537857,15.6666666666667,92.477175,92.477175,0,660,1316.9731937742,250,12,78.86178862,78.86178862,55.53451652,51.52211511,83.7398374,74.79674797,c(-122.2727, 37.816316)
"46","Blake Garden","BG","11/09/2023","11/27/2023",18,"","CA",156154,49.75,67.8176511694825,1814.06655419314,749.064163475559,3302.78947368421,3325,3641.30769230769,2569.33333333333,1,2526.3763632776,0.0128726101881808,196259.83591092,123.278825761983,25.390134529148,0.238484030638614,158.930599964026,1.95999558753866,"Urban and Built-up",14.1499996185303,129.9,0.843423247337341,13,112.8599598,112.8599598,0,416,782.462888361494,250,13,25.20325203,33.33333333,30.64176576,25.57915443,17.88617886,5.691056911,c(-122.28521, 37.91269)
"47","Blake Garden","BG","11/09/2023","11/27/2023",18,"","CA",156154,49.75,67.8176511694825,1814.06655419314,749.064163475559,3302.78947368421,3325,3641.30769230769,2569.33333333333,1,2526.3763632776,0.0128726101881808,196259.83591092,123.278825761983,25.390134529148,0.238484030638614,158.930599964026,1.95999558753866,"Urban and Built-up",14.1499996185303,129.9,0.843423247337341,11.8333333333333,228.8914481,228.8914481,0,890,782.462888361494,250,13,25.20325203,33.33333333,30.64176576,25.57915443,17.88617886,5.691056911,c(-122.28521, 37.91269)
"48","Booker T. Anderson Park","BTA","11/24/2023","12/02/2023",8,"","CA",50952.6666666667,35.4666666666667,9.58228736251441,4262.49799298143,1629.4003393677,12728.1111111111,12600,12105.5,13973.3333333333,1,2422.2163439369,0.0123418850968402,196259.835910889,198.497819486332,45.2669683257919,0.182708277191117,9.49956412387617,3.2041820164209,"Urban and Built-up",14.3500003814697,127.55,0.931463420391083,14.5,91.2369801,91.2369801,0,305,796.27405026789,250,14,79.67479675,81.30081301,56.59650758,53.31889377,90.24390244,77.23577236,c(-122.32587, 37.91948)
"49","Booker T. Anderson Park","BTA","11/24/2023","12/02/2023",8,"","CA",50952.6666666667,35.4666666666667,9.58228736251441,4262.49799298143,1629.4003393677,12728.1111111111,12600,12105.5,13973.3333333333,1,2422.2163439369,0.0123418850968402,196259.835910889,198.497819486332,45.2669683257919,0.182708277191117,9.49956412387617,3.2041820164209,"Urban and Built-up",14.3500003814697,127.55,0.931463420391083,13.8333333333333,98.9222843,98.9222843,0,992,796.27405026789,250,14,79.67479675,81.30081301,56.59650758,53.31889377,90.24390244,77.23577236,c(-122.32587, 37.91948)
