"","Name","UWIN.Code","Start.Date","End.Date","Num.Days","Notes","states_abbrev","mean_income","mean_age","mean_percent_white","mean_pop_density","mean_housing_density","mean_daily_visits","median_daily_visits","mean_weekday_visits","mean_weekend_visits","restaurant_count","total_road_length","road_density","road_area","distance_to_road","imp_surf","ndvi","elev","nightlight_avg","nldc_landcover","bio_1","bio_12","human_mod","NatWalkInd","Ac_Total","Ac_Land","Ac_Water","Workers","dist2nearest_camera","buffer_size","X","BURDEN_RESCALED_AV_PCT","BURDEN_RESCALED_MAX_PCT","MAX_POLL_RAW","MEAN_POLL_RAW","OGBURDEN_AV","OGBURDEN_MAX","geometry"
"149","Claremont-Clark Kerr Track","CCK","11/07/2023","11/22/2023",15,"","CA",170854.666666667,32.28,61.057607666368,8006.2446776378,1741.63091185731,35702.3125,36387.5,33618.6666666667,41953.25,1,11439.3307534121,0.0145716655426581,785039.343644262,227.749015184171,19.5028121484814,0.237326215861547,160.007369353931,2.72676981814772,"Urban and Built-up",14.1499996185303,120.2,0.814394474029541,15,75.6501592,75.6501592,0,486,1067.81269559317,500,NA,NA,NA,NA,NA,NA,NA,c(-122.24519, 37.86408)
"150","Claremont-Clark Kerr Track","CCK","11/07/2023","11/22/2023",15,"","CA",170854.666666667,32.28,61.057607666368,8006.2446776378,1741.63091185731,35702.3125,36387.5,33618.6666666667,41953.25,1,11439.3307534121,0.0145716655426581,785039.343644262,227.749015184171,19.5028121484814,0.237326215861547,160.007369353931,2.72676981814772,"Urban and Built-up",14.1499996185303,120.2,0.814394474029541,18.5,80.1194569,80.1194569,0,387,1067.81269559317,500,NA,NA,NA,NA,NA,NA,NA,c(-122.24519, 37.86408)
"151","Cleary Home",NA,"01/26/2023","02/01/2023",6,"","CA",196570.166666667,45.2666666666667,57.7907783918539,1100.07555417737,548.127317585807,8054,8054,8054,NA,1,6479.76556941496,0.00825406474449467,785039.343644217,460.945981486543,6.32279909706547,0.298845981063082,351.793997878594,1.75123324051032,"Urban and Built-up",13.6499996185303,125.8,0.661476612091064,9.5,544.445314,544.445314,0,1161,507.998215745077,500,25,26.01626016,15.44715447,34.01873279,26.59387214,19.51219512,16.2601626,c(-122.212138, 37.853646)
"152","Cleary Home",NA,"01/26/2023","02/01/2023",6,"","CA",196570.166666667,45.2666666666667,57.7907783918539,1100.07555417737,548.127317585807,8054,8054,8054,NA,1,6479.76556941496,0.00825406474449467,785039.343644217,460.945981486543,6.32279909706547,0.298845981063082,351.793997878594,1.75123324051032,"Urban and Built-up",13.6499996185303,125.8,0.661476612091064,5.83333333333333,335.2294505,335.2294505,0,904,507.998215745077,500,25,26.01626016,15.44715447,34.01873279,26.59387214,19.51219512,16.2601626,c(-122.212138, 37.853646)
"153","Cleary Home",NA,"01/26/2023","02/01/2023",6,"","CA",196570.166666667,45.2666666666667,57.7907783918539,1100.07555417737,548.127317585807,8054,8054,8054,NA,1,6479.76556941496,0.00825406474449467,785039.343644217,460.945981486543,6.32279909706547,0.298845981063082,351.793997878594,1.75123324051032,"Urban and Built-up",13.6499996185303,125.8,0.661476612091064,10.1666666666667,1703.5911669,1703.5911669,0,1432,507.998215745077,500,25,26.01626016,15.44715447,34.01873279,26.59387214,19.51219512,16.2601626,c(-122.212138, 37.853646)
"154","Cleary Home",NA,"01/26/2023","02/01/2023",6,"","CA",196570.166666667,45.2666666666667,57.7907783918539,1100.07555417737,548.127317585807,8054,8054,8054,NA,1,6479.76556941496,0.00825406474449467,785039.343644217,460.945981486543,6.32279909706547,0.298845981063082,351.793997878594,1.75123324051032,"Urban and Built-up",13.6499996185303,125.8,0.661476612091064,6.5,3400.4955607,3400.4955607,0,875,507.998215745077,500,25,26.01626016,15.44715447,34.01873279,26.59387214,19.51219512,16.2601626,c(-122.212138, 37.853646)
"155","Cleary Home",NA,"01/26/2023","02/01/2023",6,"","CA",196570.166666667,45.2666666666667,57.7907783918539,1100.07555417737,548.127317585807,8054,8054,8054,NA,1,6479.76556941496,0.00825406474449467,785039.343644217,460.945981486543,6.32279909706547,0.298845981063082,351.793997878594,1.75123324051032,"Urban and Built-up",13.6499996185303,125.8,0.661476612091064,11.5,2958.7697167,2958.283671,0.4860457,961,507.998215745077,500,25,26.01626016,15.44715447,34.01873279,26.59387214,19.51219512,16.2601626,c(-122.212138, 37.853646)
"156","Corica Park Golf Course","CGCN","02/21/2023","02/24/2023",3,"","CA",125115.25,51.775,39.5881511680344,2153.14346027121,863.760242342722,2894.75,2850.5,2894.75,NA,1,8422.46469589842,0.0107287166739943,785039.343644327,42.3856252290108,28.976404494382,0.139951648139247,2.87943924872275,2.37219867451641,"Urban and Built-up",14.25,100.5,0.759837180376053,17.6666666666667,211.5326731,211.5326731,0,1288,1373.73094376958,500,26,16.2601626,72.35772358,61.08829774,36.25024251,52.03252033,96.74796748,c(-122.23578, 37.74646)
"157","Corica Park Golf Course","CGCN","02/21/2023","02/24/2023",3,"","CA",125115.25,51.775,39.5881511680344,2153.14346027121,863.760242342722,2894.75,2850.5,2894.75,NA,1,8422.46469589842,0.0107287166739943,785039.343644327,42.3856252290108,28.976404494382,0.139951648139247,2.87943924872275,2.37219867451641,"Urban and Built-up",14.25,100.5,0.759837180376053,15.5,193.0001731,160.7155697,32.2846034,975,1373.73094376958,500,26,16.2601626,72.35772358,61.08829774,36.25024251,52.03252033,96.74796748,c(-122.23578, 37.74646)
"158","Corica Park Golf Course","CGCN","02/21/2023","02/24/2023",3,"","CA",125115.25,51.775,39.5881511680344,2153.14346027121,863.760242342722,2894.75,2850.5,2894.75,NA,1,8422.46469589842,0.0107287166739943,785039.343644327,42.3856252290108,28.976404494382,0.139951648139247,2.87943924872275,2.37219867451641,"Urban and Built-up",14.25,100.5,0.759837180376053,15.5,1243.6730796,848.9807438,394.6923358,1374,1373.73094376958,500,26,16.2601626,72.35772358,61.08829774,36.25024251,52.03252033,96.74796748,c(-122.23578, 37.74646)
"159","Corica Park Golf Course","CGCN","02/21/2023","02/24/2023",3,"","CA",125115.25,51.775,39.5881511680344,2153.14346027121,863.760242342722,2894.75,2850.5,2894.75,NA,1,8422.46469589842,0.0107287166739943,785039.343644327,42.3856252290108,28.976404494382,0.139951648139247,2.87943924872275,2.37219867451641,"Urban and Built-up",14.25,100.5,0.759837180376053,16.3333333333333,316.7332742,117.881526,198.8517482,921,1373.73094376958,500,26,16.2601626,72.35772358,61.08829774,36.25024251,52.03252033,96.74796748,c(-122.23578, 37.74646)
"160","Crown Memorial State Beach","CMSB","11/30/2023","12/14/2023",14,"","CA",117315.625,40.8125,46.5378271351565,4724.25278186879,2162.01617848179,12075.1333333333,11790,11599.7272727273,13382.5,20,13097.3120795775,0.0166836378146089,785039.343644164,412.084476591783,45.6133032694476,0.11645131293377,4.45804624904532,2.92686889245526,"Urban and Built-up",14.1499996185303,104.55,NA,15.1666666666667,30.0090595,30.0090595,0,466,917.162186870245,500,27,26.82926829,17.07317073,47.771755,39.23386891,63.41463415,57.72357724,c(-122.27603, 37.76965)
"161","Crown Memorial State Beach","CMSB","11/30/2023","12/14/2023",14,"","CA",117315.625,40.8125,46.5378271351565,4724.25278186879,2162.01617848179,12075.1333333333,11790,11599.7272727273,13382.5,20,13097.3120795775,0.0166836378146089,785039.343644164,412.084476591783,45.6133032694476,0.11645131293377,4.45804624904532,2.92686889245526,"Urban and Built-up",14.1499996185303,104.55,NA,12.8333333333333,76.9531175,76.9531175,0,1112,917.162186870245,500,27,26.82926829,17.07317073,47.771755,39.23386891,63.41463415,57.72357724,c(-122.27603, 37.76965)
"162","Crown Memorial State Beach","CMSB","11/30/2023","12/14/2023",14,"","CA",117315.625,40.8125,46.5378271351565,4724.25278186879,2162.01617848179,12075.1333333333,11790,11599.7272727273,13382.5,20,13097.3120795775,0.0166836378146089,785039.343644164,412.084476591783,45.6133032694476,0.11645131293377,4.45804624904532,2.92686889245526,"Urban and Built-up",14.1499996185303,104.55,NA,16.1666666666667,275.1194103,99.6744567,175.4449536,741,917.162186870245,500,27,26.82926829,17.07317073,47.771755,39.23386891,63.41463415,57.72357724,c(-122.27603, 37.76965)
"163","Crown Memorial State Beach","CMSB","11/30/2023","12/14/2023",14,"","CA",117315.625,40.8125,46.5378271351565,4724.25278186879,2162.01617848179,12075.1333333333,11790,11599.7272727273,13382.5,20,13097.3120795775,0.0166836378146089,785039.343644164,412.084476591783,45.6133032694476,0.11645131293377,4.45804624904532,2.92686889245526,"Urban and Built-up",14.1499996185303,104.55,NA,12.8333333333333,59.1883572,59.1883572,0,510,917.162186870245,500,27,26.82926829,17.07317073,47.771755,39.23386891,63.41463415,57.72357724,c(-122.27603, 37.76965)
"164","Crown Memorial State Beach","CMSB","11/30/2023","12/14/2023",14,"","CA",117315.625,40.8125,46.5378271351565,4724.25278186879,2162.01617848179,12075.1333333333,11790,11599.7272727273,13382.5,20,13097.3120795775,0.0166836378146089,785039.343644164,412.084476591783,45.6133032694476,0.11645131293377,4.45804624904532,2.92686889245526,"Urban and Built-up",14.1499996185303,104.55,NA,16.8333333333333,33.9280655,33.9280655,0,443,917.162186870245,500,27,26.82926829,17.07317073,47.771755,39.23386891,63.41463415,57.72357724,c(-122.27603, 37.76965)
"165","Crown Memorial State Beach","CMSB","11/30/2023","12/14/2023",14,"","CA",117315.625,40.8125,46.5378271351565,4724.25278186879,2162.01617848179,12075.1333333333,11790,11599.7272727273,13382.5,20,13097.3120795775,0.0166836378146089,785039.343644164,412.084476591783,45.6133032694476,0.11645131293377,4.45804624904532,2.92686889245526,"Urban and Built-up",14.1499996185303,104.55,NA,15.1666666666667,36.9822215,36.9822215,0,521,917.162186870245,500,27,26.82926829,17.07317073,47.771755,39.23386891,63.41463415,57.72357724,c(-122.27603, 37.76965)
"166","Crown Memorial State Beach","CMSB","11/30/2023","12/14/2023",14,"","CA",117315.625,40.8125,46.5378271351565,4724.25278186879,2162.01617848179,12075.1333333333,11790,11599.7272727273,13382.5,20,13097.3120795775,0.0166836378146089,785039.343644164,412.084476591783,45.6133032694476,0.11645131293377,4.45804624904532,2.92686889245526,"Urban and Built-up",14.1499996185303,104.55,NA,15.6666666666667,345.9946091,98.0428554,247.9517537,266,917.162186870245,500,27,26.82926829,17.07317073,47.771755,39.23386891,63.41463415,57.72357724,c(-122.27603, 37.76965)
"167","Crown Memorial State Beach","CMSB","11/30/2023","12/14/2023",14,"","CA",117315.625,40.8125,46.5378271351565,4724.25278186879,2162.01617848179,12075.1333333333,11790,11599.7272727273,13382.5,20,13097.3120795775,0.0166836378146089,785039.343644164,412.084476591783,45.6133032694476,0.11645131293377,4.45804624904532,2.92686889245526,"Urban and Built-up",14.1499996185303,104.55,NA,16.6666666666667,83.3732697,64.3532414,19.0200283,680,917.162186870245,500,27,26.82926829,17.07317073,47.771755,39.23386891,63.41463415,57.72357724,c(-122.27603, 37.76965)
"168","Dunn Home",NA,"11/22/2022","12/03/2022",11,"","CA",94391.625,35.3375,42.0795349081227,5671.18428208818,2267.9787405414,22514.25,23020,22816.7777777778,21606.6666666667,3,20996.1010836573,0.0267452851295171,785039.34364436,302.84341941416,72.4256526674234,0.0991468754236663,28.3354779811327,3.7484883936078,"Urban and Built-up",14.25,110.3,0.9480881690979,16.3333333333333,80.2934153,80.2934153,0,652,1074.8315255875,500,28,85.36585366,75.6097561,54.72614651,47.37691772,76.42276423,71.54471545,c(-122.269, 37.836047)
"169","Dunn Home",NA,"11/22/2022","12/03/2022",11,"","CA",94391.625,35.3375,42.0795349081227,5671.18428208818,2267.9787405414,22514.25,23020,22816.7777777778,21606.6666666667,3,20996.1010836573,0.0267452851295171,785039.34364436,302.84341941416,72.4256526674234,0.0991468754236663,28.3354779811327,3.7484883936078,"Urban and Built-up",14.25,110.3,0.9480881690979,17.1666666666667,72.2510516,72.2510516,0,604,1074.8315255875,500,28,85.36585366,75.6097561,54.72614651,47.37691772,76.42276423,71.54471545,c(-122.269, 37.836047)
"170","Dunn Home",NA,"11/22/2022","12/03/2022",11,"","CA",94391.625,35.3375,42.0795349081227,5671.18428208818,2267.9787405414,22514.25,23020,22816.7777777778,21606.6666666667,3,20996.1010836573,0.0267452851295171,785039.34364436,302.84341941416,72.4256526674234,0.0991468754236663,28.3354779811327,3.7484883936078,"Urban and Built-up",14.25,110.3,0.9480881690979,12.5,50.5732157,50.5732157,0,488,1074.8315255875,500,28,85.36585366,75.6097561,54.72614651,47.37691772,76.42276423,71.54471545,c(-122.269, 37.836047)
"171","Dunn Home",NA,"11/22/2022","12/03/2022",11,"","CA",94391.625,35.3375,42.0795349081227,5671.18428208818,2267.9787405414,22514.25,23020,22816.7777777778,21606.6666666667,3,20996.1010836573,0.0267452851295171,785039.34364436,302.84341941416,72.4256526674234,0.0991468754236663,28.3354779811327,3.7484883936078,"Urban and Built-up",14.25,110.3,0.9480881690979,14,35.8218399,35.8218399,0,427,1074.8315255875,500,28,85.36585366,75.6097561,54.72614651,47.37691772,76.42276423,71.54471545,c(-122.269, 37.836047)
"172","Dunn Home",NA,"11/22/2022","12/03/2022",11,"","CA",94391.625,35.3375,42.0795349081227,5671.18428208818,2267.9787405414,22514.25,23020,22816.7777777778,21606.6666666667,3,20996.1010836573,0.0267452851295171,785039.34364436,302.84341941416,72.4256526674234,0.0991468754236663,28.3354779811327,3.7484883936078,"Urban and Built-up",14.25,110.3,0.9480881690979,16.5,57.9911577,57.9911577,0,695,1074.8315255875,500,28,85.36585366,75.6097561,54.72614651,47.37691772,76.42276423,71.54471545,c(-122.269, 37.836047)
"173","Dunn Home",NA,"11/22/2022","12/03/2022",11,"","CA",94391.625,35.3375,42.0795349081227,5671.18428208818,2267.9787405414,22514.25,23020,22816.7777777778,21606.6666666667,3,20996.1010836573,0.0267452851295171,785039.34364436,302.84341941416,72.4256526674234,0.0991468754236663,28.3354779811327,3.7484883936078,"Urban and Built-up",14.25,110.3,0.9480881690979,16,32.4360757,32.4360757,0,410,1074.8315255875,500,28,85.36585366,75.6097561,54.72614651,47.37691772,76.42276423,71.54471545,c(-122.269, 37.836047)
"174","Dunn Home",NA,"11/22/2022","12/03/2022",11,"","CA",94391.625,35.3375,42.0795349081227,5671.18428208818,2267.9787405414,22514.25,23020,22816.7777777778,21606.6666666667,3,20996.1010836573,0.0267452851295171,785039.34364436,302.84341941416,72.4256526674234,0.0991468754236663,28.3354779811327,3.7484883936078,"Urban and Built-up",14.25,110.3,0.9480881690979,16.3333333333333,34.4319024,34.4319024,0,456,1074.8315255875,500,28,85.36585366,75.6097561,54.72614651,47.37691772,76.42276423,71.54471545,c(-122.269, 37.836047)
"175","Dunn Home",NA,"11/22/2022","12/03/2022",11,"","CA",94391.625,35.3375,42.0795349081227,5671.18428208818,2267.9787405414,22514.25,23020,22816.7777777778,21606.6666666667,3,20996.1010836573,0.0267452851295171,785039.34364436,302.84341941416,72.4256526674234,0.0991468754236663,28.3354779811327,3.7484883936078,"Urban and Built-up",14.25,110.3,0.9480881690979,14.6666666666667,60.8923588,60.8923588,0,675,1074.8315255875,500,28,85.36585366,75.6097561,54.72614651,47.37691772,76.42276423,71.54471545,c(-122.269, 37.836047)
"176","Dwyer Home",NA,"12/06/2023","12/20/2023",14,"","CA",79105.375,32.9375,24.7064058392545,5459.79586704613,2127.10404708018,12536.6,12379,12820.4545454545,11756,2,18860.4118067708,0.0240247981957437,785039.34364419,380.898946193125,75.909604519774,0.0921976564323816,5.21807469737496,4.06422639013928,"Urban and Built-up",14.1499996185303,110,0.944469094276428,14.6666666666667,35.2451085,35.2451085,0,480,356.32067577738,500,29,90.24390244,92.68292683,60.30191483,56.45885128,93.49593496,89.43089431,c(-122.2944294, 37.8103926)
"177","Dwyer Home",NA,"12/06/2023","12/20/2023",14,"","CA",79105.375,32.9375,24.7064058392545,5459.79586704613,2127.10404708018,12536.6,12379,12820.4545454545,11756,2,18860.4118067708,0.0240247981957437,785039.34364419,380.898946193125,75.909604519774,0.0921976564323816,5.21807469737496,4.06422639013928,"Urban and Built-up",14.1499996185303,110,0.944469094276428,16.1666666666667,175.0177177,175.0177177,0,926,356.32067577738,500,29,90.24390244,92.68292683,60.30191483,56.45885128,93.49593496,89.43089431,c(-122.2944294, 37.8103926)
"178","Dwyer Home",NA,"12/06/2023","12/20/2023",14,"","CA",79105.375,32.9375,24.7064058392545,5459.79586704613,2127.10404708018,12536.6,12379,12820.4545454545,11756,2,18860.4118067708,0.0240247981957437,785039.34364419,380.898946193125,75.909604519774,0.0921976564323816,5.21807469737496,4.06422639013928,"Urban and Built-up",14.1499996185303,110,0.944469094276428,16.6666666666667,38.5473529,38.5473529,0,590,356.32067577738,500,29,90.24390244,92.68292683,60.30191483,56.45885128,93.49593496,89.43089431,c(-122.2944294, 37.8103926)
"179","Dwyer Home",NA,"12/06/2023","12/20/2023",14,"","CA",79105.375,32.9375,24.7064058392545,5459.79586704613,2127.10404708018,12536.6,12379,12820.4545454545,11756,2,18860.4118067708,0.0240247981957437,785039.34364419,380.898946193125,75.909604519774,0.0921976564323816,5.21807469737496,4.06422639013928,"Urban and Built-up",14.1499996185303,110,0.944469094276428,17.5,42.4347301,42.4347301,0,462,356.32067577738,500,29,90.24390244,92.68292683,60.30191483,56.45885128,93.49593496,89.43089431,c(-122.2944294, 37.8103926)
"180","Dwyer Home",NA,"12/06/2023","12/20/2023",14,"","CA",79105.375,32.9375,24.7064058392545,5459.79586704613,2127.10404708018,12536.6,12379,12820.4545454545,11756,2,18860.4118067708,0.0240247981957437,785039.34364419,380.898946193125,75.909604519774,0.0921976564323816,5.21807469737496,4.06422639013928,"Urban and Built-up",14.1499996185303,110,0.944469094276428,16,27.8328498,27.8328498,0,459,356.32067577738,500,29,90.24390244,92.68292683,60.30191483,56.45885128,93.49593496,89.43089431,c(-122.2944294, 37.8103926)
"181","Dwyer Home",NA,"12/06/2023","12/20/2023",14,"","CA",79105.375,32.9375,24.7064058392545,5459.79586704613,2127.10404708018,12536.6,12379,12820.4545454545,11756,2,18860.4118067708,0.0240247981957437,785039.34364419,380.898946193125,75.909604519774,0.0921976564323816,5.21807469737496,4.06422639013928,"Urban and Built-up",14.1499996185303,110,0.944469094276428,17.3333333333333,179.0185138,179.0185138,0,1039,356.32067577738,500,29,90.24390244,92.68292683,60.30191483,56.45885128,93.49593496,89.43089431,c(-122.2944294, 37.8103926)
"182","Ehara-Brown Home",NA,"01/27/2023","02/10/2023",14,"Alison (Hoover)","CA",69524,36.7375,30.9728918601746,4177.97179606837,1795.20767098403,16125.6,15945,16168,16009,5,19053.7614467804,0.0242710911256094,785039.343644342,472.504822788098,67.5253093363329,0.111147181308316,20.3212211179239,3.21357167231812,"Urban and Built-up",14.3500003814697,126.6,0.941314518451691,12.3333333333333,156.6764731,156.6764731,0,1126,600.661715009413,500,30,84.55284553,76.42276423,56.59650758,50.10686565,80.48780488,77.23577236,c(-122.313391, 37.913202)
"183","Ehara-Brown Home",NA,"01/27/2023","02/10/2023",14,"Alison (Hoover)","CA",69524,36.7375,30.9728918601746,4177.97179606837,1795.20767098403,16125.6,15945,16168,16009,5,19053.7614467804,0.0242710911256094,785039.343644342,472.504822788098,67.5253093363329,0.111147181308316,20.3212211179239,3.21357167231812,"Urban and Built-up",14.3500003814697,126.6,0.941314518451691,14.5,141.4407813,141.4407813,0,733,600.661715009413,500,30,84.55284553,76.42276423,56.59650758,50.10686565,80.48780488,77.23577236,c(-122.313391, 37.913202)
"184","Ehara-Brown Home",NA,"01/27/2023","02/10/2023",14,"Alison (Hoover)","CA",69524,36.7375,30.9728918601746,4177.97179606837,1795.20767098403,16125.6,15945,16168,16009,5,19053.7614467804,0.0242710911256094,785039.343644342,472.504822788098,67.5253093363329,0.111147181308316,20.3212211179239,3.21357167231812,"Urban and Built-up",14.3500003814697,126.6,0.941314518451691,14.3333333333333,96.2271646,96.2271646,0,851,600.661715009413,500,30,84.55284553,76.42276423,56.59650758,50.10686565,80.48780488,77.23577236,c(-122.313391, 37.913202)
"185","Ehara-Brown Home",NA,"01/27/2023","02/10/2023",14,"Alison (Hoover)","CA",69524,36.7375,30.9728918601746,4177.97179606837,1795.20767098403,16125.6,15945,16168,16009,5,19053.7614467804,0.0242710911256094,785039.343644342,472.504822788098,67.5253093363329,0.111147181308316,20.3212211179239,3.21357167231812,"Urban and Built-up",14.3500003814697,126.6,0.941314518451691,17.5,87.3370008,87.3370008,0,701,600.661715009413,500,30,84.55284553,76.42276423,56.59650758,50.10686565,80.48780488,77.23577236,c(-122.313391, 37.913202)
"186","Ehara-Brown Home",NA,"01/27/2023","02/10/2023",14,"Alison (Hoover)","CA",69524,36.7375,30.9728918601746,4177.97179606837,1795.20767098403,16125.6,15945,16168,16009,5,19053.7614467804,0.0242710911256094,785039.343644342,472.504822788098,67.5253093363329,0.111147181308316,20.3212211179239,3.21357167231812,"Urban and Built-up",14.3500003814697,126.6,0.941314518451691,16.5,148.7210886,148.7210886,0,897,600.661715009413,500,30,84.55284553,76.42276423,56.59650758,50.10686565,80.48780488,77.23577236,c(-122.313391, 37.913202)
"187","Ehara-Brown Home",NA,"01/27/2023","02/10/2023",14,"Alison (Hoover)","CA",69524,36.7375,30.9728918601746,4177.97179606837,1795.20767098403,16125.6,15945,16168,16009,5,19053.7614467804,0.0242710911256094,785039.343644342,472.504822788098,67.5253093363329,0.111147181308316,20.3212211179239,3.21357167231812,"Urban and Built-up",14.3500003814697,126.6,0.941314518451691,17.8333333333333,57.0889956,57.0889956,0,619,600.661715009413,500,30,84.55284553,76.42276423,56.59650758,50.10686565,80.48780488,77.23577236,c(-122.313391, 37.913202)
"188","Ehara-Brown Home",NA,"01/27/2023","02/10/2023",14,"Alison (Hoover)","CA",69524,36.7375,30.9728918601746,4177.97179606837,1795.20767098403,16125.6,15945,16168,16009,5,19053.7614467804,0.0242710911256094,785039.343644342,472.504822788098,67.5253093363329,0.111147181308316,20.3212211179239,3.21357167231812,"Urban and Built-up",14.3500003814697,126.6,0.941314518451691,16,71.3535844,71.3535844,0,752,600.661715009413,500,30,84.55284553,76.42276423,56.59650758,50.10686565,80.48780488,77.23577236,c(-122.313391, 37.913202)
"189","Ehara-Brown Home",NA,"01/27/2023","02/10/2023",14,"Alison (Hoover)","CA",69524,36.7375,30.9728918601746,4177.97179606837,1795.20767098403,16125.6,15945,16168,16009,5,19053.7614467804,0.0242710911256094,785039.343644342,472.504822788098,67.5253093363329,0.111147181308316,20.3212211179239,3.21357167231812,"Urban and Built-up",14.3500003814697,126.6,0.941314518451691,17.3333333333333,47.6393974,47.6393974,0,583,600.661715009413,500,30,84.55284553,76.42276423,56.59650758,50.10686565,80.48780488,77.23577236,c(-122.313391, 37.913202)
"190","Emerson Home",NA,"11/27/2022","12/11/2022",14,"","CA",112590.571428571,38.5571428571429,49.7748775358316,8547.75219817772,4738.09690461723,23212.8,23389,24168,21302.4,6,16827.0320059297,0.0214346352729518,785039.343644147,427.756117233946,62.0102156640182,0.131659871090774,34.1278279938788,3.50650088219623,"Urban and Built-up",14.25,107.8,0.938267290592194,14.1666666666667,36.1559191,36.1559191,0,591,1065.12978142131,500,31,59.3495935,65.85365854,45.16063125,38.67160619,61.78861789,52.84552846,c(-122.248616, 37.819377)
"191","Emerson Home",NA,"11/27/2022","12/11/2022",14,"","CA",112590.571428571,38.5571428571429,49.7748775358316,8547.75219817772,4738.09690461723,23212.8,23389,24168,21302.4,6,16827.0320059297,0.0214346352729518,785039.343644147,427.756117233946,62.0102156640182,0.131659871090774,34.1278279938788,3.50650088219623,"Urban and Built-up",14.25,107.8,0.938267290592194,11.1666666666667,25.7142144,25.7142144,0,924,1065.12978142131,500,31,59.3495935,65.85365854,45.16063125,38.67160619,61.78861789,52.84552846,c(-122.248616, 37.819377)
"192","Emerson Home",NA,"11/27/2022","12/11/2022",14,"","CA",112590.571428571,38.5571428571429,49.7748775358316,8547.75219817772,4738.09690461723,23212.8,23389,24168,21302.4,6,16827.0320059297,0.0214346352729518,785039.343644147,427.756117233946,62.0102156640182,0.131659871090774,34.1278279938788,3.50650088219623,"Urban and Built-up",14.25,107.8,0.938267290592194,17.8333333333333,57.9788027,57.9788027,0,787,1065.12978142131,500,31,59.3495935,65.85365854,45.16063125,38.67160619,61.78861789,52.84552846,c(-122.248616, 37.819377)
"193","Emerson Home",NA,"11/27/2022","12/11/2022",14,"","CA",112590.571428571,38.5571428571429,49.7748775358316,8547.75219817772,4738.09690461723,23212.8,23389,24168,21302.4,6,16827.0320059297,0.0214346352729518,785039.343644147,427.756117233946,62.0102156640182,0.131659871090774,34.1278279938788,3.50650088219623,"Urban and Built-up",14.25,107.8,0.938267290592194,15.3333333333333,40.4307491,40.4307491,0,782,1065.12978142131,500,31,59.3495935,65.85365854,45.16063125,38.67160619,61.78861789,52.84552846,c(-122.248616, 37.819377)
"194","Emerson Home",NA,"11/27/2022","12/11/2022",14,"","CA",112590.571428571,38.5571428571429,49.7748775358316,8547.75219817772,4738.09690461723,23212.8,23389,24168,21302.4,6,16827.0320059297,0.0214346352729518,785039.343644147,427.756117233946,62.0102156640182,0.131659871090774,34.1278279938788,3.50650088219623,"Urban and Built-up",14.25,107.8,0.938267290592194,17.5,31.5267477,31.5267477,0,418,1065.12978142131,500,31,59.3495935,65.85365854,45.16063125,38.67160619,61.78861789,52.84552846,c(-122.248616, 37.819377)
"195","Emerson Home",NA,"11/27/2022","12/11/2022",14,"","CA",112590.571428571,38.5571428571429,49.7748775358316,8547.75219817772,4738.09690461723,23212.8,23389,24168,21302.4,6,16827.0320059297,0.0214346352729518,785039.343644147,427.756117233946,62.0102156640182,0.131659871090774,34.1278279938788,3.50650088219623,"Urban and Built-up",14.25,107.8,0.938267290592194,15.8333333333333,49.8880074,49.8880074,0,986,1065.12978142131,500,31,59.3495935,65.85365854,45.16063125,38.67160619,61.78861789,52.84552846,c(-122.248616, 37.819377)
"196","Emerson Home",NA,"11/27/2022","12/11/2022",14,"","CA",112590.571428571,38.5571428571429,49.7748775358316,8547.75219817772,4738.09690461723,23212.8,23389,24168,21302.4,6,16827.0320059297,0.0214346352729518,785039.343644147,427.756117233946,62.0102156640182,0.131659871090774,34.1278279938788,3.50650088219623,"Urban and Built-up",14.25,107.8,0.938267290592194,13.1666666666667,32.2744723,32.2744723,0,1116,1065.12978142131,500,31,59.3495935,65.85365854,45.16063125,38.67160619,61.78861789,52.84552846,c(-122.248616, 37.819377)
"197","Emerson Home",NA,"11/27/2022","12/11/2022",14,"","CA",112590.571428571,38.5571428571429,49.7748775358316,8547.75219817772,4738.09690461723,23212.8,23389,24168,21302.4,6,16827.0320059297,0.0214346352729518,785039.343644147,427.756117233946,62.0102156640182,0.131659871090774,34.1278279938788,3.50650088219623,"Urban and Built-up",14.25,107.8,0.938267290592194,13.1666666666667,58.4077683,58.4077683,0,772,1065.12978142131,500,31,59.3495935,65.85365854,45.16063125,38.67160619,61.78861789,52.84552846,c(-122.248616, 37.819377)
"198","Emerson Home",NA,"11/27/2022","12/11/2022",14,"","CA",112590.571428571,38.5571428571429,49.7748775358316,8547.75219817772,4738.09690461723,23212.8,23389,24168,21302.4,6,16827.0320059297,0.0214346352729518,785039.343644147,427.756117233946,62.0102156640182,0.131659871090774,34.1278279938788,3.50650088219623,"Urban and Built-up",14.25,107.8,0.938267290592194,18.3333333333333,152.8012038,152.8012038,0,974,1065.12978142131,500,31,59.3495935,65.85365854,45.16063125,38.67160619,61.78861789,52.84552846,c(-122.248616, 37.819377)
