"","Name","UWIN.Code","Notes","mean_income","mean_age","mean_percent_white","mean_pop_density","mean_housing_density","restaurant_count","imp_surf","CEC_mal_class_en","osm_landcov_fusion","osm_landcov_fusion_r","bio_1","bio_12","human_mod","geometry.x","geometry.y"
"27","Crown Memorial State Beach","CMSB","",107332.133333333,40.5125,41.2025773150869,5443.72670899643,2341.43107891327,29,61,"Urban and Built-up",8.25067615509033,8,NA,105,NA,c(-122.27603, 37.76965),c(-2263561.64125907, 1951945.64480095)
"28","Dunn Home",NA,"",100616.703703704,34.9928571428571,44.767459946943,5580.21254361367,2587.28681067829,70,58,"Urban and Built-up",16.2310409545898,16,14.25,110.3,0.9480881690979,c(-122.269, 37.836047),c(-2260940.61484038, 1958937.41183052)
"29","Dwyer Home",NA,"",86884.6470588235,34.6764705882353,27.2425180642509,4335.17382931007,1849.30509811668,15,83,"Urban and Built-up",19.1859874725342,19,14.1499996185303,110,0.944469094276428,c(-122.2944294, 37.8103926),c(-2263858.63293022, 1956776.72776066)
"30","Ehara-Brown Home",NA,"Alison (Hoover)",86953.7692307692,39.96,37.2433650254402,3568.29936539862,1512.26220776376,15,63,"Urban and Built-up",13.9258508682251,14,14.3500003814697,126.6,0.941314518451691,c(-122.313391, 37.913202),c(-2262299.327429, 1968312.56662096)
"31","Emerson Home",NA,"",121205.689655172,41.4896551724138,52.3443903740324,7950.39760970257,4531.5122249573,69,83,"Urban and Built-up",17.1835670471191,17,14.25,107.8,0.938267290592194,c(-122.248616, 37.819377),c(-2259740.56348806, 1956655.09344585)
"32","Estien Home",NA,"",96196.0357142857,35.5275862068966,45.7689127552142,6568.41289448015,2764.15953021889,34,56,"Urban and Built-up",16.0663814544678,16,14.3500003814697,113.5,0.945189833641052,c(-122.271772, 37.85129),c(-2260706.78923385, 1960646.92546452)
"33","Fahrer Home",NA,"",157676.857142857,46.1875,67.0183658771841,1412.11324813275,581.219864996269,1,NA,"Urban and Built-up",NA,NA,14.6499996185303,83.5,0.831174254417419,c(-122.039567, 37.905962),c(-2239572.18943136, 1961045.94825935)
"34","Foothill Lot","FL","",115606.666666667,29.02,50.4921388891773,12017.1051214798,3098.57357190426,15,8,"Urban and Built-up",11,11,13.9499998092651,123.8,0.716037154197693,c(-122.24882, 37.87326),c(-2258110.7410085, 1962470.22630876)
"35","Fortmann Home","LFH","",178285.25,46.03125,59.7050333820246,3304.34175617285,1445.57137252588,24,56,"Urban and Built-up",19.9161071777344,20,14.1499996185303,108.8,0.844591796398163,c(-122.219098, 37.812188),c(-2257483.69429539, 1955178.32201036)
"36","Frey Home",NA,"",105972.375,43.3277777777778,45.4180350755033,3899.96649705665,1594.63397860469,54,48,"Urban and Built-up",17.2801570892334,17,14.25,99.8,0.877503752708435,c(-122.232617, 37.761961),c(-2260152.23085203, 1950083.29637261)
"37","Fuller Home",NA,"",168084.666666667,46.2466666666667,58.4400058629658,2418.2588369702,1015.9934060431,20,44,"Urban and Built-up",20.297924041748,20,13.9499998092651,112.4,0.78323096036911,c(-122.202889, 37.813369),c(-2256087.61014472, 1954920.76382909)
"38","Getz Home",NA,"",117701,38.0631578947368,55.7628569681759,6512.74626819445,3041.46270211412,36,36,"Urban and Built-up",15.6328125,16,14.1499996185303,122.7,0.824700891971588,c(-122.260315, 37.879796),c(-2258874.47070869, 1963448.18684413)
"39","Gunther-Murphy Home",NA,"",152301.529411765,43.8941176470588,60.0184875228868,6050.43946745442,3342.1683908086,21,52,"Urban and Built-up",17.5432929992676,18,14.25,110.8,0.908480644226074,c(-122.241171, 37.826941),c(-2258884.87244574, 1957293.73941749)
"40","Hamilton Home",NA,"",155328.333333333,46.9,51.5294275876768,1227.5662416544,349.006101011455,1,16,"Urban and Built-up",28,28,14.1499996185303,102.6,0.594230711460114,c(-122.05723, 37.724943),c(-2246546.52688246, 1941931.80858365)
"41","Harley Home",NA,"",179882.333333333,42.6916666666667,65.887878467474,3225.50619819859,1467.00342978423,33,37,"Urban and Built-up",7.79192543029785,8,14.1499996185303,113.3,0.845419764518738,c(-122.241592, 37.841392),c(-2258478.61126194, 1958862.04859357)
"42","Herman Home",NA,"",91518.8666666667,35.86875,46.4910668685678,6857.78629766479,2937.58227571156,27,51,"Urban and Built-up",6.32700443267822,6,14.3500003814697,113.5,0.940095007419586,c(-122.2730761, 37.8554234),c(-2260689.6829976, 1961123.62781531)
"43","Hilltop Lake Park","HLP","",81778.8181818182,37.0416666666667,11.1510222284555,2977.29716206652,1226.7668319213,9,9,"Urban and Built-up",10.0170383453369,10,14.4499998092651,129,0.868166506290436,c(-122.33052, 37.98424),c(-2261556.22753995, 1976378.86116381)
"44","Hirooka Home",NA,"",200765.3,47.85,63.8163883889587,1640.10215996896,622.493053858757,22,2,"Urban and Built-up",19.4712028503418,19,13.9499998092651,115.5,0.771844923496246,c(-122.203413, 37.82243),c(-2255855.09637817, 1955910.3911413)
"45","Hoover Home",NA,"",143363.058823529,45.2941176470588,56.7471883329677,3768.78285586226,1598.16067462052,4,60,"Urban and Built-up",8.95843696594238,9,14.25,126.9,0.877008080482483,c(-122.29124, 37.906637),c(-2260644.72606326, 1967077.63810004)
"46","Huckleberry Botanic Regional Preserve","HBRP","",200198.25,43.8875,62.5300007930774,1185.4930548247,453.557558123794,1,0,"Temperate or Subpolar Needleaf Forest",7.120765209198,7,13.4499998092651,126.5,0.645728766918182,c(-122.19529, 37.84394),c(-2254517.44490111, 1958037.41863884)
"47","Huntsinger Home","LHH","IOR (2)",124617.333333333,45.4307692307692,44.7128226917195,2594.83829354388,1127.10180345106,1,0,"Urban and Built-up",6.96662092208862,7,14.0500001907349,131.5,0.831469058990479,c(-122.30608, 37.92895),c(-2261204.53385768, 1969836.41219015)
"48","Jean Sweeney Park","JSP","",107793.4,38.7235294117647,44.7011458068186,4345.75782329259,1901.79553899758,4,75,"Urban and Built-up",10.3033857345581,10,14.25,103.4,0.849295020103455,c(-122.26488, 37.77901),c(-2262339.45083976, 1952689.36081757)
"49","John Herbert Davis Park",NA,"",62940.3529411765,33.9117647058824,5.72594499932827,5519.76378043414,1593.14623142784,1,25,"Urban and Built-up",7.63507843017578,8,14.3500003814697,129,0.912458717823029,c(-122.3527913, 37.9613339),c(-2264122.71350635, 1974439.79549035)
"50","Johns Home",NA,"Wilson Sherman #1 (LOUISE)",188823.166666667,44.5,61.1147330215707,1956.36877402711,745.584367747286,1,5,"Urban and Built-up",10.1074285507202,10,13.75,122.7,0.778664827346802,c(-122.21216, 37.842113),c(-2255988.14512011, 1958240.72973065)
"51","Kennedy Grove ","KG","",138785.5,44.7,36.8946528742731,136.39857393732,55.6940944375891,1,0,"Mixed Forest",10.9093141555786,11,14.4499998092651,137.6,0.517691731452942,c(-122.26331, 37.94629),c(-2257091.99421022, 1970689.30369484)
"52","Lake Chabot Valley",NA,"",151324,42.9714285714286,44.0689624025384,1343.92929278996,448.39096361466,4,2,"Urban and Built-up",7,7,14.1499996185303,100.5,0.76269793510437,c(-122.0967834, 37.7193948),c(-2250039.19177856, 1942269.00177782)
"53","Lake Chabot Dumpster",NA,"",151324,42.9714285714286,44.0689624025384,1343.92929278996,448.39096361466,4,5,"Urban and Built-up",12.9152479171753,13,14.1499996185303,100.5,0.76269793510437,c(-122.0984222, 37.7184218),c(-2250206.49042552, 1942202.83971624)
"54","Lawrence Hall of Science","LHS","",154284.625,40.4888888888889,60.818121984336,3782.4815116234,1413.56520484282,1,59,"Urban and Built-up",16.9273910522461,17,13.6499996185303,127.5,0.685577511787415,c(-122.24732, 37.87892),c(-2257812.00887662, 1963044.91763647)
"55","Leadingham Home",NA,"",94391.3846153846,35.4740740740741,39.1199130499514,5811.03125046386,2585.36680466247,24,59,"Urban and Built-up",15.061671257019,15,14.25,111.9,0.923793196678162,c(-122.282517, 37.845393),c(-2261788.1830371, 1960266.76651563)
"56","Lerman Home",NA,"",129932.777777778,46.34,38.398939794607,1875.52890659621,750.079930909852,1,44,"Urban and Built-up",10.9158296585083,11,14.25,98.3,0.693983256816864,c(-122.128669, 37.725922),c(-2252520.14822666, 1943728.4562714)
"57","Lim Home",NA,"",86906.3529411765,36.8088235294118,43.1386174046111,7336.37491058626,4044.09873557087,76,70,"Urban and Built-up",18.654016494751,19,14.25,107.4,0.96022629737854,c(-122.261902, 37.8245268),c(-2260697.61698936, 1957526.37764849)
"58","Maness Home",NA,"IOR",81936.5185185185,36.2068965517241,20.6619655011143,6001.97270440832,2136.45273281656,25,56,"Urban and Built-up",26.6927833557129,27,14.25,103.2,0.924122035503387,c(-122.200324, 37.786196),c(-2256701.42666235, 1951929.37393068)
"59","Marcus Home",NA,"",80097.8181818182,36.4166666666667,10.9941156057653,3165.32242691654,1262.71207429812,1,57,"Urban and Built-up",27.9221172332764,28,14.4499998092651,128.8,0.892295598983765,c(-122.334858, 37.985175),c(-2261890.5669607, 1976582.9021224)
"60","Marina Bay Park","MBP","",90797.3333333333,38.675,29.5325696049088,1024.58977647886,464.974719939559,10,8,"Urban and Built-up",9.94083213806152,10,14.25,127.8,0.883501648902893,c(-122.34515, 37.91472),c(-2264912.98575739, 1969232.68859298)
"61","Mason Home","BMH","Retired from UWIN",118221.739130435,43.3869565217391,42.417409069693,4748.26203708404,2027.62769831149,56,66,"Urban and Built-up",16.6107654571533,17,14.25,106.3,0.940189957618713,c(-122.218344, 37.803141),c(-2257696.6367482, 1954184.77908237)
"62","McKinley Park",NA,"Failed site",94692.5714285714,38.0681818181818,40.3394869133395,5153.33658977824,2244.10885160528,95,10,"Urban and Built-up",8.3419828414917,8,14.25,101.5,0.932791173458099,c(-122.24444, 37.7706),c(-2260880.85177749, 1951296.09426549)
"63","McLaughlin Eastshore State Park","MESP","",111552,37.68,39.2026631856432,3601.50162041966,1502.55100186893,30,25,"Urban and Built-up",7,7,14.3500003814697,118.5,0.777172803878784,c(-122.30742, 37.87153),c(-2263075.63960267, 1963677.63521545)
"64","Merrill Home",NA,"IOR",196298.444444444,44.9444444444444,62.8959283553836,2137.00737415298,816.615399348632,1,78,"Urban and Built-up",13.6081886291504,14,14.1499996185303,113.3,0.867839634418488,c(-122.233913, 37.839858),c(-2257881.45598071, 1958514.1613799)
"65","Metropolitan Golf Links",NA,"",75119.6666666667,33.6,8.97023581314286,491.857603506115,117.760540833216,1,78,"Urban and Built-up",8.01600933074951,8,14.3500003814697,97.6,0.811660706996918,c(-122.1930927, 37.7197482),c(-2258121.16839675, 1944591.46818311)
"66","Middleton Home",NA,"",125196.666666667,40.3708333333333,59.9253701661765,5780.57046064636,2608.93805705923,29,28,"Urban and Built-up",10.2049493789673,10,14.1499996185303,122.7,0.916365802288055,c(-122.266458, 37.882987),c(-2259291.7621522, 1963938.29278968)
"67","Miller Knox-Crest Trail","MK-CT","IOR",136250,56.3,65.2542372881356,348.555363942153,189.88040444814,1,7,"Urban and Built-up",25.2321147918701,25,NA,130.3,NA,c(-122.37392, 37.91637),c(-2267271.90627929, 1970096.58237899)
"68","Miller Knox-Pickleweed","MK-PW","",136250,56.3,65.2542372881356,348.555363942153,189.88040444814,1,25,"Urban and Built-up",7,7,NA,132.8,NA,c(-122.38757, 37.91243),c(-2268536.09104343, 1969997.63678938)
"69","Mira Vista Park","MVP","",106010.263157895,41.935,33.1156735926848,3336.63687970388,1338.72128794061,19,9,"Urban and Built-up",17.0076141357422,17,14.3500003814697,129.6,0.912889003753662,c(-122.3211, 37.93756),c(-2262198.5664207, 1971122.13827225)
"70","Mirmalek Home",NA,"",193328.222222222,46.1666666666667,62.2699602087323,1984.31415004828,785.875353783092,1,68,"Urban and Built-up",8.2519998550415,8,14.0500001907349,118.1,0.797368288040161,c(-122.226323, 37.844884),c(-2257091.38494761, 1958875.85379433)
"71","Monarch Bay Golf Club",NA,"IOR",111406.6,42.4,16.0505528004202,1661.10681196118,605.781167316356,22,81,"Urban and Built-up",14.1663312911987,14,14.3500003814697,99,0.701546430587769,c(-122.185248, 37.694999),c(-2258216.72940054, 1941735.92752814)
"72","Morello-Frosch Home",NA,"",95467.875,38.25,47.3521768813087,5169.10461377013,2498.69253205737,43,72,"Urban and Built-up",13.9318199157715,14,14.25,115.4,0.940840601921082,c(-122.291413, 37.865678),c(-2261913.12227646, 1962665.61292336)
"73","Neumann Home",NA,"",105557.884615385,39.0133333333333,55.0753473050675,5990.74867479685,2916.08487353362,62,47,"Urban and Built-up",4.05928659439087,4,14.3500003814697,119.7,0.934234499931335,c(-122.275755, 37.878494),c(-2260208.4258901, 1963674.90410755)
"74","Nicholl Park",NA,"",68378.7058823529,35.2473684210526,12.436368390245,4067.24894473513,1420.79149328905,2,46,"Urban and Built-up",22.920166015625,23,14.3500003814697,128.1,0.92610114812851,c(-122.3403681, 37.9314647),c(-2263998.9159974, 1970923.86948612)
"75","North Richmond Ballpark","NRB","",65203.1666666667,33.725,8.40808296861853,4298.08988082382,1208.36192236246,1,16,"Urban and Built-up",11.9354457855225,12,14.3500003814697,129.9,0.892365515232086,c(-122.36488, 37.96078),c(-2265151.55040769, 1974668.15926486)
"76","Ochoa Home",NA,"",96593.8,40.64,22.4372358841264,2662.15587865353,1033.44969486398,1,58,"Urban and Built-up",28,28,14.75,123.2,0.82755172252655,c(-122.2953581, 38.0093192),c(-2257845.76735615, 1978246.66065238)
"77","Osborne Home",NA,"",132164,49.5,32.8536796591825,638.801310875474,239.754575911407,1,54,"Urban and Built-up",13.4217433929443,13,14.0500001907349,102.6,0.643657028675079,c(-122.1263676, 37.7533085),c(-2251493.52674273, 1946628.044875)
"78","Oyster Bay Regional Shoreline","OBRS","",80958,35.7,16.7235527535823,927.110902482271,258.498204312851,12,11,"Urban and Built-up",6.18711948394775,6,14.3500003814697,98.9,0.770279467105865,c(-122.194922, 37.706867),c(-2258667.77434978, 1943245.75486227)
"79","Oz Cali Trail",NA,"",135380.333333333,46.55,23.2703812200108,1213.46413132703,435.543696675881,1,4,"Temperate or Subpolar Grassland",9.70485019683838,10,14.0500001907349,101.5,0.685464024543762,c(-122.137289, 37.752537),c(-2252434.33714168, 1946803.62565188)
"80","OZ Creek",NA,"",110801,41.2111111111111,19.2175031069708,1748.76598206673,648.866610392906,1,24,"Urban and Built-up",6,6,14.25,100.2,0.761401176452637,c(-122.14673, 37.752737),c(-2253221.21519589, 1947049.00381201)
"81","OZ SEKI Gate",NA,"",96301.1818181818,36.4545454545455,15.0207806907132,3229.52390443455,1074.79566031653,4,30,"Urban and Built-up",21.9002475738525,22,14.25,98.4,0.761401176452637,c(-122.146167, 37.748906),c(-2253290.57450916, 1946622.43511103)
"82","Phoenixx Home",NA,"",91639.5,46.95,31.5074903083365,1631.50620704363,621.847826192214,1,52,"Urban and Built-up",28,28,14.4499998092651,131.8,0.778644144535065,c(-122.291056, 37.980515),c(-2258367.64640059, 1975038.76965723)
"83","Picone Home",NA,"",71114.7777777778,34.1190476190476,8.94543344211088,5154.1764050618,1785.70798134444,1,72,"Urban and Built-up",15.6131591796875,16,14.25,99.9,0.917117238044739,c(-122.16558, 37.761143),c(-2254548.26133025, 1948402.73001501)
"84","Point Isabel Regional Shoreline","PIRS","",100352,37.525,36.1299004837715,1177.46112947055,497.670890275442,5,37,"Urban and Built-up",5.95056247711182,6,14.3500003814697,124.3,0.460577189922333,c(-122.32326, 37.89808),c(-2263589.49632542, 1966917.26173536)
"85","Point Molate Beach Park","PMBP","",107870,46.2,51.8557794273595,118.239006749321,67.9742409737969,1,32,"Urban and Built-up",10.1964225769043,10,NA,138.6,NA,c(-122.410266, 37.940785),c(-2269564.91691218, 1973595.76910635)
"86","Point Pinole East","PPE","",72401,36.8,14.142205663683,1506.45842231853,174.066017067092,1,0,"Urban and Built-up",28,28,NA,129.6,NA,c(-122.35264, 38.00112),c(-2262889.27045418, 1978725.15493205)
"87","Point Pinole South","PPS","",72401,36.8,14.142205663683,1506.45842231853,174.066017067092,1,17,"Urban and Built-up",11.1568460464478,11,NA,129.5,NA,c(-122.35696, 37.99319),c(-2263494.02727194, 1977973.17957381)
"88","Point Pinole West","PPW","",60100,38,3.42146189735614,153.463126398633,52.0495770368697,1,NA,"Mixed Forest",10.956166267395,11,NA,130.5,NA,c(-122.36557, 38.00415),c(-2263877.92124753, 1979359.73619716)
"89","Rifle Range Road Trailhead","RRR","",127837.142857143,47.0571428571429,45.5320247254349,1076.93830318178,529.313424320534,1,0,"Mixed Forest",11,11,14.1499996185303,134.4,0.552838504314423,c(-122.29759, 37.9345),c(-2260323.53533432, 1970232.82111644)
"90","Roberts Regional-Graham Trail","RR-GT","",165250.666666667,48.4333333333333,58.4213708173185,712.659681947426,269.681018192593,1,0,"Mixed Forest",11.1722745895386,11,13.5500001907349,120.2,0.611993908882141,c(-122.17278, 37.80941),c(-2253681.78484791, 1953779.37817197)
"91","Rokoff Home",NA,"",78903,36.256,17.0478538468571,6215.31506458333,2161.93824270856,1,74,"Urban and Built-up",18.5710983276367,19,14.25,101.5,0.933779418468475,c(-122.198793, 37.77776),c(-2256830.27985134, 1950983.22948472)
"92","Scharnagl Home","ASH","Retired from UWIN",203563.538461538,43.8307692307692,62.7688354093309,2037.5699691373,735.801585714273,15,33,"Urban and Built-up",19.4232368469238,19,13.9499998092651,114.4,0.830656409263611,c(-122.217325, 37.831654),c(-2256740.64992179, 1957235.44021458)
"93","Schell Home","CSH","",105837,45.53,31.7292150925712,1897.11866009034,687.658682337732,1,61,"Urban and Built-up",28,28,14.4499998092651,134.5,0.869121968746185,c(-122.290044, 37.966222),c(-2258720.49043168, 1973473.64081532)
"94","Scott Home",NA,"",175168.571428571,51.9142857142857,68.6085435792018,2595.64995682971,1095.6141050923,1,17,"Urban and Built-up",11.9734745025635,12,14.1499996185303,128.7,0.853967666625977,c(-122.275291, 37.90107),c(-2259478.81534818, 1966098.0994698)
"95","Shannon Home",NA,"",72917.3636363636,38.1461538461538,29.7878656563026,3510.07893956539,1471.73175030178,9,58,"Urban and Built-up",11.5586729049683,12,14.3500003814697,126.5,0.941314518451691,c(-122.320163, 37.91391),c(-2262844.89263968, 1968550.12607664)
"96","Sherman Home",NA,"Wilson Sherman #2",183497.333333333,50.4833333333333,70.4638423266272,2425.14034899389,997.607887282444,1,61,"Urban and Built-up",11.0822820663452,11,13.75,131.4,0.777413964271545,c(-122.257487, 37.892485),c(-2258249.465012, 1964749.21908667)
"97","Sherrer Home",NA,"",142621.571428571,45.5714285714286,36.439300227883,3580.60720520369,1238.20009514294,3,34,"Urban and Built-up",13.6713972091675,14,NA,101.5,NA,c(-122.249759, 37.740986),c(-2262232.52345346, 1948229.39722225)
"98","Shunick Home",NA,"IOR",207817.076923077,45.4307692307692,62.277706655383,2211.86108204355,790.985963596742,1,51,"Urban and Built-up",23.5161762237549,24,14.0500001907349,115.2,0.794014573097229,c(-122.227752, 37.833482),c(-2257559.45881075, 1957680.2245077)
"99","Sibley Volcanic Regional Preserve","SVR","",201301.285714286,44.4,59.967522881858,978.637363795892,480.998606476588,1,0,"Mixed Forest",11.000922203064,11,13.5500001907349,127.4,0.590132236480713,c(-122.2071, 37.85588),c(-2255143.60842581, 1959605.32295035)
"100","Skyline Gate Staging Area","SKSA","",184386.75,47.375,66.094037984955,1269.8466521142,491.329334013784,1,0,"Mixed Forest",11,11,13.5500001907349,123,0.605294167995453,c(-122.18439, 37.83056),c(-2254011.17494837, 1956335.82603315)
"101","Sobrante Ridge Regional Preserve","SRRP","",137394.5,47.85,37.1165241783595,605.185212422502,208.994001539819,1,0,"Mixed Forest",10.7908544540405,11,14.25,132.8,0.617947041988373,c(-122.26092, 37.96875),c(-2256205.03779539, 1973054.39792389)
"102","Squire Home",NA,"",146772.958333333,43.075,48.2540114957394,4583.9656203249,2014.49081254208,31,21,"Urban and Built-up",17.3003120422363,17,14.25,105.4,0.925353705883026,c(-122.229514, 37.807332),c(-2258505.95134927, 1954902.14289096)
"103","Sunset View Cemetery","SVC","",150273.5,47.8888888888889,60.6805470472997,3152.91798536538,1355.52717197544,3,22,"Urban and Built-up",7.2434196472168,7,14.25,126.9,0.877008080482483,c(-122.2867, 37.90574),c(-2260291.81904223, 1966872.93493933)
"104","Tarvin Home","BTH","Retired from UWIN",124571.6,44.53125,42.8169260012178,2351.95369140915,974.311707483943,1,50,"Urban and Built-up",18.3743057250977,18,14.1499996185303,131,0.912889003753662,c(-122.313254, 37.935731),c(-2261597.59466782, 1970738.20782846)
"105","Temescal Regional Recreation Area","TRRA","",197825.818181818,47.9818181818182,63.4062777972041,1812.35914445571,728.535238957522,1,0,"Mixed Forest",16.2458324432373,16,14.0500001907349,118.1,0.878584980964661,c(-122.231721, 37.846402),c(-2257497.72208987, 1959167.76862669)
