"","Date","daily_visits","Name"
"48961",2023-04-16,8987,"Ochoa Home"
"48962",2023-04-17,6847,"Ochoa Home"
"48963",2023-04-18,7000,"Ochoa Home"
"48964",2023-04-19,8023,"Ochoa Home"
"48965",2023-04-20,8504,"Ochoa Home"
"48966",2023-04-21,10640,"Ochoa Home"
"48967",2023-04-22,10474,"Ochoa Home"
"48968",2023-04-23,10506,"Ochoa Home"
"48969",2023-04-24,6920,"Ochoa Home"
"48970",2023-04-25,6217,"Ochoa Home"
"48971",2023-04-26,8918,"Ochoa Home"
"48972",2023-04-27,8570,"Ochoa Home"
"48973",2023-04-28,8301,"Ochoa Home"
"48974",2023-04-29,10740,"Ochoa Home"
"48975",2023-04-30,9212,"Ochoa Home"
"48976",2023-05-01,6403,"Ochoa Home"
"48977",2023-05-02,7299,"Ochoa Home"
"48978",2023-05-03,7753,"Ochoa Home"
"48979",2023-05-04,8630,"Ochoa Home"
"48980",2023-05-05,8632,"Ochoa Home"
"48981",2023-05-06,10286,"Ochoa Home"
"48982",2023-05-07,10681,"Ochoa Home"
"48983",2023-05-08,7449,"Ochoa Home"
"48984",2023-05-09,7834,"Ochoa Home"
"48985",2023-05-10,6928,"Ochoa Home"
"48986",2023-05-11,8117,"Ochoa Home"
"48987",2023-05-12,10000,"Ochoa Home"
"48988",2023-05-13,11076,"Ochoa Home"
"48989",2023-05-14,10396,"Ochoa Home"
"48990",2023-05-15,6734,"Ochoa Home"
"48991",2023-05-16,8913,"Ochoa Home"
"48992",2023-05-17,8014,"Ochoa Home"
"48993",2023-05-18,8162,"Ochoa Home"
"48994",2023-05-19,8195,"Ochoa Home"
"48995",2023-05-20,11707,"Ochoa Home"
"48996",2023-05-21,9113,"Ochoa Home"
"48997",2023-05-22,6185,"Ochoa Home"
"48998",2023-05-23,6636,"Ochoa Home"
"48999",2023-05-24,6672,"Ochoa Home"
"49000",2023-05-25,7263,"Ochoa Home"
"49001",2023-05-26,8540,"Ochoa Home"
"49002",2023-05-27,10644,"Ochoa Home"
"49003",2023-05-28,8979,"Ochoa Home"
"49004",2023-05-29,6501,"Ochoa Home"
"49005",2023-05-30,6485,"Ochoa Home"
"49006",2023-05-31,7231,"Ochoa Home"
"49007",2023-06-01,7840,"Ochoa Home"
"49008",2023-06-02,8872,"Ochoa Home"
"49009",2023-06-03,10399,"Ochoa Home"
"49010",2023-06-04,8183,"Ochoa Home"
"49011",2023-06-05,7671,"Ochoa Home"
"49012",2023-06-06,7075,"Ochoa Home"
"49013",2023-06-07,8151,"Ochoa Home"
"49014",2023-06-08,7082,"Ochoa Home"
"49015",2023-06-09,10243,"Ochoa Home"
"49016",2023-06-10,10213,"Ochoa Home"
"49017",2023-06-11,9497,"Ochoa Home"
"49018",2023-06-12,6611,"Ochoa Home"
"49019",2023-06-13,7581,"Ochoa Home"
"49020",2023-06-14,7430,"Ochoa Home"
"49021",2023-06-15,7536,"Ochoa Home"
"49022",2023-06-16,8718,"Ochoa Home"
"49023",2023-06-17,11802,"Ochoa Home"
"49024",2023-06-18,11987,"Ochoa Home"
"49025",2023-06-19,7024,"Ochoa Home"
"49026",2023-06-20,7315,"Ochoa Home"
"49027",2023-06-21,7414,"Ochoa Home"
"49028",2023-06-22,8090,"Ochoa Home"
"49029",2023-06-23,7907,"Ochoa Home"
"49030",2023-06-24,9484,"Ochoa Home"
"49031",2023-06-25,14829,"Ochoa Home"
"49032",2023-06-26,7370,"Ochoa Home"
"49033",2023-06-27,6241,"Ochoa Home"
"49034",2023-06-28,7386,"Ochoa Home"
"49035",2023-06-29,7591,"Ochoa Home"
"49036",2023-06-30,8284,"Ochoa Home"
"49037",2023-07-01,10162,"Ochoa Home"
"49038",2023-07-02,8599,"Ochoa Home"
"49039",2023-07-03,6593,"Ochoa Home"
"49040",2023-07-04,7876,"Ochoa Home"
"49041",2023-07-05,7134,"Ochoa Home"
"49042",2023-07-06,7499,"Ochoa Home"
"49043",2023-07-07,8262,"Ochoa Home"
"49044",2023-07-08,9805,"Ochoa Home"
"49045",2023-07-09,8959,"Ochoa Home"
"49046",2023-07-10,6595,"Ochoa Home"
"49047",2023-07-11,7739,"Ochoa Home"
"49048",2023-07-12,6397,"Ochoa Home"
"49049",2023-07-13,7473,"Ochoa Home"
"49050",2023-07-14,8888,"Ochoa Home"
"49051",2023-07-15,10600,"Ochoa Home"
"49052",2023-07-16,10181,"Ochoa Home"
"49053",2023-07-17,7459,"Ochoa Home"
"49054",2023-07-18,5989,"Ochoa Home"
"49055",2023-07-19,7471,"Ochoa Home"
"49056",2023-07-20,7912,"Ochoa Home"
"49057",2023-07-21,9229,"Ochoa Home"
"49058",2023-07-22,10230,"Ochoa Home"
"49059",2023-07-23,9986,"Ochoa Home"
"49060",2023-07-24,6572,"Ochoa Home"
"49061",2023-07-25,6609,"Ochoa Home"
"49062",2023-07-26,7834,"Ochoa Home"
"49063",2023-07-27,7268,"Ochoa Home"
"49064",2023-07-28,8245,"Ochoa Home"
"49065",2023-07-29,10003,"Ochoa Home"
"49066",2023-07-30,10760,"Ochoa Home"
"49067",2023-07-31,6716,"Ochoa Home"
"49068",2023-08-01,6154,"Ochoa Home"
"49069",2023-08-02,6547,"Ochoa Home"
"49070",2023-08-03,7638,"Ochoa Home"
"49071",2023-08-04,7612,"Ochoa Home"
"49072",2023-08-05,10053,"Ochoa Home"
"49073",2023-08-06,9601,"Ochoa Home"
"49074",2023-08-07,5630,"Ochoa Home"
"49075",2023-08-08,6477,"Ochoa Home"
"49076",2023-08-09,6177,"Ochoa Home"
"49077",2023-08-10,7503,"Ochoa Home"
"49078",2023-08-11,7319,"Ochoa Home"
"49079",2023-08-12,9305,"Ochoa Home"
"49080",2023-08-13,9177,"Ochoa Home"
"49081",2023-08-14,6608,"Ochoa Home"
"49082",2023-08-15,6991,"Ochoa Home"
"49083",2023-08-16,7028,"Ochoa Home"
"49084",2023-08-17,6803,"Ochoa Home"
"49085",2023-08-18,7930,"Ochoa Home"
"49086",2023-08-19,9004,"Ochoa Home"
"49087",2023-08-20,8446,"Ochoa Home"
"49088",2023-08-21,5520,"Ochoa Home"
"49089",2023-08-22,6469,"Ochoa Home"
"49090",2023-08-23,6697,"Ochoa Home"
"49091",2023-08-24,7080,"Ochoa Home"
"49092",2023-08-25,8486,"Ochoa Home"
"49093",2023-08-26,9944,"Ochoa Home"
"49094",2023-08-27,8470,"Ochoa Home"
"49095",2023-08-28,6433,"Ochoa Home"
"49096",2023-08-29,5955,"Ochoa Home"
"49097",2023-08-30,6509,"Ochoa Home"
"49098",2023-08-31,6696,"Ochoa Home"
"49099",2023-09-01,7253,"Ochoa Home"
"49100",2023-09-02,8333,"Ochoa Home"
"49101",2023-09-03,9039,"Ochoa Home"
"49102",2023-09-04,5421,"Ochoa Home"
"49103",2023-09-05,6494,"Ochoa Home"
"49104",2023-09-06,5883,"Ochoa Home"
"49105",2023-09-07,7170,"Ochoa Home"
"49106",2023-09-08,8086,"Ochoa Home"
"49107",2023-09-09,9656,"Ochoa Home"
"49108",2023-09-10,10082,"Ochoa Home"
"49109",2023-09-11,6281,"Ochoa Home"
"49110",2023-09-12,6086,"Ochoa Home"
"49111",2023-09-13,6592,"Ochoa Home"
"49112",2023-09-14,7376,"Ochoa Home"
"49113",2023-09-15,8255,"Ochoa Home"
"49114",2023-09-16,9361,"Ochoa Home"
"49115",2023-09-17,9510,"Ochoa Home"
"49116",2023-09-18,6011,"Ochoa Home"
"49117",2023-09-19,6030,"Ochoa Home"
"49118",2023-09-20,7021,"Ochoa Home"
"49119",2023-09-21,7627,"Ochoa Home"
"49120",2023-09-22,9026,"Ochoa Home"
"49121",2023-09-23,10102,"Ochoa Home"
"49122",2023-09-24,9263,"Ochoa Home"
"49123",2023-09-25,5472,"Ochoa Home"
"49124",2023-09-26,5955,"Ochoa Home"
"49125",2023-09-27,6327,"Ochoa Home"
"49126",2023-09-28,5808,"Ochoa Home"
"49127",2023-09-29,7071,"Ochoa Home"
"49128",2023-09-30,9579,"Ochoa Home"
"49129",2023-10-01,8619,"Ochoa Home"
"49130",2023-10-02,7079,"Ochoa Home"
"49131",2023-10-03,8810,"Ochoa Home"
"49132",2023-10-04,7223,"Ochoa Home"
"49133",2023-10-05,5732,"Ochoa Home"
"49134",2023-10-06,8442,"Ochoa Home"
"49135",2023-10-07,9623,"Ochoa Home"
"49136",2023-10-08,11629,"Ochoa Home"
"49137",2023-10-09,5740,"Ochoa Home"
"49138",2023-10-10,5590,"Ochoa Home"
"49139",2023-10-11,7011,"Ochoa Home"
"49140",2023-10-12,6464,"Ochoa Home"
"49141",2023-10-13,7795,"Ochoa Home"
"49142",2023-10-14,9792,"Ochoa Home"
"49143",2023-10-15,8273,"Ochoa Home"
"49144",2023-10-16,5319,"Ochoa Home"
"49145",2023-10-17,6593,"Ochoa Home"
"49146",2023-10-18,6536,"Ochoa Home"
"49147",2023-10-19,5950,"Ochoa Home"
"49148",2023-10-20,7565,"Ochoa Home"
"49149",2023-10-21,9676,"Ochoa Home"
"49150",2023-10-22,8320,"Ochoa Home"
"49151",2023-10-23,6584,"Ochoa Home"
"49152",2023-10-24,6227,"Ochoa Home"
"49153",2023-10-25,6403,"Ochoa Home"
"49154",2023-10-26,5506,"Ochoa Home"
"49155",2023-10-27,8492,"Ochoa Home"
"49156",2023-10-28,10580,"Ochoa Home"
"49157",2023-10-29,8808,"Ochoa Home"
"49158",2023-10-30,5224,"Ochoa Home"
"49159",2023-10-31,7040,"Ochoa Home"
"49160",2023-11-01,6498,"Ochoa Home"
"49161",2023-11-02,5540,"Ochoa Home"
"49162",2023-11-03,7478,"Ochoa Home"
"49163",2023-11-04,9016,"Ochoa Home"
"49164",2023-11-05,9509,"Ochoa Home"
"49165",2023-11-06,5424,"Ochoa Home"
"49166",2023-11-07,5728,"Ochoa Home"
"49167",2023-11-08,6713,"Ochoa Home"
"49168",2023-11-09,6467,"Ochoa Home"
"49169",2023-11-10,7217,"Ochoa Home"
"49170",2023-11-11,9165,"Ochoa Home"
"49171",2023-11-12,8970,"Ochoa Home"
"49172",2023-11-13,5116,"Ochoa Home"
"49173",2023-11-14,5733,"Ochoa Home"
"49174",2023-11-15,6840,"Ochoa Home"
"49175",2023-11-16,5332,"Ochoa Home"
"49176",2023-11-17,7634,"Ochoa Home"
"49177",2023-11-18,8778,"Ochoa Home"
"49178",2023-11-19,7868,"Ochoa Home"
"49179",2023-11-20,6303,"Ochoa Home"
"49180",2023-11-21,6301,"Ochoa Home"
"49181",2023-11-22,7921,"Ochoa Home"
"49182",2023-11-23,8710,"Ochoa Home"
"49183",2023-11-24,6948,"Ochoa Home"
"49184",2023-11-25,7729,"Ochoa Home"
"49185",2023-11-26,8609,"Ochoa Home"
"49186",2023-11-27,5521,"Ochoa Home"
"49187",2023-11-28,6359,"Ochoa Home"
"49188",2023-11-29,7770,"Ochoa Home"
"49189",2023-11-30,6515,"Ochoa Home"
"49190",2023-12-01,6996,"Ochoa Home"
"49191",2023-12-02,9273,"Ochoa Home"
"49192",2023-12-03,9023,"Ochoa Home"
"49193",2023-12-04,4384,"Ochoa Home"
"49194",2023-12-05,5869,"Ochoa Home"
"49195",2023-12-06,6093,"Ochoa Home"
"49196",2023-12-07,5774,"Ochoa Home"
"49197",2023-12-08,8693,"Ochoa Home"
"49198",2023-12-09,9210,"Ochoa Home"
"49199",2023-12-10,8916,"Ochoa Home"
"49200",2023-12-11,5931,"Ochoa Home"
"49201",2023-12-12,6269,"Ochoa Home"
"49202",2023-12-13,6730,"Ochoa Home"
"49203",2023-12-14,6510,"Ochoa Home"
"49204",2023-12-15,7843,"Ochoa Home"
"49205",2023-12-16,9211,"Ochoa Home"
"49206",2023-12-17,8032,"Ochoa Home"
"49207",2023-12-18,5126,"Ochoa Home"
"49208",2023-12-19,6082,"Ochoa Home"
"49209",2023-12-20,7151,"Ochoa Home"
"49210",2023-12-21,6648,"Ochoa Home"
"49211",2023-12-22,7583,"Ochoa Home"
"49212",2023-12-23,8910,"Ochoa Home"
"49213",2023-12-24,12448,"Ochoa Home"
"49214",2023-12-25,9433,"Ochoa Home"
"49215",2023-12-26,6542,"Ochoa Home"
"49216",2023-12-27,5885,"Ochoa Home"
"49217",2023-12-28,5822,"Ochoa Home"
"49218",2023-12-29,6679,"Ochoa Home"
"49219",2023-12-30,8172,"Ochoa Home"
"49220",2023-12-31,8866,"Ochoa Home"
"49221",2022-01-03,7193,"Osborne Hom"
"49222",2022-01-10,6248,"Osborne Hom"
"49223",2022-01-17,7322,"Osborne Hom"
"49224",2022-01-24,7837,"Osborne Hom"
"49225",2022-01-31,9357,"Osborne Hom"
"49226",2022-02-07,7134,"Osborne Hom"
"49227",2022-02-14,10791,"Osborne Hom"
"49228",2022-02-21,8986,"Osborne Hom"
"49229",2022-02-28,10159,"Osborne Hom"
"49230",2022-03-07,11727,"Osborne Hom"
"49231",2022-03-14,10066,"Osborne Hom"
"49232",2022-03-21,11756,"Osborne Hom"
"49233",2022-03-28,12061,"Osborne Hom"
"49234",2022-04-04,10675,"Osborne Hom"
"49235",2022-04-11,11091,"Osborne Hom"
"49236",2022-04-18,9606,"Osborne Hom"
"49237",2022-04-25,12228,"Osborne Hom"
"49238",2022-05-02,10984,"Osborne Hom"
"49239",2022-05-09,9871,"Osborne Hom"
"49240",2022-05-16,12043,"Osborne Hom"
"49241",2022-05-23,14459,"Osborne Hom"
"49242",2022-05-30,12258,"Osborne Hom"
"49243",2022-06-06,9428,"Osborne Hom"
"49244",2022-06-13,12541,"Osborne Hom"
"49245",2022-06-20,10214,"Osborne Hom"
"49246",2022-06-27,10161,"Osborne Hom"
"49247",2022-07-04,10694,"Osborne Hom"
"49248",2022-07-11,11289,"Osborne Hom"
"49249",2022-07-18,10303,"Osborne Hom"
"49250",2022-07-25,12962,"Osborne Hom"
"49251",2022-08-01,12239,"Osborne Hom"
"49252",2022-08-08,12311,"Osborne Hom"
"49253",2022-08-15,13245,"Osborne Hom"
"49254",2022-08-22,11530,"Osborne Hom"
"49255",2022-08-29,11853,"Osborne Hom"
"49256",2022-09-05,10309,"Osborne Hom"
"49257",2022-09-12,12524,"Osborne Hom"
"49258",2022-09-19,10976,"Osborne Hom"
"49259",2022-09-26,11927,"Osborne Hom"
"49260",2022-10-03,11483,"Osborne Hom"
"49261",2022-10-10,10773,"Osborne Hom"
"49262",2022-10-17,11083,"Osborne Hom"
"49263",2022-10-24,11395,"Osborne Hom"
"49264",2022-10-31,10512,"Osborne Hom"
"49265",2022-11-07,10425,"Osborne Hom"
"49266",2022-11-14,9831,"Osborne Hom"
"49267",2022-11-21,17141,"Osborne Hom"
"49268",2022-11-28,10250,"Osborne Hom"
"49269",2022-12-05,9844,"Osborne Hom"
"49270",2022-12-12,10937,"Osborne Hom"
"49271",2022-12-19,13015,"Osborne Hom"
"49272",2022-12-26,10976,"Osborne Hom"
"49273",2023-01-02,10672,"Osborne Hom"
"49274",2023-01-09,10521,"Osborne Hom"
"49275",2023-01-16,10479,"Osborne Hom"
"49276",2023-01-23,11324,"Osborne Hom"
"49277",2023-01-30,10773,"Osborne Hom"
"49278",2023-02-06,10334,"Osborne Hom"
"49279",2023-02-13,12461,"Osborne Hom"
"49280",2023-02-20,8146,"Osborne Hom"
"49281",2023-02-27,8627,"Osborne Hom"
"49282",2023-03-06,10568,"Osborne Hom"
"49283",2023-03-13,11772,"Osborne Hom"
"49284",2023-03-20,9662,"Osborne Hom"
"49285",2023-03-27,9566,"Osborne Hom"
"49286",2023-04-03,9451,"Osborne Hom"
"49287",2023-04-10,10108,"Osborne Hom"
"49288",2023-04-17,9871,"Osborne Hom"
"49289",2023-04-24,8344,"Osborne Hom"
"49290",2023-05-01,7746,"Osborne Hom"
"49291",2023-05-08,9585,"Osborne Hom"
"49292",2023-05-15,8557,"Osborne Hom"
"49293",2023-05-22,11237,"Osborne Hom"
"49294",2023-05-29,10855,"Osborne Hom"
"49295",2023-06-05,9773,"Osborne Hom"
"49296",2023-06-12,11376,"Osborne Hom"
"49297",2023-06-19,11895,"Osborne Hom"
"49298",2023-06-26,10405,"Osborne Hom"
"49299",2023-07-03,10378,"Osborne Hom"
"49300",2023-07-10,11791,"Osborne Hom"
"49301",2023-07-17,9784,"Osborne Hom"
"49302",2023-07-24,12375,"Osborne Hom"
"49303",2023-07-31,12040,"Osborne Hom"
"49304",2023-08-07,11638,"Osborne Hom"
"49305",2023-08-14,11219,"Osborne Hom"
"49306",2023-08-21,9384,"Osborne Hom"
"49307",2023-08-28,10054,"Osborne Hom"
"49308",2023-09-04,10659,"Osborne Hom"
"49309",2023-09-11,10327,"Osborne Hom"
"49310",2023-09-18,9766,"Osborne Hom"
"49311",2023-09-25,9285,"Osborne Hom"
"49312",2023-10-02,8240,"Osborne Hom"
"49313",2023-10-09,11010,"Osborne Hom"
"49314",2023-10-16,8467,"Osborne Hom"
"49315",2023-10-23,9956,"Osborne Hom"
"49316",2023-10-30,11269,"Osborne Hom"
"49317",2023-11-06,10081,"Osborne Hom"
"49318",2023-11-13,10365,"Osborne Hom"
"49319",2023-11-20,12581,"Osborne Hom"
"49320",2023-11-27,9717,"Osborne Hom"
"49321",2023-12-04,7190,"Osborne Hom"
"49322",2023-12-11,9940,"Osborne Hom"
"49323",2023-12-18,9813,"Osborne Hom"
"49324",2023-12-25,10617,"Osborne Hom"
"49325",2022-01-01,2879,"Oyster Bay Regional Shoreline"
"49326",2022-01-02,3274,"Oyster Bay Regional Shoreline"
"49327",2022-01-03,4370,"Oyster Bay Regional Shoreline"
"49328",2022-01-04,3179,"Oyster Bay Regional Shoreline"
"49329",2022-01-05,3770,"Oyster Bay Regional Shoreline"
"49330",2022-01-06,3244,"Oyster Bay Regional Shoreline"
"49331",2022-01-07,2795,"Oyster Bay Regional Shoreline"
"49332",2022-01-08,3925,"Oyster Bay Regional Shoreline"
"49333",2022-01-09,3364,"Oyster Bay Regional Shoreline"
"49334",2022-01-10,3956,"Oyster Bay Regional Shoreline"
"49335",2022-01-11,2829,"Oyster Bay Regional Shoreline"
"49336",2022-01-12,3614,"Oyster Bay Regional Shoreline"
"49337",2022-01-13,3718,"Oyster Bay Regional Shoreline"
"49338",2022-01-14,4106,"Oyster Bay Regional Shoreline"
"49339",2022-01-15,3687,"Oyster Bay Regional Shoreline"
"49340",2022-01-16,3908,"Oyster Bay Regional Shoreline"
"49341",2022-01-17,3776,"Oyster Bay Regional Shoreline"
"49342",2022-01-18,3874,"Oyster Bay Regional Shoreline"
"49343",2022-01-19,4665,"Oyster Bay Regional Shoreline"
"49344",2022-01-20,4153,"Oyster Bay Regional Shoreline"
"49345",2022-01-21,3921,"Oyster Bay Regional Shoreline"
"49346",2022-01-22,2803,"Oyster Bay Regional Shoreline"
"49347",2022-01-23,4030,"Oyster Bay Regional Shoreline"
"49348",2022-01-24,3292,"Oyster Bay Regional Shoreline"
"49349",2022-01-25,3332,"Oyster Bay Regional Shoreline"
"49350",2022-01-26,4013,"Oyster Bay Regional Shoreline"
"49351",2022-01-27,3624,"Oyster Bay Regional Shoreline"
"49352",2022-01-28,4660,"Oyster Bay Regional Shoreline"
"49353",2022-01-29,4206,"Oyster Bay Regional Shoreline"
"49354",2022-01-30,3945,"Oyster Bay Regional Shoreline"
"49355",2022-01-31,4342,"Oyster Bay Regional Shoreline"
"49356",2022-02-01,3557,"Oyster Bay Regional Shoreline"
"49357",2022-02-02,4084,"Oyster Bay Regional Shoreline"
"49358",2022-02-03,3704,"Oyster Bay Regional Shoreline"
"49359",2022-02-04,4854,"Oyster Bay Regional Shoreline"
"49360",2022-02-05,4256,"Oyster Bay Regional Shoreline"
"49361",2022-02-06,5991,"Oyster Bay Regional Shoreline"
"49362",2022-02-07,5129,"Oyster Bay Regional Shoreline"
"49363",2022-02-08,4298,"Oyster Bay Regional Shoreline"
"49364",2022-02-09,4617,"Oyster Bay Regional Shoreline"
"49365",2022-02-10,4792,"Oyster Bay Regional Shoreline"
"49366",2022-02-11,5540,"Oyster Bay Regional Shoreline"
"49367",2022-02-12,4403,"Oyster Bay Regional Shoreline"
"49368",2022-02-13,3959,"Oyster Bay Regional Shoreline"
"49369",2022-02-14,6873,"Oyster Bay Regional Shoreline"
"49370",2022-02-15,4691,"Oyster Bay Regional Shoreline"
"49371",2022-02-16,4933,"Oyster Bay Regional Shoreline"
"49372",2022-02-17,5163,"Oyster Bay Regional Shoreline"
"49373",2022-02-18,4199,"Oyster Bay Regional Shoreline"
"49374",2022-02-19,5109,"Oyster Bay Regional Shoreline"
"49375",2022-02-20,4416,"Oyster Bay Regional Shoreline"
"49376",2022-02-21,3770,"Oyster Bay Regional Shoreline"
"49377",2022-02-22,3802,"Oyster Bay Regional Shoreline"
"49378",2022-02-23,4694,"Oyster Bay Regional Shoreline"
"49379",2022-02-24,4165,"Oyster Bay Regional Shoreline"
"49380",2022-02-25,5330,"Oyster Bay Regional Shoreline"
"49381",2022-02-26,4464,"Oyster Bay Regional Shoreline"
"49382",2022-02-27,6637,"Oyster Bay Regional Shoreline"
"49383",2022-02-28,4655,"Oyster Bay Regional Shoreline"
"49384",2022-03-01,3930,"Oyster Bay Regional Shoreline"
"49385",2022-03-02,4148,"Oyster Bay Regional Shoreline"
"49386",2022-03-03,4799,"Oyster Bay Regional Shoreline"
"49387",2022-03-04,4608,"Oyster Bay Regional Shoreline"
"49388",2022-03-05,3368,"Oyster Bay Regional Shoreline"
"49389",2022-03-06,5324,"Oyster Bay Regional Shoreline"
"49390",2022-03-07,4507,"Oyster Bay Regional Shoreline"
"49391",2022-03-08,3802,"Oyster Bay Regional Shoreline"
"49392",2022-03-09,3786,"Oyster Bay Regional Shoreline"
"49393",2022-03-10,4324,"Oyster Bay Regional Shoreline"
"49394",2022-03-11,4922,"Oyster Bay Regional Shoreline"
"49395",2022-03-12,4846,"Oyster Bay Regional Shoreline"
"49396",2022-03-13,4233,"Oyster Bay Regional Shoreline"
"49397",2022-03-14,4285,"Oyster Bay Regional Shoreline"
"49398",2022-03-15,4653,"Oyster Bay Regional Shoreline"
"49399",2022-03-16,4753,"Oyster Bay Regional Shoreline"
"49400",2022-03-17,4238,"Oyster Bay Regional Shoreline"
"49401",2022-03-18,4163,"Oyster Bay Regional Shoreline"
"49402",2022-03-19,3470,"Oyster Bay Regional Shoreline"
"49403",2022-03-20,4424,"Oyster Bay Regional Shoreline"
"49404",2022-03-21,5016,"Oyster Bay Regional Shoreline"
"49405",2022-03-22,3774,"Oyster Bay Regional Shoreline"
"49406",2022-03-23,4254,"Oyster Bay Regional Shoreline"
"49407",2022-03-24,5870,"Oyster Bay Regional Shoreline"
"49408",2022-03-25,4425,"Oyster Bay Regional Shoreline"
"49409",2022-03-26,4878,"Oyster Bay Regional Shoreline"
"49410",2022-03-27,3095,"Oyster Bay Regional Shoreline"
"49411",2022-03-28,4369,"Oyster Bay Regional Shoreline"
"49412",2022-03-29,4333,"Oyster Bay Regional Shoreline"
"49413",2022-03-30,4545,"Oyster Bay Regional Shoreline"
"49414",2022-03-31,4216,"Oyster Bay Regional Shoreline"
"49415",2022-04-01,4506,"Oyster Bay Regional Shoreline"
"49416",2022-04-02,3484,"Oyster Bay Regional Shoreline"
"49417",2022-04-03,3900,"Oyster Bay Regional Shoreline"
"49418",2022-04-04,4464,"Oyster Bay Regional Shoreline"
"49419",2022-04-05,4393,"Oyster Bay Regional Shoreline"
"49420",2022-04-06,4047,"Oyster Bay Regional Shoreline"
"49421",2022-04-07,4375,"Oyster Bay Regional Shoreline"
"49422",2022-04-08,3797,"Oyster Bay Regional Shoreline"
"49423",2022-04-09,3694,"Oyster Bay Regional Shoreline"
"49424",2022-04-10,4932,"Oyster Bay Regional Shoreline"
"49425",2022-04-11,4254,"Oyster Bay Regional Shoreline"
"49426",2022-04-12,4340,"Oyster Bay Regional Shoreline"
"49427",2022-04-13,3506,"Oyster Bay Regional Shoreline"
"49428",2022-04-14,3410,"Oyster Bay Regional Shoreline"
"49429",2022-04-15,4069,"Oyster Bay Regional Shoreline"
"49430",2022-04-16,3357,"Oyster Bay Regional Shoreline"
"49431",2022-04-17,4378,"Oyster Bay Regional Shoreline"
"49432",2022-04-18,4183,"Oyster Bay Regional Shoreline"
"49433",2022-04-19,4704,"Oyster Bay Regional Shoreline"
"49434",2022-04-20,5100,"Oyster Bay Regional Shoreline"
"49435",2022-04-21,4411,"Oyster Bay Regional Shoreline"
"49436",2022-04-22,4011,"Oyster Bay Regional Shoreline"
"49437",2022-04-23,4311,"Oyster Bay Regional Shoreline"
"49438",2022-04-24,4892,"Oyster Bay Regional Shoreline"
"49439",2022-04-25,5282,"Oyster Bay Regional Shoreline"
"49440",2022-04-26,4774,"Oyster Bay Regional Shoreline"
"49441",2022-04-27,4621,"Oyster Bay Regional Shoreline"
"49442",2022-04-28,4424,"Oyster Bay Regional Shoreline"
"49443",2022-04-29,4761,"Oyster Bay Regional Shoreline"
"49444",2022-04-30,3971,"Oyster Bay Regional Shoreline"
"49445",2022-05-01,5337,"Oyster Bay Regional Shoreline"
"49446",2022-05-02,4925,"Oyster Bay Regional Shoreline"
"49447",2022-05-03,4008,"Oyster Bay Regional Shoreline"
"49448",2022-05-04,4787,"Oyster Bay Regional Shoreline"
"49449",2022-05-05,4965,"Oyster Bay Regional Shoreline"
"49450",2022-05-06,4774,"Oyster Bay Regional Shoreline"
"49451",2022-05-07,3898,"Oyster Bay Regional Shoreline"
"49452",2022-05-08,4967,"Oyster Bay Regional Shoreline"
"49453",2022-05-09,4215,"Oyster Bay Regional Shoreline"
"49454",2022-05-10,5589,"Oyster Bay Regional Shoreline"
"49455",2022-05-11,4721,"Oyster Bay Regional Shoreline"
"49456",2022-05-12,4233,"Oyster Bay Regional Shoreline"
"49457",2022-05-13,4975,"Oyster Bay Regional Shoreline"
"49458",2022-05-14,5208,"Oyster Bay Regional Shoreline"
"49459",2022-05-15,4181,"Oyster Bay Regional Shoreline"
"49460",2022-05-16,4514,"Oyster Bay Regional Shoreline"
"49461",2022-05-17,4936,"Oyster Bay Regional Shoreline"
"49462",2022-05-18,4764,"Oyster Bay Regional Shoreline"
"49463",2022-05-19,5201,"Oyster Bay Regional Shoreline"
"49464",2022-05-20,5709,"Oyster Bay Regional Shoreline"
"49465",2022-05-21,4938,"Oyster Bay Regional Shoreline"
"49466",2022-05-22,4105,"Oyster Bay Regional Shoreline"
"49467",2022-05-23,5899,"Oyster Bay Regional Shoreline"
"49468",2022-05-24,4410,"Oyster Bay Regional Shoreline"
"49469",2022-05-25,5179,"Oyster Bay Regional Shoreline"
"49470",2022-05-26,4240,"Oyster Bay Regional Shoreline"
"49471",2022-05-27,4490,"Oyster Bay Regional Shoreline"
"49472",2022-05-28,4597,"Oyster Bay Regional Shoreline"
"49473",2022-05-29,3173,"Oyster Bay Regional Shoreline"
"49474",2022-05-30,4064,"Oyster Bay Regional Shoreline"
"49475",2022-05-31,4745,"Oyster Bay Regional Shoreline"
"49476",2022-06-01,3758,"Oyster Bay Regional Shoreline"
"49477",2022-06-02,4589,"Oyster Bay Regional Shoreline"
"49478",2022-06-03,4661,"Oyster Bay Regional Shoreline"
"49479",2022-06-04,3434,"Oyster Bay Regional Shoreline"
"49480",2022-06-05,4692,"Oyster Bay Regional Shoreline"
"49481",2022-06-06,4798,"Oyster Bay Regional Shoreline"
"49482",2022-06-07,4675,"Oyster Bay Regional Shoreline"
"49483",2022-06-08,4701,"Oyster Bay Regional Shoreline"
"49484",2022-06-09,5039,"Oyster Bay Regional Shoreline"
"49485",2022-06-10,4585,"Oyster Bay Regional Shoreline"
"49486",2022-06-11,5188,"Oyster Bay Regional Shoreline"
"49487",2022-06-12,4655,"Oyster Bay Regional Shoreline"
"49488",2022-06-13,4326,"Oyster Bay Regional Shoreline"
