"","Date","daily_visits","Name"
"2512",2022-11-18,23166,"Alexander Home"
"2513",2022-11-19,26191,"Alexander Home"
"2514",2022-11-20,20027,"Alexander Home"
"2515",2022-11-21,19674,"Alexander Home"
"2516",2022-11-22,21475,"Alexander Home"
"2517",2022-11-23,23503,"Alexander Home"
"2518",2022-11-24,13486,"Alexander Home"
"2519",2022-11-25,24826,"Alexander Home"
"2520",2022-11-26,21369,"Alexander Home"
"2521",2022-11-27,21606,"Alexander Home"
"2522",2022-11-28,18747,"Alexander Home"
"2523",2022-11-29,20356,"Alexander Home"
"2524",2022-11-30,21156,"Alexander Home"
"2525",2022-12-01,17922,"Alexander Home"
"2526",2022-12-02,25080,"Alexander Home"
"2527",2022-12-03,21195,"Alexander Home"
"2528",2022-12-04,23152,"Alexander Home"
"2529",2022-12-05,20463,"Alexander Home"
"2530",2022-12-06,19449,"Alexander Home"
"2531",2022-12-07,19878,"Alexander Home"
"2532",2022-12-08,19744,"Alexander Home"
"2533",2022-12-09,22489,"Alexander Home"
"2534",2022-12-10,23240,"Alexander Home"
"2535",2022-12-11,22512,"Alexander Home"
"2536",2022-12-12,19185,"Alexander Home"
"2537",2022-12-13,19780,"Alexander Home"
"2538",2022-12-14,23849,"Alexander Home"
"2539",2022-12-15,22921,"Alexander Home"
"2540",2022-12-16,22722,"Alexander Home"
"2541",2022-12-17,24466,"Alexander Home"
"2542",2022-12-18,23460,"Alexander Home"
"2543",2022-12-19,19904,"Alexander Home"
"2544",2022-12-20,23098,"Alexander Home"
"2545",2022-12-21,22379,"Alexander Home"
"2546",2022-12-22,23351,"Alexander Home"
"2547",2022-12-23,29235,"Alexander Home"
"2548",2022-12-24,24371,"Alexander Home"
"2549",2022-12-25,13771,"Alexander Home"
"2550",2022-12-26,19180,"Alexander Home"
"2551",2022-12-27,21517,"Alexander Home"
"2552",2022-12-28,20510,"Alexander Home"
"2553",2022-12-29,19341,"Alexander Home"
"2554",2022-12-30,20681,"Alexander Home"
"2555",2022-12-31,19885,"Alexander Home"
"2556",2023-01-01,18040,"Alexander Home"
"2557",2023-01-02,20361,"Alexander Home"
"2558",2023-01-03,21785,"Alexander Home"
"2559",2023-01-04,16605,"Alexander Home"
"2560",2023-01-05,19645,"Alexander Home"
"2561",2023-01-06,22316,"Alexander Home"
"2562",2023-01-07,21255,"Alexander Home"
"2563",2023-01-08,21863,"Alexander Home"
"2564",2023-01-09,19352,"Alexander Home"
"2565",2023-01-10,17164,"Alexander Home"
"2566",2023-01-11,18735,"Alexander Home"
"2567",2023-01-12,18633,"Alexander Home"
"2568",2023-01-13,25033,"Alexander Home"
"2569",2023-01-14,20111,"Alexander Home"
"2570",2023-01-15,20556,"Alexander Home"
"2571",2023-01-16,19890,"Alexander Home"
"2572",2023-01-17,19914,"Alexander Home"
"2573",2023-01-18,18841,"Alexander Home"
"2574",2023-01-19,18700,"Alexander Home"
"2575",2023-01-20,21121,"Alexander Home"
"2576",2023-01-21,22331,"Alexander Home"
"2577",2023-01-22,19219,"Alexander Home"
"2578",2023-01-23,19546,"Alexander Home"
"2579",2023-01-24,17864,"Alexander Home"
"2580",2023-01-25,21119,"Alexander Home"
"2581",2023-01-26,17286,"Alexander Home"
"2582",2023-01-27,23217,"Alexander Home"
"2583",2023-01-28,23891,"Alexander Home"
"2584",2023-01-29,19419,"Alexander Home"
"2585",2023-01-30,20420,"Alexander Home"
"2586",2023-01-31,21179,"Alexander Home"
"2587",2023-02-01,21801,"Alexander Home"
"2588",2023-02-02,19706,"Alexander Home"
"2589",2023-02-03,21646,"Alexander Home"
"2590",2023-02-04,24126,"Alexander Home"
"2591",2023-02-05,21458,"Alexander Home"
"2592",2023-02-06,21194,"Alexander Home"
"2593",2023-02-07,18855,"Alexander Home"
"2594",2023-02-08,19433,"Alexander Home"
"2595",2023-02-09,20788,"Alexander Home"
"2596",2023-02-10,21216,"Alexander Home"
"2597",2023-02-11,24455,"Alexander Home"
"2598",2023-02-12,22665,"Alexander Home"
"2599",2023-02-13,22323,"Alexander Home"
"2600",2023-02-14,20305,"Alexander Home"
"2601",2023-02-15,19857,"Alexander Home"
"2602",2023-02-16,19053,"Alexander Home"
"2603",2023-02-17,23619,"Alexander Home"
"2604",2023-02-18,21389,"Alexander Home"
"2605",2023-02-19,20978,"Alexander Home"
"2606",2023-02-20,21631,"Alexander Home"
"2607",2023-02-21,20080,"Alexander Home"
"2608",2023-02-22,19375,"Alexander Home"
"2609",2023-02-23,18459,"Alexander Home"
"2610",2023-02-24,19500,"Alexander Home"
"2611",2023-02-25,23356,"Alexander Home"
"2612",2023-02-26,21091,"Alexander Home"
"2613",2023-02-27,17931,"Alexander Home"
"2614",2023-02-28,18139,"Alexander Home"
"2615",2023-03-01,19340,"Alexander Home"
"2616",2023-03-02,17611,"Alexander Home"
"2617",2023-03-03,22217,"Alexander Home"
"2618",2023-03-04,20038,"Alexander Home"
"2619",2023-03-05,21777,"Alexander Home"
"2620",2023-03-06,20428,"Alexander Home"
"2621",2023-03-07,17794,"Alexander Home"
"2622",2023-03-08,19885,"Alexander Home"
"2623",2023-03-09,16438,"Alexander Home"
"2624",2023-03-10,25402,"Alexander Home"
"2625",2023-03-11,22041,"Alexander Home"
"2626",2023-03-12,20573,"Alexander Home"
"2627",2023-03-13,18540,"Alexander Home"
"2628",2023-03-14,18441,"Alexander Home"
"2629",2023-03-15,20798,"Alexander Home"
"2630",2023-03-16,19753,"Alexander Home"
"2631",2023-03-17,23869,"Alexander Home"
"2632",2023-03-18,24507,"Alexander Home"
"2633",2023-03-19,20370,"Alexander Home"
"2634",2023-03-20,19385,"Alexander Home"
"2635",2023-03-21,18015,"Alexander Home"
"2636",2023-03-22,19798,"Alexander Home"
"2637",2023-03-23,21273,"Alexander Home"
"2638",2023-03-24,22588,"Alexander Home"
"2639",2023-03-25,22466,"Alexander Home"
"2640",2023-03-26,23716,"Alexander Home"
"2641",2023-03-27,21509,"Alexander Home"
"2642",2023-03-28,20276,"Alexander Home"
"2643",2023-03-29,18636,"Alexander Home"
"2644",2023-03-30,21274,"Alexander Home"
"2645",2023-03-31,23912,"Alexander Home"
"2646",2023-04-01,23349,"Alexander Home"
"2647",2023-04-02,22884,"Alexander Home"
"2648",2023-04-03,19503,"Alexander Home"
"2649",2023-04-04,18524,"Alexander Home"
"2650",2023-04-05,22021,"Alexander Home"
"2651",2023-04-06,18880,"Alexander Home"
"2652",2023-04-07,22368,"Alexander Home"
"2653",2023-04-08,22946,"Alexander Home"
"2654",2023-04-09,17851,"Alexander Home"
"2655",2023-04-10,22158,"Alexander Home"
"2656",2023-04-11,22829,"Alexander Home"
"2657",2023-04-12,22236,"Alexander Home"
"2658",2023-04-13,22593,"Alexander Home"
"2659",2023-04-14,23071,"Alexander Home"
"2660",2023-04-15,23259,"Alexander Home"
"2661",2023-04-16,20620,"Alexander Home"
"2662",2023-04-17,20525,"Alexander Home"
"2663",2023-04-18,21711,"Alexander Home"
"2664",2023-04-19,22316,"Alexander Home"
"2665",2023-04-20,25086,"Alexander Home"
"2666",2023-04-21,25578,"Alexander Home"
"2667",2023-04-22,26100,"Alexander Home"
"2668",2023-04-23,20329,"Alexander Home"
"2669",2023-04-24,20161,"Alexander Home"
"2670",2023-04-25,23811,"Alexander Home"
"2671",2023-04-26,22319,"Alexander Home"
"2672",2023-04-27,21795,"Alexander Home"
"2673",2023-04-28,24789,"Alexander Home"
"2674",2023-04-29,24422,"Alexander Home"
"2675",2023-04-30,22596,"Alexander Home"
"2676",2023-05-01,20276,"Alexander Home"
"2677",2023-05-02,22015,"Alexander Home"
"2678",2023-05-03,20303,"Alexander Home"
"2679",2023-05-04,20574,"Alexander Home"
"2680",2023-05-05,24399,"Alexander Home"
"2681",2023-05-06,23016,"Alexander Home"
"2682",2023-05-07,23866,"Alexander Home"
"2683",2023-05-08,19808,"Alexander Home"
"2684",2023-05-09,24226,"Alexander Home"
"2685",2023-05-10,22839,"Alexander Home"
"2686",2023-05-11,22017,"Alexander Home"
"2687",2023-05-12,25206,"Alexander Home"
"2688",2023-05-13,26318,"Alexander Home"
"2689",2023-05-14,23217,"Alexander Home"
"2690",2023-05-15,23914,"Alexander Home"
"2691",2023-05-16,19659,"Alexander Home"
"2692",2023-05-17,21049,"Alexander Home"
"2693",2023-05-18,21628,"Alexander Home"
"2694",2023-05-19,22536,"Alexander Home"
"2695",2023-05-20,23927,"Alexander Home"
"2696",2023-05-21,21085,"Alexander Home"
"2697",2023-05-22,22279,"Alexander Home"
"2698",2023-05-23,20683,"Alexander Home"
"2699",2023-05-24,20656,"Alexander Home"
"2700",2023-05-25,19832,"Alexander Home"
"2701",2023-05-26,23829,"Alexander Home"
"2702",2023-05-27,23356,"Alexander Home"
"2703",2023-05-28,18736,"Alexander Home"
"2704",2023-05-29,22001,"Alexander Home"
"2705",2023-05-30,22923,"Alexander Home"
"2706",2023-05-31,20749,"Alexander Home"
"2707",2023-06-01,20345,"Alexander Home"
"2708",2023-06-02,25736,"Alexander Home"
"2709",2023-06-03,26589,"Alexander Home"
"2710",2023-06-04,23880,"Alexander Home"
"2711",2023-06-05,22945,"Alexander Home"
"2712",2023-06-06,21551,"Alexander Home"
"2713",2023-06-07,26158,"Alexander Home"
"2714",2023-06-08,21230,"Alexander Home"
"2715",2023-06-09,22362,"Alexander Home"
"2716",2023-06-10,23739,"Alexander Home"
"2717",2023-06-11,21501,"Alexander Home"
"2718",2023-06-12,20557,"Alexander Home"
"2719",2023-06-13,21975,"Alexander Home"
"2720",2023-06-14,19257,"Alexander Home"
"2721",2023-06-15,21770,"Alexander Home"
"2722",2023-06-16,22473,"Alexander Home"
"2723",2023-06-17,24392,"Alexander Home"
"2724",2023-06-18,22486,"Alexander Home"
"2725",2023-06-19,21448,"Alexander Home"
"2726",2023-06-20,22161,"Alexander Home"
"2727",2023-06-21,23689,"Alexander Home"
"2728",2023-06-22,19634,"Alexander Home"
"2729",2023-06-23,24494,"Alexander Home"
"2730",2023-06-24,22364,"Alexander Home"
"2731",2023-06-25,22485,"Alexander Home"
"2732",2023-06-26,21960,"Alexander Home"
"2733",2023-06-27,22076,"Alexander Home"
"2734",2023-06-28,20465,"Alexander Home"
"2735",2023-06-29,22473,"Alexander Home"
"2736",2023-06-30,25482,"Alexander Home"
"2737",2023-07-01,25677,"Alexander Home"
"2738",2023-07-02,25491,"Alexander Home"
"2739",2023-07-03,24885,"Alexander Home"
"2740",2023-07-04,18067,"Alexander Home"
"2741",2023-07-05,20731,"Alexander Home"
"2742",2023-07-06,19884,"Alexander Home"
"2743",2023-07-07,25084,"Alexander Home"
"2744",2023-07-08,22601,"Alexander Home"
"2745",2023-07-09,21361,"Alexander Home"
"2746",2023-07-10,22146,"Alexander Home"
"2747",2023-07-11,21082,"Alexander Home"
"2748",2023-07-12,21519,"Alexander Home"
"2749",2023-07-13,21493,"Alexander Home"
"2750",2023-07-14,25061,"Alexander Home"
"2751",2023-07-15,23584,"Alexander Home"
"2752",2023-07-16,22256,"Alexander Home"
"2753",2023-07-17,18301,"Alexander Home"
"2754",2023-07-18,21218,"Alexander Home"
"2755",2023-07-19,21233,"Alexander Home"
"2756",2023-07-20,19609,"Alexander Home"
"2757",2023-07-21,23031,"Alexander Home"
"2758",2023-07-22,22927,"Alexander Home"
"2759",2023-07-23,19576,"Alexander Home"
"2760",2023-07-24,21129,"Alexander Home"
"2761",2023-07-25,22091,"Alexander Home"
"2762",2023-07-26,21913,"Alexander Home"
"2763",2023-07-27,20622,"Alexander Home"
"2764",2023-07-28,23951,"Alexander Home"
"2765",2023-07-29,24437,"Alexander Home"
"2766",2023-07-30,21039,"Alexander Home"
"2767",2023-07-31,21504,"Alexander Home"
"2768",2023-08-01,20990,"Alexander Home"
"2769",2023-08-02,22548,"Alexander Home"
"2770",2023-08-03,21273,"Alexander Home"
"2771",2023-08-04,25837,"Alexander Home"
"2772",2023-08-05,20219,"Alexander Home"
"2773",2023-08-06,23143,"Alexander Home"
"2774",2023-08-07,21980,"Alexander Home"
"2775",2023-08-08,20899,"Alexander Home"
"2776",2023-08-09,24363,"Alexander Home"
"2777",2023-08-10,20966,"Alexander Home"
"2778",2023-08-11,23614,"Alexander Home"
"2779",2023-08-12,23277,"Alexander Home"
"2780",2023-08-13,22844,"Alexander Home"
"2781",2023-08-14,24552,"Alexander Home"
"2782",2023-08-15,22690,"Alexander Home"
"2783",2023-08-16,22289,"Alexander Home"
"2784",2023-08-17,23298,"Alexander Home"
"2785",2023-08-18,24804,"Alexander Home"
"2786",2023-08-19,24738,"Alexander Home"
"2787",2023-08-20,23890,"Alexander Home"
"2788",2023-08-21,21784,"Alexander Home"
"2789",2023-08-22,20864,"Alexander Home"
"2790",2023-08-23,20281,"Alexander Home"
"2791",2023-08-24,20621,"Alexander Home"
"2792",2023-08-25,22282,"Alexander Home"
"2793",2023-08-26,23865,"Alexander Home"
"2794",2023-08-27,21282,"Alexander Home"
"2795",2023-08-28,20112,"Alexander Home"
"2796",2023-08-29,20247,"Alexander Home"
"2797",2023-08-30,20387,"Alexander Home"
"2798",2023-08-31,19588,"Alexander Home"
"2799",2023-09-01,22338,"Alexander Home"
"2800",2023-09-02,21907,"Alexander Home"
"2801",2023-09-03,19081,"Alexander Home"
"2802",2023-09-04,22149,"Alexander Home"
"2803",2023-09-05,19076,"Alexander Home"
"2804",2023-09-06,21066,"Alexander Home"
"2805",2023-09-07,18392,"Alexander Home"
"2806",2023-09-08,22365,"Alexander Home"
"2807",2023-09-09,22761,"Alexander Home"
"2808",2023-09-10,21624,"Alexander Home"
"2809",2023-09-11,19149,"Alexander Home"
"2810",2023-09-12,19667,"Alexander Home"
"2811",2023-09-13,20000,"Alexander Home"
"2812",2023-09-14,20310,"Alexander Home"
"2813",2023-09-15,22863,"Alexander Home"
"2814",2023-09-16,25692,"Alexander Home"
"2815",2023-09-17,22329,"Alexander Home"
"2816",2023-09-18,18241,"Alexander Home"
"2817",2023-09-19,22320,"Alexander Home"
"2818",2023-09-20,19522,"Alexander Home"
"2819",2023-09-21,19798,"Alexander Home"
"2820",2023-09-22,22954,"Alexander Home"
"2821",2023-09-23,21030,"Alexander Home"
"2822",2023-09-24,21188,"Alexander Home"
"2823",2023-09-25,20163,"Alexander Home"
"2824",2023-09-26,19086,"Alexander Home"
"2825",2023-09-27,18975,"Alexander Home"
"2826",2023-09-28,20039,"Alexander Home"
"2827",2023-09-29,21016,"Alexander Home"
"2828",2023-09-30,24231,"Alexander Home"
"2829",2023-10-01,21663,"Alexander Home"
"2830",2023-10-02,18342,"Alexander Home"
"2831",2023-10-03,19016,"Alexander Home"
"2832",2023-10-04,21336,"Alexander Home"
"2833",2023-10-05,20427,"Alexander Home"
"2834",2023-10-06,23455,"Alexander Home"
"2835",2023-10-07,20599,"Alexander Home"
"2836",2023-10-08,20136,"Alexander Home"
"2837",2023-10-09,18818,"Alexander Home"
"2838",2023-10-10,22657,"Alexander Home"
"2839",2023-10-11,21180,"Alexander Home"
"2840",2023-10-12,19074,"Alexander Home"
"2841",2023-10-13,20597,"Alexander Home"
"2842",2023-10-14,23429,"Alexander Home"
"2843",2023-10-15,22211,"Alexander Home"
"2844",2023-10-16,17126,"Alexander Home"
"2845",2023-10-17,20046,"Alexander Home"
"2846",2023-10-18,20402,"Alexander Home"
"2847",2023-10-19,18912,"Alexander Home"
"2848",2023-10-20,22817,"Alexander Home"
"2849",2023-10-21,23705,"Alexander Home"
"2850",2023-10-22,21696,"Alexander Home"
"2851",2023-10-23,20778,"Alexander Home"
"2852",2023-10-24,19544,"Alexander Home"
"2853",2023-10-25,20185,"Alexander Home"
"2854",2023-10-26,17934,"Alexander Home"
"2855",2023-10-27,23471,"Alexander Home"
"2856",2023-10-28,24814,"Alexander Home"
"2857",2023-10-29,21213,"Alexander Home"
"2858",2023-10-30,21314,"Alexander Home"
"2859",2023-10-31,23275,"Alexander Home"
"2860",2023-11-01,20111,"Alexander Home"
"2861",2023-11-02,19870,"Alexander Home"
"2862",2023-11-03,22252,"Alexander Home"
"2863",2023-11-04,23798,"Alexander Home"
"2864",2023-11-05,21531,"Alexander Home"
"2865",2023-11-06,21608,"Alexander Home"
"2866",2023-11-07,19791,"Alexander Home"
"2867",2023-11-08,21205,"Alexander Home"
"2868",2023-11-09,21302,"Alexander Home"
"2869",2023-11-10,24172,"Alexander Home"
"2870",2023-11-11,24107,"Alexander Home"
"2871",2023-11-12,21030,"Alexander Home"
"2872",2023-11-13,20425,"Alexander Home"
"2873",2023-11-14,20778,"Alexander Home"
"2874",2023-11-15,19152,"Alexander Home"
"2875",2023-11-16,18236,"Alexander Home"
"2876",2023-11-17,20264,"Alexander Home"
"2877",2023-11-18,22586,"Alexander Home"
"2878",2023-11-19,20376,"Alexander Home"
"2879",2023-11-20,22281,"Alexander Home"
"2880",2023-11-21,19600,"Alexander Home"
"2881",2023-11-22,23010,"Alexander Home"
"2882",2023-11-23,13023,"Alexander Home"
"2883",2023-11-24,23458,"Alexander Home"
"2884",2023-11-25,21401,"Alexander Home"
"2885",2023-11-26,21053,"Alexander Home"
"2886",2023-11-27,18928,"Alexander Home"
"2887",2023-11-28,19507,"Alexander Home"
"2888",2023-11-29,18598,"Alexander Home"
"2889",2023-11-30,19002,"Alexander Home"
"2890",2023-12-01,21037,"Alexander Home"
"2891",2023-12-02,22877,"Alexander Home"
"2892",2023-12-03,21219,"Alexander Home"
"2893",2023-12-04,20184,"Alexander Home"
"2894",2023-12-05,19012,"Alexander Home"
"2895",2023-12-06,19364,"Alexander Home"
"2896",2023-12-07,19039,"Alexander Home"
"2897",2023-12-08,20331,"Alexander Home"
"2898",2023-12-09,20347,"Alexander Home"
"2899",2023-12-10,19796,"Alexander Home"
"2900",2023-12-11,20240,"Alexander Home"
"2901",2023-12-12,21677,"Alexander Home"
"2902",2023-12-13,19051,"Alexander Home"
"2903",2023-12-14,21051,"Alexander Home"
"2904",2023-12-15,22110,"Alexander Home"
"2905",2023-12-16,22156,"Alexander Home"
"2906",2023-12-17,21340,"Alexander Home"
"2907",2023-12-18,19462,"Alexander Home"
"2908",2023-12-19,18754,"Alexander Home"
"2909",2023-12-20,20646,"Alexander Home"
"2910",2023-12-21,22124,"Alexander Home"
"2911",2023-12-22,23409,"Alexander Home"
"2912",2023-12-23,27115,"Alexander Home"
"2913",2023-12-24,21958,"Alexander Home"
"2914",2023-12-25,10616,"Alexander Home"
"2915",2023-12-26,22906,"Alexander Home"
"2916",2023-12-27,19627,"Alexander Home"
"2917",2023-12-28,22114,"Alexander Home"
"2918",2023-12-29,20741,"Alexander Home"
"2919",2023-12-30,23018,"Alexander Home"
"2920",2023-12-31,18804,"Alexander Home"
"2921",2022-01-01,6710,"Andrews Home"
"2922",2022-01-02,7010,"Andrews Home"
"2923",2022-01-03,9374,"Andrews Home"
"2924",2022-01-04,8506,"Andrews Home"
"2925",2022-01-05,9376,"Andrews Home"
"2926",2022-01-06,8743,"Andrews Home"
"2927",2022-01-07,11027,"Andrews Home"
"2928",2022-01-08,7174,"Andrews Home"
"2929",2022-01-09,7635,"Andrews Home"
"2930",2022-01-10,10231,"Andrews Home"
"2931",2022-01-11,8433,"Andrews Home"
"2932",2022-01-12,8020,"Andrews Home"
"2933",2022-01-13,8762,"Andrews Home"
"2934",2022-01-14,8590,"Andrews Home"
"2935",2022-01-15,9367,"Andrews Home"
"2936",2022-01-16,7576,"Andrews Home"
"2937",2022-01-17,7593,"Andrews Home"
"2938",2022-01-18,7250,"Andrews Home"
"2939",2022-01-19,8066,"Andrews Home"
"2940",2022-01-20,10467,"Andrews Home"
"2941",2022-01-21,10054,"Andrews Home"
"2942",2022-01-22,8622,"Andrews Home"
"2943",2022-01-23,8124,"Andrews Home"
"2944",2022-01-24,9865,"Andrews Home"
"2945",2022-01-25,9261,"Andrews Home"
"2946",2022-01-26,11362,"Andrews Home"
"2947",2022-01-27,9908,"Andrews Home"
"2948",2022-01-28,12725,"Andrews Home"
"2949",2022-01-29,10018,"Andrews Home"
"2950",2022-01-30,7578,"Andrews Home"
"2951",2022-01-31,9114,"Andrews Home"
"2952",2022-02-01,9914,"Andrews Home"
"2953",2022-02-02,8832,"Andrews Home"
"2954",2022-02-03,8891,"Andrews Home"
"2955",2022-02-04,10480,"Andrews Home"
"2956",2022-02-05,7323,"Andrews Home"
"2957",2022-02-06,8045,"Andrews Home"
"2958",2022-02-07,9838,"Andrews Home"
"2959",2022-02-08,11612,"Andrews Home"
"2960",2022-02-09,9545,"Andrews Home"
"2961",2022-02-10,11723,"Andrews Home"
"2962",2022-02-11,11344,"Andrews Home"
"2963",2022-02-12,9989,"Andrews Home"
"2964",2022-02-13,7621,"Andrews Home"
"2965",2022-02-14,8797,"Andrews Home"
"2966",2022-02-15,9002,"Andrews Home"
"2967",2022-02-16,10740,"Andrews Home"
"2968",2022-02-17,8436,"Andrews Home"
"2969",2022-02-18,9824,"Andrews Home"
"2970",2022-02-19,8130,"Andrews Home"
"2971",2022-02-20,7202,"Andrews Home"
"2972",2022-02-21,7857,"Andrews Home"
"2973",2022-02-22,9413,"Andrews Home"
"2974",2022-02-23,10834,"Andrews Home"
"2975",2022-02-24,8824,"Andrews Home"
"2976",2022-02-25,10234,"Andrews Home"
"2977",2022-02-26,7929,"Andrews Home"
"2978",2022-02-27,9080,"Andrews Home"
"2979",2022-02-28,8855,"Andrews Home"
"2980",2022-03-01,11017,"Andrews Home"
"2981",2022-03-02,10386,"Andrews Home"
"2982",2022-03-03,9915,"Andrews Home"
"2983",2022-03-04,9424,"Andrews Home"
"2984",2022-03-05,9868,"Andrews Home"
"2985",2022-03-06,8511,"Andrews Home"
"2986",2022-03-07,8592,"Andrews Home"
"2987",2022-03-08,10352,"Andrews Home"
"2988",2022-03-09,9409,"Andrews Home"
"2989",2022-03-10,9299,"Andrews Home"
"2990",2022-03-11,10184,"Andrews Home"
"2991",2022-03-12,7960,"Andrews Home"
"2992",2022-03-13,8443,"Andrews Home"
"2993",2022-03-14,9668,"Andrews Home"
"2994",2022-03-15,9868,"Andrews Home"
"2995",2022-03-16,9970,"Andrews Home"
"2996",2022-03-17,10896,"Andrews Home"
"2997",2022-03-18,10993,"Andrews Home"
"2998",2022-03-19,9280,"Andrews Home"
"2999",2022-03-20,8190,"Andrews Home"
"3000",2022-03-21,8326,"Andrews Home"
"3001",2022-03-22,12206,"Andrews Home"
"3002",2022-03-23,12392,"Andrews Home"
"3003",2022-03-24,11437,"Andrews Home"
"3004",2022-03-25,11599,"Andrews Home"
"3005",2022-03-26,8233,"Andrews Home"
"3006",2022-03-27,9194,"Andrews Home"
"3007",2022-03-28,7956,"Andrews Home"
"3008",2022-03-29,10340,"Andrews Home"
"3009",2022-03-30,10783,"Andrews Home"
"3010",2022-03-31,9162,"Andrews Home"
"3011",2022-04-01,10240,"Andrews Home"
"3012",2022-04-02,8931,"Andrews Home"
"3013",2022-04-03,8679,"Andrews Home"
"3014",2022-04-04,8324,"Andrews Home"
"3015",2022-04-05,11795,"Andrews Home"
"3016",2022-04-06,9123,"Andrews Home"
"3017",2022-04-07,8678,"Andrews Home"
"3018",2022-04-08,10203,"Andrews Home"
"3019",2022-04-09,9325,"Andrews Home"
"3020",2022-04-10,9393,"Andrews Home"
"3021",2022-04-11,9278,"Andrews Home"
"3022",2022-04-12,9415,"Andrews Home"
"3023",2022-04-13,10876,"Andrews Home"
"3024",2022-04-14,9872,"Andrews Home"
"3025",2022-04-15,10450,"Andrews Home"
"3026",2022-04-16,10209,"Andrews Home"
"3027",2022-04-17,11626,"Andrews Home"
"3028",2022-04-18,8077,"Andrews Home"
"3029",2022-04-19,9855,"Andrews Home"
"3030",2022-04-20,11156,"Andrews Home"
"3031",2022-04-21,8663,"Andrews Home"
"3032",2022-04-22,12166,"Andrews Home"
"3033",2022-04-23,12073,"Andrews Home"
"3034",2022-04-24,7314,"Andrews Home"
"3035",2022-04-25,10482,"Andrews Home"
"3036",2022-04-26,11025,"Andrews Home"
"3037",2022-04-27,10218,"Andrews Home"
"3038",2022-04-28,10078,"Andrews Home"
"3039",2022-04-29,13274,"Andrews Home"
"3040",2022-04-30,10659,"Andrews Home"
"3041",2022-05-01,11383,"Andrews Home"
"3042",2022-05-02,9706,"Andrews Home"
"3043",2022-05-03,12745,"Andrews Home"
"3044",2022-05-04,11952,"Andrews Home"
"3045",2022-05-05,9806,"Andrews Home"
"3046",2022-05-06,11271,"Andrews Home"
"3047",2022-05-07,11515,"Andrews Home"
"3048",2022-05-08,9395,"Andrews Home"
"3049",2022-05-09,10047,"Andrews Home"
"3050",2022-05-10,11128,"Andrews Home"
"3051",2022-05-11,10275,"Andrews Home"
"3052",2022-05-12,11007,"Andrews Home"
"3053",2022-05-13,10874,"Andrews Home"
"3054",2022-05-14,12232,"Andrews Home"
"3055",2022-05-15,8117,"Andrews Home"
"3056",2022-05-16,9731,"Andrews Home"
"3057",2022-05-17,10398,"Andrews Home"
"3058",2022-05-18,11453,"Andrews Home"
"3059",2022-05-19,10732,"Andrews Home"
"3060",2022-05-20,11610,"Andrews Home"
"3061",2022-05-21,8954,"Andrews Home"
"3062",2022-05-22,11198,"Andrews Home"
"3063",2022-05-23,9611,"Andrews Home"
"3064",2022-05-24,11340,"Andrews Home"
"3065",2022-05-25,11400,"Andrews Home"
"3066",2022-05-26,9729,"Andrews Home"
"3067",2022-05-27,13007,"Andrews Home"
"3068",2022-05-28,9620,"Andrews Home"
"3069",2022-05-29,11645,"Andrews Home"
"3070",2022-05-30,9286,"Andrews Home"
"3071",2022-05-31,11561,"Andrews Home"
"3072",2022-06-01,9864,"Andrews Home"
"3073",2022-06-02,9181,"Andrews Home"
"3074",2022-06-03,11320,"Andrews Home"
"3075",2022-06-04,10841,"Andrews Home"
"3076",2022-06-05,7076,"Andrews Home"
"3077",2022-06-06,9393,"Andrews Home"
"3078",2022-06-07,11094,"Andrews Home"
"3079",2022-06-08,9762,"Andrews Home"
"3080",2022-06-09,10948,"Andrews Home"
"3081",2022-06-10,9922,"Andrews Home"
"3082",2022-06-11,8382,"Andrews Home"
"3083",2022-06-12,6590,"Andrews Home"
"3084",2022-06-13,7955,"Andrews Home"
"3085",2022-06-14,9276,"Andrews Home"
"3086",2022-06-15,11943,"Andrews Home"
"3087",2022-06-16,9526,"Andrews Home"
"3088",2022-06-17,12846,"Andrews Home"
"3089",2022-06-18,10539,"Andrews Home"
"3090",2022-06-19,8795,"Andrews Home"
"3091",2022-06-20,10548,"Andrews Home"
"3092",2022-06-21,10086,"Andrews Home"
"3093",2022-06-22,9962,"Andrews Home"
"3094",2022-06-23,13085,"Andrews Home"
"3095",2022-06-24,13462,"Andrews Home"
"3096",2022-06-25,8764,"Andrews Home"
"3097",2022-06-26,7943,"Andrews Home"
"3098",2022-06-27,9312,"Andrews Home"
"3099",2022-06-28,8868,"Andrews Home"
"3100",2022-06-29,8204,"Andrews Home"
"3101",2022-06-30,8384,"Andrews Home"
"3102",2022-07-01,10733,"Andrews Home"
"3103",2022-07-02,9866,"Andrews Home"
"3104",2022-07-03,7498,"Andrews Home"
"3105",2022-07-04,6749,"Andrews Home"
"3106",2022-07-05,8751,"Andrews Home"
"3107",2022-07-06,10535,"Andrews Home"
"3108",2022-07-07,9341,"Andrews Home"
"3109",2022-07-08,11916,"Andrews Home"
"3110",2022-07-09,9211,"Andrews Home"
"3111",2022-07-10,7982,"Andrews Home"
"3112",2022-07-11,11258,"Andrews Home"
"3113",2022-07-12,9400,"Andrews Home"
"3114",2022-07-13,10100,"Andrews Home"
"3115",2022-07-14,8643,"Andrews Home"
"3116",2022-07-15,9092,"Andrews Home"
"3117",2022-07-16,8749,"Andrews Home"
"3118",2022-07-17,9276,"Andrews Home"
"3119",2022-07-18,9643,"Andrews Home"
